t              pw-in-box.fdtd_before_Ex_3_3_1.dat       incid
   0.68251528283214125E-008   0.608707473E-009   0.000000000E+000
   0.68405594938480974E-008   0.716306070E-009   0.000000000E+000
   0.68559661593747823E-008   0.811485268E-009   0.000000000E+000
   0.68713728249014672E-008   0.814998125E-009   0.000000000E+000
   0.68867794904281521E-008   0.727564786E-009   0.000000000E+000
   0.69021861559548370E-008   0.626433183E-009   0.000000000E+000
   0.69175928214815219E-008   0.597289496E-009   0.000000000E+000
   0.69329994870082068E-008   0.661428745E-009   0.000000000E+000
   0.69484061525348917E-008   0.760609964E-009   0.000000000E+000
   0.69638128180615766E-008   0.810019385E-009   0.000000000E+000
   0.69792194835882615E-008   0.770855657E-009   0.000000000E+000
   0.69946261491149464E-008   0.680191514E-009   0.000000000E+000
   0.70100328146416313E-008   0.615983486E-009   0.000000000E+000
   0.70254394801683162E-008   0.630383412E-009   0.000000000E+000
   0.70408461456950011E-008   0.707914172E-009   0.000000000E+000
   0.70562528112216860E-008   0.781290699E-009   0.000000000E+000
   0.70716594767483709E-008   0.789347199E-009   0.000000000E+000
   0.70870661422750558E-008   0.727873872E-009   0.000000000E+000
   0.71024728078017407E-008   0.651236398E-009   0.000000000E+000
   0.71178794733284256E-008   0.624550023E-009   0.000000000E+000
   0.71332861388551105E-008   0.668204103E-009   0.000000000E+000
   0.71486928043817954E-008   0.742330974E-009   0.000000000E+000
   0.71640994699084803E-008   0.783203224E-009   0.000000000E+000
   0.71795061354351652E-008   0.758177465E-009   0.000000000E+000
   0.71949128009618502E-008   0.691487423E-009   0.000000000E+000
   0.72103194664885351E-008   0.640829279E-009   0.000000000E+000
   0.72257261320152200E-008   0.647545906E-009   0.000000000E+000
   0.72411327975419049E-008   0.703321845E-009   0.000000000E+000
   0.72565394630685898E-008   0.759588503E-009   0.000000000E+000
   0.72719461285952747E-008   0.769464048E-009   0.000000000E+000
   0.72873527941219596E-008   0.726534055E-009   0.000000000E+000
   0.73027594596486445E-008   0.668787636E-009   0.000000000E+000
   0.73181661251753294E-008   0.645324350E-009   0.000000000E+000
   0.73335727907020143E-008   0.674553802E-009   0.000000000E+000
   0.73489794562286992E-008   0.729680649E-009   0.000000000E+000
   0.73643861217553841E-008   0.763143881E-009   0.000000000E+000
   0.73797927872820690E-008   0.747778839E-009   0.000000000E+000
   0.73951994528087539E-008   0.698829994E-009   0.000000000E+000
   0.74106061183354388E-008   0.658953059E-009   0.000000000E+000
   0.74260127838621237E-008   0.660972999E-009   0.000000000E+000
   0.74414194493888086E-008   0.701093350E-009   0.000000000E+000
   0.74568261149154935E-008   0.744125372E-009   0.000000000E+000
   0.74722327804421784E-008   0.754204921E-009   0.000000000E+000
   0.74876394459688633E-008   0.724345695E-009   0.000000000E+000
   0.75030461114955482E-008   0.681025458E-009   0.000000000E+000
   0.75184527770222331E-008   0.661042554E-009   0.000000000E+000
   0.75338594425489180E-008   0.680330792E-009   0.000000000E+000
   0.75492661080756029E-008   0.721126492E-009   0.000000000E+000
   0.75646727736022878E-008   0.748152873E-009   0.000000000E+000
   0.75800794391289728E-008   0.739239392E-009   0.000000000E+000
   0.75954861046556577E-008   0.703525960E-009   0.000000000E+000
   0.76108927701823426E-008   0.672268075E-009   0.000000000E+000
   0.76262994357090275E-008   0.671428135E-009   0.000000000E+000
   0.76417061012357124E-008   0.700189295E-009   0.000000000E+000
   0.76571127667623973E-008   0.733103134E-009   0.000000000E+000
   0.76725194322890822E-008   0.742592321E-009   0.000000000E+000
   0.76879260978157671E-008   0.721873006E-009   0.000000000E+000
   0.77033327633424520E-008   0.689497015E-009   0.000000000E+000
   0.77187394288691369E-008   0.672918776E-009   0.000000000E+000
   0.77341460943958218E-008   0.685404622E-009   0.000000000E+000
   0.77495527599225067E-008   0.715395965E-009   0.000000000E+000
   0.77649594254491916E-008   0.736982309E-009   0.000000000E+000
   0.77803660909758765E-008   0.732286398E-009   0.000000000E+000
   0.77957727565025614E-008   0.706376624E-009   0.000000000E+000
   0.78111794220292463E-008   0.682020052E-009   0.000000000E+000
   0.78265860875559312E-008   0.679612200E-009   0.000000000E+000
   0.78419927530826161E-008   0.700106639E-009   0.000000000E+000
   0.78573994186093010E-008   0.725239035E-009   0.000000000E+000
   0.78728060841359859E-008   0.733805572E-009   0.000000000E+000
   0.78882127496626708E-008   0.719476756E-009   0.000000000E+000
   0.79036194151893557E-008   0.695263902E-009   0.000000000E+000
   0.79190260807160406E-008   0.681757262E-009   0.000000000E+000
   0.79344327462427255E-008   0.689754309E-009   0.000000000E+000
   0.79498394117694104E-008   0.711718517E-009   0.000000000E+000
   0.79652460772960954E-008   0.728714811E-009   0.000000000E+000
   0.79806527428227803E-008   0.726634586E-009   0.000000000E+000
   0.79960594083494652E-008   0.707972292E-009   0.000000000E+000
   0.80114660738761501E-008   0.689148461E-009   0.000000000E+000
   0.80268727394028350E-008   0.686027402E-009   0.000000000E+000
   0.80422794049295199E-008   0.700505376E-009   0.000000000E+000
   0.80576860704562048E-008   0.719598103E-009   0.000000000E+000
   0.80730927359828897E-008   0.727098270E-009   0.000000000E+000
   0.80884994015095746E-008   0.717301551E-009   0.000000000E+000
   0.81039060670362595E-008   0.699219571E-009   0.000000000E+000
   0.81193127325629444E-008   0.688321677E-009   0.000000000E+000
   0.81347193980896293E-008   0.693343660E-009   0.000000000E+000
   0.81501260636163142E-008   0.709390269E-009   0.000000000E+000
   0.81655327291429991E-008   0.722626459E-009   0.000000000E+000
   0.81809393946696840E-008   0.722108706E-009   0.000000000E+000
   0.81963460601963689E-008   0.708786752E-009   0.000000000E+000
   0.82117527257230538E-008   0.694348190E-009   0.000000000E+000
   0.82271593912497387E-008   0.691015412E-009   0.000000000E+000
   0.82425660567764236E-008   0.701138203E-009   0.000000000E+000
   0.82579727223031085E-008   0.715579818E-009   0.000000000E+000
   0.82733793878297934E-008   0.721998128E-009   0.000000000E+000
   0.82887860533564783E-008   0.715409787E-009   0.000000000E+000
   0.83041927188831632E-008   0.701960323E-009   0.000000000E+000
   0.83195993844098481E-008   0.693202162E-009   0.000000000E+000
   0.83350060499365330E-008   0.696218139E-009   0.000000000E+000
   0.83504127154632179E-008   0.707959857E-009   0.000000000E+000
   0.83658193809899029E-008   0.718231807E-009   0.000000000E+000
   0.83812260465165878E-008   0.718520021E-009   0.000000000E+000
   0.83966327120432727E-008   0.709017733E-009   0.000000000E+000
   0.84120393775699576E-008   0.698089753E-009   0.000000000E+000
   0.84274460430966425E-008   0.694939328E-009   0.000000000E+000
   0.84428527086233274E-008   0.701886993E-009   0.000000000E+000
   0.84582593741500123E-008   0.712690573E-009   0.000000000E+000
   0.84736660396766972E-008   0.718111293E-009   0.000000000E+000
   0.84890727052033821E-008   0.713803294E-009   0.000000000E+000
   0.85044793707300670E-008   0.703822667E-009   0.000000000E+000
   0.85198860362567519E-008   0.696821711E-009   0.000000000E+000
   0.85352927017834368E-008   0.698531788E-009   0.000000000E+000
   0.85506993673101217E-008   0.707095216E-009   0.000000000E+000
   0.85661060328368066E-008   0.715030424E-009   0.000000000E+000
   0.85815126983634915E-008   0.715754456E-009   0.000000000E+000
   0.85969193638901764E-008   0.708999970E-009   0.000000000E+000
   0.86123260294168613E-008   0.700721647E-009   0.000000000E+000
   0.86277326949435462E-008   0.697887248E-009   0.000000000E+000
   0.86431393604702311E-008   0.702650382E-009   0.000000000E+000
   0.86585460259969160E-008   0.710731640E-009   0.000000000E+000
   0.86739526915236009E-008   0.715210391E-009   0.000000000E+000
   0.86893593570502858E-008   0.712455595E-009   0.000000000E+000
   0.87047660225769707E-008   0.705083714E-009   0.000000000E+000
   0.87201726881036556E-008   0.699499181E-009   0.000000000E+000
   0.87355793536303405E-008   0.700315972E-009   0.000000000E+000
   0.87509860191570255E-008   0.706548819E-009   0.000000000E+000
   0.87663926846837104E-008   0.712716774E-009   0.000000000E+000
   0.87817993502103953E-008   0.713666459E-009   0.000000000E+000
   0.87972060157370802E-008   0.708853864E-009   0.000000000E+000
   0.88126126812637651E-008   0.702570002E-009   0.000000000E+000
   0.88280193467904500E-008   0.700128178E-009   0.000000000E+000
   0.88434260123171349E-008   0.703396064E-009   0.000000000E+000
   0.88588326778438198E-008   0.709385550E-009   0.000000000E+000
   0.88742393433705047E-008   0.712973347E-009   0.000000000E+000
   0.88896460088971896E-008   0.711259440E-009   0.000000000E+000
   0.89050526744238745E-008   0.705906722E-009   0.000000000E+000
   0.89204593399505594E-008   0.701563974E-009   0.000000000E+000
   0.89358660054772443E-008   0.701830594E-009   0.000000000E+000
   0.89512726710039292E-008   0.706266101E-009   0.000000000E+000
   0.89666793365306141E-008   0.710964343E-009   0.000000000E+000
   0.89820860020572990E-008   0.711987469E-009   0.000000000E+000
   0.89974926675839839E-008   0.708650028E-009   0.000000000E+000
   0.90128993331106688E-008   0.703922420E-009   0.000000000E+000
   0.90283059986373537E-008   0.701816716E-009   0.000000000E+000
   0.90437126641640386E-008   0.703994307E-009   0.000000000E+000
   0.90591193296907235E-008   0.708456072E-009   0.000000000E+000
   0.90745259952174084E-008   0.711366965E-009   0.000000000E+000
   0.90899326607440933E-008   0.710347725E-009   0.000000000E+000
   0.91053393262707782E-008   0.706418368E-009   0.000000000E+000
   0.91207459917974631E-008   0.703005987E-009   0.000000000E+000
   0.91361526573241481E-008   0.702962688E-009   0.000000000E+000
   0.91515593228508330E-008   0.706169512E-009   0.000000000E+000
   0.91669659883775179E-008   0.709770465E-009   0.000000000E+000
   0.91823726539042028E-008   0.710723258E-009   0.000000000E+000
   0.91977793194308877E-008   0.708367975E-009   0.000000000E+000
   0.92131859849575726E-008   0.704838909E-009   0.000000000E+000
   0.92285926504842575E-008   0.703122671E-009   0.000000000E+000
   0.92439993160109424E-008   0.704570791E-009   0.000000000E+000
   0.92594059815376273E-008   0.707838677E-009   0.000000000E+000
   0.92748126470643122E-008   0.710107417E-009   0.000000000E+000
   0.92902193125909971E-008   0.709526327E-009   0.000000000E+000
   0.93056259781176820E-008   0.706720515E-009   0.000000000E+000
   0.93210326436443669E-008   0.704131087E-009   0.000000000E+000
   0.93364393091710518E-008   0.703892333E-009   0.000000000E+000
   0.93518459746977367E-008   0.706122438E-009   0.000000000E+000
   0.93672526402244216E-008   0.708868741E-009   0.000000000E+000
   0.93826593057511065E-008   0.709777459E-009   0.000000000E+000
   0.93980659712777914E-008   0.708141601E-009   0.000000000E+000
   0.94134726368044763E-008   0.705481840E-009   0.000000000E+000
   0.94288793023311612E-008   0.704098668E-009   0.000000000E+000
   0.94442859678578461E-008   0.705044467E-009   0.000000000E+000
   0.94596926333845310E-008   0.707409020E-009   0.000000000E+000
   0.94750992989112159E-008   0.709197923E-009   0.000000000E+000
   0.94905059644379008E-008   0.708945236E-009   0.000000000E+000
   0.95059126299645857E-008   0.706907533E-009   0.000000000E+000
   0.95213192954912707E-008   0.704872938E-009   0.000000000E+000
   0.95367259610179556E-008   0.704581615E-009   0.000000000E+000
   0.95521326265446405E-008   0.706187331E-009   0.000000000E+000
   0.95675392920713254E-008   0.708235859E-009   0.000000000E+000
   0.95829459575980103E-008   0.709003189E-009   0.000000000E+000
   0.95983526231246952E-008   0.707924441E-009   0.000000000E+000
   0.96137592886513801E-008   0.705969450E-009   0.000000000E+000
   0.96291659541780650E-008   0.704804937E-009   0.000000000E+000
   0.96445726197047499E-008   0.705389913E-009   0.000000000E+000
   0.96599792852314348E-008   0.707147119E-009   0.000000000E+000
   0.96753859507581197E-008   0.708536507E-009   0.000000000E+000
   0.96907926162848046E-008   0.708440695E-009   0.000000000E+000
   0.97061992818114895E-008   0.707014225E-009   0.000000000E+000
   0.97216059473381744E-008   0.705482672E-009   0.000000000E+000
   0.97370126128648593E-008   0.705121794E-009   0.000000000E+000
   0.97524192783915442E-008   0.706212144E-009   0.000000000E+000
   0.97678259439182291E-008   0.707783110E-009   0.000000000E+000
   0.97832326094449140E-008   0.708471615E-009   0.000000000E+000
   0.97986392749715989E-008   0.707731318E-009   0.000000000E+000
   0.98140459404982838E-008   0.706267766E-009   0.000000000E+000
   0.98294526060249687E-008   0.705338954E-009   0.000000000E+000
   0.98448592715516536E-008   0.705672021E-009   0.000000000E+000
   0.98602659370783385E-008   0.706945502E-009   0.000000000E+000
   0.98756726026050234E-008   0.708074488E-009   0.000000000E+000
   0.98910792681317083E-008   0.708106962E-009   0.000000000E+000
   0.99064859336583933E-008   0.707052972E-009   0.000000000E+000
   0.99218925991850782E-008   0.705847492E-009   0.000000000E+000
   0.99372992647117631E-008   0.705518310E-009   0.000000000E+000
   0.99527059302384480E-008   0.706303405E-009   0.000000000E+000
   0.99681125957651329E-008   0.707485681E-009   0.000000000E+000
   0.99835192612918178E-008   0.708040515E-009   0.000000000E+000
   0.99989259268185027E-008   0.707547521E-009   0.000000000E+000
   0.10014332592345188E-007   0.706488090E-009   0.000000000E+000
   0.10029739257871872E-007   0.705760173E-009   0.000000000E+000
   0.10045145923398557E-007   0.705938696E-009   0.000000000E+000
   0.10060552588925242E-007   0.706853631E-009   0.000000000E+000
   0.10075959254451927E-007   0.707729930E-009   0.000000000E+000
   0.10091365919978612E-007   0.707815695E-009   0.000000000E+000
   0.10106772585505297E-007   0.707049919E-009   0.000000000E+000
   0.10122179251031982E-007   0.706124936E-009   0.000000000E+000
   0.10137585916558667E-007   0.705842107E-009   0.000000000E+000
   0.10152992582085352E-007   0.706402326E-009   0.000000000E+000
   0.10168399247612037E-007   0.707277070E-009   0.000000000E+000
   0.10183805913138722E-007   0.707721381E-009   0.000000000E+000
   0.10199212578665406E-007   0.707404579E-009   0.000000000E+000
   0.10214619244192091E-007   0.706632641E-009   0.000000000E+000
   0.10230025909718776E-007   0.706058489E-009   0.000000000E+000
   0.10245432575245461E-007   0.706139647E-009   0.000000000E+000
   0.10260839240772146E-007   0.706785630E-009   0.000000000E+000
   0.10276245906298831E-007   0.707451708E-009   0.000000000E+000
   0.10291652571825516E-007   0.707573777E-009   0.000000000E+000
   0.10307059237352201E-007   0.707055248E-009   0.000000000E+000
   0.10322465902878886E-007   0.706361358E-009   0.000000000E+000
   0.10337872568405571E-007   0.706090131E-009   0.000000000E+000
   0.10353279233932255E-007   0.706453340E-009   0.000000000E+000
   0.10368685899458940E-007   0.707107095E-009   0.000000000E+000
   0.10384092564985625E-007   0.707495007E-009   0.000000000E+000
   0.10399499230512310E-007   0.707311876E-009   0.000000000E+000
   0.10414905896038995E-007   0.706726899E-009   0.000000000E+000
   0.10430312561565680E-007   0.706249337E-009   0.000000000E+000
   0.10445719227092365E-007   0.706277925E-009   0.000000000E+000
   0.10461125892619050E-007   0.706764758E-009   0.000000000E+000
   0.10476532558145735E-007   0.707283287E-009   0.000000000E+000
   0.10491939223672420E-007   0.707393033E-009   0.000000000E+000
   0.10507345889199105E-007   0.707022108E-009   0.000000000E+000
   0.10522752554725789E-007   0.706504355E-009   0.000000000E+000
   0.10538159220252474E-007   0.706284142E-009   0.000000000E+000
   0.10553565885779159E-007   0.706527559E-009   0.000000000E+000
   0.10568972551305844E-007   0.706992742E-009   0.000000000E+000
   0.10584379216832529E-007   0.707291004E-009   0.000000000E+000
   0.10599785882359214E-007   0.707198300E-009   0.000000000E+000
   0.10615192547885899E-007   0.706799563E-009   0.000000000E+000
   0.10630599213412584E-007   0.706432524E-009   0.000000000E+000
   0.10646005878939269E-007   0.706410874E-009   0.000000000E+000
   0.10661412544465954E-007   0.706743164E-009   0.000000000E+000
   0.10676819209992638E-007   0.707129522E-009   0.000000000E+000
   0.10692225875519323E-007   0.707246983E-009   0.000000000E+000
   0.10707632541046008E-007   0.707012837E-009   0.000000000E+000
   0.10723039206572693E-007   0.706630310E-009   0.000000000E+000
   0.10738445872099378E-007   0.706424752E-009   0.000000000E+000
   0.10753852537626063E-007   0.706566139E-009   0.000000000E+000
   0.10769259203152748E-007   0.706922354E-009   0.000000000E+000
   0.10784665868679433E-007   0.707174264E-009   0.000000000E+000
   0.10800072534206118E-007   0.707119419E-009   0.000000000E+000
   0.10815479199732803E-007   0.706828873E-009   0.000000000E+000
   0.10830885865259487E-007   0.706549153E-009   0.000000000E+000
   0.10846292530786172E-007   0.706504355E-009   0.000000000E+000
   0.10861699196312857E-007   0.706726122E-009   0.000000000E+000
   0.10877105861839542E-007   0.707030601E-009   0.000000000E+000
   0.10892512527366227E-007   0.707149617E-009   0.000000000E+000
   0.10907919192892912E-007   0.706973424E-009   0.000000000E+000
   0.10923325858419597E-007   0.706672831E-009   0.000000000E+000
   0.10938732523946282E-007   0.706528336E-009   0.000000000E+000
   0.10954139189472967E-007   0.706649628E-009   0.000000000E+000
   0.10969545854999652E-007   0.706902314E-009   0.000000000E+000
   0.10984952520526337E-007   0.707070791E-009   0.000000000E+000
   0.11000359186053021E-007   0.707036041E-009   0.000000000E+000
   0.11015765851579706E-007   0.706827430E-009   0.000000000E+000
   0.11031172517106391E-007   0.706612602E-009   0.000000000E+000
   0.11046579182633076E-007   0.706578629E-009   0.000000000E+000
   0.11061985848159761E-007   0.706763315E-009   0.000000000E+000
   0.11077392513686446E-007   0.706984304E-009   0.000000000E+000
   0.11092799179213131E-007   0.707051528E-009   0.000000000E+000
   0.11108205844739816E-007   0.706941006E-009   0.000000000E+000
   0.11123612510266501E-007   0.706747827E-009   0.000000000E+000
   0.11139019175793186E-007   0.706610270E-009   0.000000000E+000
   0.11154425841319870E-007   0.706648906E-009   0.000000000E+000
   0.11169832506846555E-007   0.706852910E-009   0.000000000E+000
   0.11185239172373240E-007   0.707029102E-009   0.000000000E+000
   0.11200645837899925E-007   0.707005121E-009   0.000000000E+000
   0.11216052503426610E-007   0.706821990E-009   0.000000000E+000
   0.11231459168953295E-007   0.706667447E-009   0.000000000E+000
   0.11246865834479980E-007   0.706654291E-009   0.000000000E+000
   0.11262272500006665E-007   0.706765590E-009   0.000000000E+000
   0.11277679165533350E-007   0.706913195E-009   0.000000000E+000
   0.11293085831060035E-007   0.706991243E-009   0.000000000E+000
   0.11308492496586720E-007   0.706925574E-009   0.000000000E+000
   0.11323899162113404E-007   0.706770253E-009   0.000000000E+000
   0.11339305827640089E-007   0.706675995E-009   0.000000000E+000
   0.11354712493166774E-007   0.706722347E-009   0.000000000E+000
   0.11370119158693459E-007   0.706841363E-009   0.000000000E+000
   0.11385525824220144E-007   0.706925574E-009   0.000000000E+000
   0.11400932489746829E-007   0.706927905E-009   0.000000000E+000
   0.11416339155273514E-007   0.706851411E-009   0.000000000E+000
   0.11431745820800199E-007   0.706746328E-009   0.000000000E+000
   0.11447152486326884E-007   0.706703807E-009   0.000000000E+000
   0.11462559151853569E-007   0.706767922E-009   0.000000000E+000
   0.11477965817380253E-007   0.706876113E-009   0.000000000E+000
   0.11493372482906938E-007   0.706934844E-009   0.000000000E+000
   0.11508779148433623E-007   0.706893877E-009   0.000000000E+000
   0.11524185813960308E-007   0.706788017E-009   0.000000000E+000
   0.11539592479486993E-007   0.706715353E-009   0.000000000E+000
   0.11554999145013678E-007   0.706733894E-009   0.000000000E+000
   0.11570405810540363E-007   0.706815828E-009   0.000000000E+000
   0.11585812476067048E-007   0.706893877E-009   0.000000000E+000
   0.11601219141593733E-007   0.706921688E-009   0.000000000E+000
   0.11616625807120418E-007   0.706879943E-009   0.000000000E+000
   0.11632032472647102E-007   0.706789516E-009   0.000000000E+000
   0.11647439138173787E-007   0.706721515E-009   0.000000000E+000
   0.11662845803700472E-007   0.706748549E-009   0.000000000E+000
   0.11678252469227157E-007   0.706847469E-009   0.000000000E+000
   0.11693659134753842E-007   0.706916248E-009   0.000000000E+000
   0.11709065800280527E-007   0.706890768E-009   0.000000000E+000
   0.11724472465807212E-007   0.706808112E-009   0.000000000E+000
   0.11739879131333897E-007   0.706744774E-009   0.000000000E+000
   0.11755285796860582E-007   0.706744774E-009   0.000000000E+000
   0.11770692462387267E-007   0.706799619E-009   0.000000000E+000
   0.11786099127913952E-007   0.706874559E-009   0.000000000E+000
   0.11801505793440636E-007   0.706911640E-009   0.000000000E+000
   0.11816912458967321E-007   0.706878389E-009   0.000000000E+000
   0.11832319124494006E-007   0.706798009E-009   0.000000000E+000
   0.11847725790020691E-007   0.706744663E-009   0.000000000E+000
   0.11863132455547376E-007   0.706758596E-009   0.000000000E+000
   0.11878539121074061E-007   0.706825043E-009   0.000000000E+000
   0.11893945786600746E-007   0.706884551E-009   0.000000000E+000
   0.11909352452127431E-007   0.706885328E-009   0.000000000E+000
   0.11924759117654116E-007   0.706822711E-009   0.000000000E+000
   0.11940165783180801E-007   0.706761649E-009   0.000000000E+000
   0.11955572448707485E-007   0.706767034E-009   0.000000000E+000
   0.11970979114234170E-007   0.706818049E-009   0.000000000E+000
   0.11986385779760855E-007   0.706857461E-009   0.000000000E+000
   0.12001792445287540E-007   0.706866732E-009   0.000000000E+000
   0.12017199110814225E-007   0.706858239E-009   0.000000000E+000
   0.12032605776340910E-007   0.706818049E-009   0.000000000E+000
   0.12048012441867595E-007   0.706757763E-009   0.000000000E+000
   0.12063419107394280E-007   0.706750047E-009   0.000000000E+000
   0.12078825772920965E-007   0.706828096E-009   0.000000000E+000
   0.12094232438447650E-007   0.706898429E-009   0.000000000E+000
   0.12109639103974335E-007   0.706880665E-009   0.000000000E+000
   0.12125045769501019E-007   0.706821934E-009   0.000000000E+000
   0.12140452435027704E-007   0.706791792E-009   0.000000000E+000
   0.12155859100554389E-007   0.706785630E-009   0.000000000E+000
   0.12171265766081074E-007   0.706786407E-009   0.000000000E+000
   0.12186672431607759E-007   0.706815773E-009   0.000000000E+000
   0.12202079097134444E-007   0.706861347E-009   0.000000000E+000
   0.12217485762661129E-007   0.706866732E-009   0.000000000E+000
   0.12232892428187814E-007   0.706815717E-009   0.000000000E+000
   0.12248299093714499E-007   0.706773973E-009   0.000000000E+000
   0.12263705759241184E-007   0.706792513E-009   0.000000000E+000
   0.12279112424767868E-007   0.706840420E-009   0.000000000E+000
   0.12294519090294553E-007   0.706860515E-009   0.000000000E+000
   0.12309925755821238E-007   0.706838088E-009   0.000000000E+000
   0.12325332421347923E-007   0.706806391E-009   0.000000000E+000
   0.12340739086874608E-007   0.706787073E-009   0.000000000E+000
   0.12356145752401293E-007   0.706790182E-009   0.000000000E+000
   0.12371552417927978E-007   0.706814163E-009   0.000000000E+000
   0.12386959083454663E-007   0.706849690E-009   0.000000000E+000
   0.12402365748981348E-007   0.706867453E-009   0.000000000E+000
   0.12417772414508033E-007   0.706849690E-009   0.000000000E+000
   0.12433179080034718E-007   0.706810277E-009   0.000000000E+000
   0.12448585745561402E-007   0.706779357E-009   0.000000000E+000
   0.12463992411088087E-007   0.706782466E-009   0.000000000E+000
   0.12479399076614772E-007   0.706817216E-009   0.000000000E+000
   0.12494805742141457E-007   0.706856629E-009   0.000000000E+000
   0.12510212407668142E-007   0.706862013E-009   0.000000000E+000
   0.12525619073194827E-007   0.706826486E-009   0.000000000E+000
   0.12541025738721512E-007   0.706780912E-009   0.000000000E+000
   0.12556432404248197E-007   0.706778580E-009   0.000000000E+000
   0.12571839069774882E-007   0.706817216E-009   0.000000000E+000
   0.12587245735301567E-007   0.706845804E-009   0.000000000E+000
   0.12602652400828251E-007   0.706849690E-009   0.000000000E+000
   0.12618059066354936E-007   0.706846581E-009   0.000000000E+000
   0.12633465731881621E-007   0.706830372E-009   0.000000000E+000
   0.12648872397408306E-007   0.706794845E-009   0.000000000E+000
   0.12664279062934991E-007   0.706779413E-009   0.000000000E+000
   0.12679685728461676E-007   0.706802616E-009   0.000000000E+000
   0.12695092393988361E-007   0.706837366E-009   0.000000000E+000
   0.12710499059515046E-007   0.706857461E-009   0.000000000E+000
   0.12725905725041731E-007   0.706852799E-009   0.000000000E+000
   0.12741312390568416E-007   0.706816494E-009   0.000000000E+000
   0.12756719056095100E-007   0.706784020E-009   0.000000000E+000
   0.12772125721621785E-007   0.706799452E-009   0.000000000E+000
   0.12787532387148470E-007   0.706838088E-009   0.000000000E+000
   0.12802939052675155E-007   0.706849690E-009   0.000000000E+000
   0.12818345718201840E-007   0.706838088E-009   0.000000000E+000
   0.12833752383728525E-007   0.706832703E-009   0.000000000E+000
   0.12849159049255210E-007   0.706821879E-009   0.000000000E+000
   0.12864565714781895E-007   0.706801784E-009   0.000000000E+000
   0.12879972380308580E-007   0.706804892E-009   0.000000000E+000
   0.12895379045835265E-007   0.706829595E-009   0.000000000E+000
   0.12910785711361950E-007   0.706838865E-009   0.000000000E+000
   0.12926192376888634E-007   0.706822656E-009   0.000000000E+000
   0.12941599042415319E-007   0.706814940E-009   0.000000000E+000
   0.12957005707942004E-007   0.706817271E-009   0.000000000E+000
   0.12972412373468689E-007   0.706815717E-009   0.000000000E+000
   0.12987819038995374E-007   0.706823433E-009   0.000000000E+000
   0.13003225704522059E-007   0.706848136E-009   0.000000000E+000
   0.13018632370048744E-007   0.706845027E-009   0.000000000E+000
   0.13034039035575429E-007   0.706804060E-009   0.000000000E+000
   0.13049445701102114E-007   0.706787073E-009   0.000000000E+000
   0.13064852366628799E-007   0.706820324E-009   0.000000000E+000
   0.13080259032155483E-007   0.706847358E-009   0.000000000E+000
   0.13095665697682168E-007   0.706834979E-009   0.000000000E+000
   0.13111072363208853E-007   0.706823378E-009   0.000000000E+000
   0.13126479028735538E-007   0.706834202E-009   0.000000000E+000
   0.13141885694262223E-007   0.706831094E-009   0.000000000E+000
   0.13157292359788908E-007   0.706811776E-009   0.000000000E+000
   0.13172699025315593E-007   0.706811776E-009   0.000000000E+000
   0.13188105690842278E-007   0.706823378E-009   0.000000000E+000
   0.13203512356368963E-007   0.706821046E-009   0.000000000E+000
   0.13218919021895648E-007   0.706818715E-009   0.000000000E+000
   0.13234325687422333E-007   0.706831871E-009   0.000000000E+000
   0.13249732352949017E-007   0.706830316E-009   0.000000000E+000
   0.13265139018475702E-007   0.706813330E-009   0.000000000E+000
   0.13280545684002387E-007   0.706810999E-009   0.000000000E+000
   0.13295952349529072E-007   0.706831094E-009   0.000000000E+000
   0.13311359015055757E-007   0.706838033E-009   0.000000000E+000
   0.13326765680582442E-007   0.706821046E-009   0.000000000E+000
   0.13342172346109127E-007   0.706811776E-009   0.000000000E+000
   0.13357579011635812E-007   0.706819492E-009   0.000000000E+000
   0.13372985677162497E-007   0.706822600E-009   0.000000000E+000
   0.13388392342689182E-007   0.706830316E-009   0.000000000E+000
   0.13403799008215866E-007   0.706844250E-009   0.000000000E+000
   0.13419205673742551E-007   0.706838865E-009   0.000000000E+000
   0.13434612339269236E-007   0.706804115E-009   0.000000000E+000
   0.13450019004795921E-007   0.706794845E-009   0.000000000E+000
   0.13465425670322606E-007   0.706818826E-009   0.000000000E+000
   0.13480832335849291E-007   0.706827319E-009   0.000000000E+000
   0.13496239001375976E-007   0.706817271E-009   0.000000000E+000
   0.13511645666902661E-007   0.706832703E-009   0.000000000E+000
   0.13527052332429346E-007   0.706851244E-009   0.000000000E+000
   0.13542458997956031E-007   0.706818770E-009   0.000000000E+000
   0.13557865663482715E-007   0.706780134E-009   0.000000000E+000
   0.13573272329009400E-007   0.706801784E-009   0.000000000E+000
   0.13588678994536085E-007   0.706846581E-009   0.000000000E+000
   0.13604085660062770E-007   0.706850467E-009   0.000000000E+000
   0.13619492325589455E-007   0.706824987E-009   0.000000000E+000
   0.13634898991116140E-007   0.706814163E-009   0.000000000E+000
   0.13650305656642825E-007   0.706808778E-009   0.000000000E+000
   0.13665712322169510E-007   0.706802616E-009   0.000000000E+000
   0.13681118987696195E-007   0.706819603E-009   0.000000000E+000
   0.13696525653222880E-007   0.706845082E-009   0.000000000E+000
   0.13711932318749565E-007   0.706832703E-009   0.000000000E+000
   0.13727338984276249E-007   0.706801007E-009   0.000000000E+000
   0.13742745649802934E-007   0.706810277E-009   0.000000000E+000
