t              pw-in-box.fdtd_inbox_Ex_3_3_3.dat       incid
   0.67943394972680426E-008  -0.115789291E-006   0.000000000E+000
   0.68097461627947276E-008  -0.115920855E-006   0.000000000E+000
   0.68251528283214125E-008  -0.115921466E-006   0.000000000E+000
   0.68405594938480974E-008  -0.115796617E-006   0.000000000E+000
   0.68559661593747823E-008  -0.115655929E-006   0.000000000E+000
   0.68713728249014672E-008  -0.115617652E-006   0.000000000E+000
   0.68867794904281521E-008  -0.115709661E-006   0.000000000E+000
   0.69021861559548370E-008  -0.115849467E-006   0.000000000E+000
   0.69175928214815219E-008  -0.115917665E-006   0.000000000E+000
   0.69329994870082068E-008  -0.115859912E-006   0.000000000E+000
   0.69484061525348917E-008  -0.115730266E-006   0.000000000E+000
   0.69638128180615766E-008  -0.115640908E-006   0.000000000E+000
   0.69792194835882615E-008  -0.115664889E-006   0.000000000E+000
   0.69946261491149464E-008  -0.115776672E-006   0.000000000E+000
   0.70100328146416313E-008  -0.115878620E-006   0.000000000E+000
   0.70254394801683162E-008  -0.115886230E-006   0.000000000E+000
   0.70408461456950011E-008  -0.115797526E-006   0.000000000E+000
   0.70562528112216860E-008  -0.115690696E-006   0.000000000E+000
   0.70716594767483709E-008  -0.115655723E-006   0.000000000E+000
   0.70870661422750558E-008  -0.115718954E-006   0.000000000E+000
   0.71024728078017407E-008  -0.115823433E-006   0.000000000E+000
   0.71178794733284256E-008  -0.115879715E-006   0.000000000E+000
   0.71332861388551105E-008  -0.115842397E-006   0.000000000E+000
   0.71486928043817954E-008  -0.115746950E-006   0.000000000E+000
   0.71640994699084803E-008  -0.115676215E-006   0.000000000E+000
   0.71795061354351652E-008  -0.115688444E-006   0.000000000E+000
   0.71949128009618502E-008  -0.115769360E-006   0.000000000E+000
   0.72103194664885351E-008  -0.115847968E-006   0.000000000E+000
   0.72257261320152200E-008  -0.115858832E-006   0.000000000E+000
   0.72411327975419049E-008  -0.115796176E-006   0.000000000E+000
   0.72565394630685898E-008  -0.115715508E-006   0.000000000E+000
   0.72719461285952747E-008  -0.115684770E-006   0.000000000E+000
   0.72873527941219596E-008  -0.115727659E-006   0.000000000E+000
   0.73027594596486445E-008  -0.115805427E-006   0.000000000E+000
   0.73181661251753294E-008  -0.115851307E-006   0.000000000E+000
   0.73335727907020143E-008  -0.115827937E-006   0.000000000E+000
   0.73489794562286992E-008  -0.115757949E-006   0.000000000E+000
   0.73643861217553841E-008  -0.115702299E-006   0.000000000E+000
   0.73797927872820690E-008  -0.115707053E-006   0.000000000E+000
   0.73951994528087539E-008  -0.115765374E-006   0.000000000E+000
   0.74106061183354388E-008  -0.115825834E-006   0.000000000E+000
   0.74260127838621237E-008  -0.115837807E-006   0.000000000E+000
   0.74414194493888086E-008  -0.115793696E-006   0.000000000E+000
   0.74568261149154935E-008  -0.115732959E-006   0.000000000E+000
   0.74722327804421784E-008  -0.115706861E-006   0.000000000E+000
   0.74876394459688633E-008  -0.115735595E-006   0.000000000E+000
   0.75030461114955482E-008  -0.115792993E-006   0.000000000E+000
   0.75184527770222331E-008  -0.115829906E-006   0.000000000E+000
   0.75338594425489180E-008  -0.115816079E-006   0.000000000E+000
   0.75492661080756029E-008  -0.115765104E-006   0.000000000E+000
   0.75646727736022878E-008  -0.115721491E-006   0.000000000E+000
   0.75800794391289728E-008  -0.115721669E-006   0.000000000E+000
   0.75954861046556577E-008  -0.115763484E-006   0.000000000E+000
   0.76108927701823426E-008  -0.115809840E-006   0.000000000E+000
   0.76262994357090275E-008  -0.115821692E-006   0.000000000E+000
   0.76417061012357124E-008  -0.115790833E-006   0.000000000E+000
   0.76571127667623973E-008  -0.115745124E-006   0.000000000E+000
   0.76725194322890822E-008  -0.115723353E-006   0.000000000E+000
   0.76879260978157671E-008  -0.115742502E-006   0.000000000E+000
   0.77033327633424520E-008  -0.115784808E-006   0.000000000E+000
   0.77187394288691369E-008  -0.115814061E-006   0.000000000E+000
   0.77341460943958218E-008  -0.115806316E-006   0.000000000E+000
   0.77495527599225067E-008  -0.115769453E-006   0.000000000E+000
   0.77649594254491916E-008  -0.115735602E-006   0.000000000E+000
   0.77803660909758765E-008  -0.115733201E-006   0.000000000E+000
   0.77957727565025614E-008  -0.115762937E-006   0.000000000E+000
   0.78111794220292463E-008  -0.115798287E-006   0.000000000E+000
   0.78265860875559312E-008  -0.115809293E-006   0.000000000E+000
   0.78419927530826161E-008  -0.115787977E-006   0.000000000E+000
   0.78573994186093010E-008  -0.115753693E-006   0.000000000E+000
   0.78728060841359859E-008  -0.115735673E-006   0.000000000E+000
   0.78882127496626708E-008  -0.115748179E-006   0.000000000E+000
   0.79036194151893557E-008  -0.115779365E-006   0.000000000E+000
   0.79190260807160406E-008  -0.115802386E-006   0.000000000E+000
   0.79344327462427255E-008  -0.115798436E-006   0.000000000E+000
   0.79498394117694104E-008  -0.115771932E-006   0.000000000E+000
   0.79652460772960954E-008  -0.115745912E-006   0.000000000E+000
   0.79806527428227803E-008  -0.115742175E-006   0.000000000E+000
   0.79960594083494652E-008  -0.115763072E-006   0.000000000E+000
   0.80114660738761501E-008  -0.115790009E-006   0.000000000E+000
   0.80268727394028350E-008  -0.115799949E-006   0.000000000E+000
   0.80422794049295199E-008  -0.115785333E-006   0.000000000E+000
   0.80576860704562048E-008  -0.115759626E-006   0.000000000E+000
   0.80730927359828897E-008  -0.115744911E-006   0.000000000E+000
   0.80884994015095746E-008  -0.115752918E-006   0.000000000E+000
   0.81039060670362595E-008  -0.115775833E-006   0.000000000E+000
   0.81193127325629444E-008  -0.115793895E-006   0.000000000E+000
   0.81347193980896293E-008  -0.115792261E-006   0.000000000E+000
   0.81501260636163142E-008  -0.115773169E-006   0.000000000E+000
   0.81655327291429991E-008  -0.115753302E-006   0.000000000E+000
   0.81809393946696840E-008  -0.115749252E-006   0.000000000E+000
   0.81963460601963689E-008  -0.115763832E-006   0.000000000E+000
   0.82117527257230538E-008  -0.115784061E-006   0.000000000E+000
   0.82271593912497387E-008  -0.115792723E-006   0.000000000E+000
   0.82425660567764236E-008  -0.115782925E-006   0.000000000E+000
   0.82579727223031085E-008  -0.115763733E-006   0.000000000E+000
   0.82733793878297934E-008  -0.115751796E-006   0.000000000E+000
   0.82887860533564783E-008  -0.115756770E-006   0.000000000E+000
   0.83041927188831632E-008  -0.115773574E-006   0.000000000E+000
   0.83195993844098481E-008  -0.115787586E-006   0.000000000E+000
   0.83350060499365330E-008  -0.115787344E-006   0.000000000E+000
   0.83504127154632179E-008  -0.115773737E-006   0.000000000E+000
   0.83658193809899029E-008  -0.115758631E-006   0.000000000E+000
   0.83812260465165878E-008  -0.115754659E-006   0.000000000E+000
   0.83966327120432727E-008  -0.115764749E-006   0.000000000E+000
   0.84120393775699576E-008  -0.115779905E-006   0.000000000E+000
   0.84274460430966425E-008  -0.115787188E-006   0.000000000E+000
   0.84428527086233274E-008  -0.115780757E-006   0.000000000E+000
   0.84582593741500123E-008  -0.115766596E-006   0.000000000E+000
   0.84736660396766972E-008  -0.115757004E-006   0.000000000E+000
   0.84890727052033821E-008  -0.115759811E-006   0.000000000E+000
   0.85044793707300670E-008  -0.115772025E-006   0.000000000E+000
   0.85198860362567519E-008  -0.115783031E-006   0.000000000E+000
   0.85352927017834368E-008  -0.115783678E-006   0.000000000E+000
   0.85506993673101217E-008  -0.115773908E-006   0.000000000E+000
   0.85661060328368066E-008  -0.115762347E-006   0.000000000E+000
   0.85815126983634915E-008  -0.115758723E-006   0.000000000E+000
   0.85969193638901764E-008  -0.115765722E-006   0.000000000E+000
   0.86123260294168613E-008  -0.115777020E-006   0.000000000E+000
   0.86277326949435462E-008  -0.115783003E-006   0.000000000E+000
   0.86431393604702311E-008  -0.115778839E-006   0.000000000E+000
   0.86585460259969160E-008  -0.115768458E-006   0.000000000E+000
   0.86739526915236009E-008  -0.115760891E-006   0.000000000E+000
   0.86893593570502858E-008  -0.115762361E-006   0.000000000E+000
   0.87047660225769707E-008  -0.115771229E-006   0.000000000E+000
   0.87201726881036556E-008  -0.115779649E-006   0.000000000E+000
   0.87355793536303405E-008  -0.115780630E-006   0.000000000E+000
   0.87509860191570255E-008  -0.115773759E-006   0.000000000E+000
   0.87663926846837104E-008  -0.115765097E-006   0.000000000E+000
   0.87817993502103953E-008  -0.115761928E-006   0.000000000E+000
   0.87972060157370802E-008  -0.115766653E-006   0.000000000E+000
   0.88126126812637651E-008  -0.115775030E-006   0.000000000E+000
   0.88280193467904500E-008  -0.115779919E-006   0.000000000E+000
   0.88434260123171349E-008  -0.115777304E-006   0.000000000E+000
   0.88588326778438198E-008  -0.115769673E-006   0.000000000E+000
   0.88742393433705047E-008  -0.115763655E-006   0.000000000E+000
   0.88896460088971896E-008  -0.115764280E-006   0.000000000E+000
   0.89050526744238745E-008  -0.115770717E-006   0.000000000E+000
   0.89204593399505594E-008  -0.115777276E-006   0.000000000E+000
   0.89358660054772443E-008  -0.115778434E-006   0.000000000E+000
   0.89512726710039292E-008  -0.115773517E-006   0.000000000E+000
   0.89666793365306141E-008  -0.115766959E-006   0.000000000E+000
   0.89820860020572990E-008  -0.115764280E-006   0.000000000E+000
   0.89974926675839839E-008  -0.115767470E-006   0.000000000E+000
   0.90128993331106688E-008  -0.115773645E-006   0.000000000E+000
   0.90283059986373537E-008  -0.115777539E-006   0.000000000E+000
   0.90437126641640386E-008  -0.115775975E-006   0.000000000E+000
   0.90591193296907235E-008  -0.115770490E-006   0.000000000E+000
   0.90745259952174084E-008  -0.115765822E-006   0.000000000E+000
   0.90899326607440933E-008  -0.115765857E-006   0.000000000E+000
   0.91053393262707782E-008  -0.115770426E-006   0.000000000E+000
   0.91207459917974631E-008  -0.115775478E-006   0.000000000E+000
   0.91361526573241481E-008  -0.115776714E-006   0.000000000E+000
   0.91515593228508330E-008  -0.115773311E-006   0.000000000E+000
   0.91669659883775179E-008  -0.115768309E-006   0.000000000E+000
   0.91823726539042028E-008  -0.115765971E-006   0.000000000E+000
   0.91977793194308877E-008  -0.115768145E-006   0.000000000E+000
   0.92131859849575726E-008  -0.115772771E-006   0.000000000E+000
   0.92285926504842575E-008  -0.115775926E-006   0.000000000E+000
   0.92439993160109424E-008  -0.115775030E-006   0.000000000E+000
   0.92594059815376273E-008  -0.115770980E-006   0.000000000E+000
   0.92748126470643122E-008  -0.115767271E-006   0.000000000E+000
   0.92902193125909971E-008  -0.115767087E-006   0.000000000E+000
   0.93056259781176820E-008  -0.115770419E-006   0.000000000E+000
   0.93210326436443669E-008  -0.115774213E-006   0.000000000E+000
   0.93364393091710518E-008  -0.115775286E-006   0.000000000E+000
   0.93518459746977367E-008  -0.115772998E-006   0.000000000E+000
   0.93672526402244216E-008  -0.115769367E-006   0.000000000E+000
   0.93826593057511065E-008  -0.115767371E-006   0.000000000E+000
   0.93980659712777914E-008  -0.115768692E-006   0.000000000E+000
   0.94134726368044763E-008  -0.115772146E-006   0.000000000E+000
   0.94288793023311612E-008  -0.115774689E-006   0.000000000E+000
   0.94442859678578461E-008  -0.115774171E-006   0.000000000E+000
   0.94596926333845310E-008  -0.115771250E-006   0.000000000E+000
   0.94750992989112159E-008  -0.115768501E-006   0.000000000E+000
   0.94905059644379008E-008  -0.115768124E-006   0.000000000E+000
   0.95059126299645857E-008  -0.115770362E-006   0.000000000E+000
   0.95213192954912707E-008  -0.115773283E-006   0.000000000E+000
   0.95367259610179556E-008  -0.115774377E-006   0.000000000E+000
   0.95521326265446405E-008  -0.115772757E-006   0.000000000E+000
   0.95675392920713254E-008  -0.115769950E-006   0.000000000E+000
   0.95829459575980103E-008  -0.115768401E-006   0.000000000E+000
   0.95983526231246952E-008  -0.115769261E-006   0.000000000E+000
   0.96137592886513801E-008  -0.115771734E-006   0.000000000E+000
   0.96291659541780650E-008  -0.115773737E-006   0.000000000E+000
   0.96445726197047499E-008  -0.115773574E-006   0.000000000E+000
   0.96599792852314348E-008  -0.115771400E-006   0.000000000E+000
   0.96753859507581197E-008  -0.115769183E-006   0.000000000E+000
   0.96907926162848046E-008  -0.115768856E-006   0.000000000E+000
   0.97061992818114895E-008  -0.115770540E-006   0.000000000E+000
   0.97216059473381744E-008  -0.115772679E-006   0.000000000E+000
   0.97370126128648593E-008  -0.115773524E-006   0.000000000E+000
   0.97524192783915442E-008  -0.115772494E-006   0.000000000E+000
   0.97678259439182291E-008  -0.115770462E-006   0.000000000E+000
   0.97832326094449140E-008  -0.115769140E-006   0.000000000E+000
   0.97986392749715989E-008  -0.115769659E-006   0.000000000E+000
   0.98140459404982838E-008  -0.115771499E-006   0.000000000E+000
   0.98294526060249687E-008  -0.115773034E-006   0.000000000E+000
   0.98448592715516536E-008  -0.115773013E-006   0.000000000E+000
   0.98602659370783385E-008  -0.115771506E-006   0.000000000E+000
   0.98756726026050234E-008  -0.115769829E-006   0.000000000E+000
   0.98910792681317083E-008  -0.115769438E-006   0.000000000E+000
   0.99064859336583933E-008  -0.115770575E-006   0.000000000E+000
   0.99218925991850782E-008  -0.115772217E-006   0.000000000E+000
   0.99372992647117631E-008  -0.115772977E-006   0.000000000E+000
   0.99527059302384480E-008  -0.115772266E-006   0.000000000E+000
   0.99681125957651329E-008  -0.115770717E-006   0.000000000E+000
   0.99835192612918178E-008  -0.115769680E-006   0.000000000E+000
   0.99989259268185027E-008  -0.115769986E-006   0.000000000E+000
   0.10014332592345188E-007  -0.115771329E-006   0.000000000E+000
   0.10029739257871872E-007  -0.115772494E-006   0.000000000E+000
   0.10045145923398557E-007  -0.115772558E-006   0.000000000E+000
   0.10060552588925242E-007  -0.115771535E-006   0.000000000E+000
   0.10075959254451927E-007  -0.115770298E-006   0.000000000E+000
   0.10091365919978612E-007  -0.115769893E-006   0.000000000E+000
   0.10106772585505297E-007  -0.115770618E-006   0.000000000E+000
   0.10122179251031982E-007  -0.115771833E-006   0.000000000E+000
   0.10137585916558667E-007  -0.115772508E-006   0.000000000E+000
   0.10152992582085352E-007  -0.115772089E-006   0.000000000E+000
   0.10168399247612037E-007  -0.115770938E-006   0.000000000E+000
   0.10183805913138722E-007  -0.115770071E-006   0.000000000E+000
   0.10199212578665406E-007  -0.115770227E-006   0.000000000E+000
   0.10214619244192091E-007  -0.115771215E-006   0.000000000E+000
   0.10230025909718776E-007  -0.115772139E-006   0.000000000E+000
   0.10245432575245461E-007  -0.115772245E-006   0.000000000E+000
   0.10260839240772146E-007  -0.115771506E-006   0.000000000E+000
   0.10276245906298831E-007  -0.115770561E-006   0.000000000E+000
   0.10291652571825516E-007  -0.115770206E-006   0.000000000E+000
   0.10307059237352201E-007  -0.115770710E-006   0.000000000E+000
   0.10322465902878886E-007  -0.115771627E-006   0.000000000E+000
   0.10337872568405571E-007  -0.115772195E-006   0.000000000E+000
   0.10353279233932255E-007  -0.115771918E-006   0.000000000E+000
   0.10368685899458940E-007  -0.115771066E-006   0.000000000E+000
   0.10384092564985625E-007  -0.115770398E-006   0.000000000E+000
   0.10399499230512310E-007  -0.115770469E-006   0.000000000E+000
   0.10414905896038995E-007  -0.115771172E-006   0.000000000E+000
   0.10430312561565680E-007  -0.115771883E-006   0.000000000E+000
   0.10445719227092365E-007  -0.115771996E-006   0.000000000E+000
   0.10461125892619050E-007  -0.115771499E-006   0.000000000E+000
   0.10476532558145735E-007  -0.115770824E-006   0.000000000E+000
   0.10491939223672420E-007  -0.115770490E-006   0.000000000E+000
   0.10507345889199105E-007  -0.115770789E-006   0.000000000E+000
   0.10522752554725789E-007  -0.115771492E-006   0.000000000E+000
   0.10538159220252474E-007  -0.115771968E-006   0.000000000E+000
   0.10553565885779159E-007  -0.115771783E-006   0.000000000E+000
   0.10568972551305844E-007  -0.115771137E-006   0.000000000E+000
   0.10584379216832529E-007  -0.115770661E-006   0.000000000E+000
   0.10599785882359214E-007  -0.115770689E-006   0.000000000E+000
   0.10615192547885899E-007  -0.115771130E-006   0.000000000E+000
   0.10630599213412584E-007  -0.115771655E-006   0.000000000E+000
   0.10646005878939269E-007  -0.115771797E-006   0.000000000E+000
   0.10661412544465954E-007  -0.115771492E-006   0.000000000E+000
   0.10676819209992638E-007  -0.115770987E-006   0.000000000E+000
   0.10692225875519323E-007  -0.115770668E-006   0.000000000E+000
   0.10707632541046008E-007  -0.115770838E-006   0.000000000E+000
   0.10723039206572693E-007  -0.115771392E-006   0.000000000E+000
   0.10738445872099378E-007  -0.115771805E-006   0.000000000E+000
   0.10753852537626063E-007  -0.115771684E-006   0.000000000E+000
   0.10769259203152748E-007  -0.115771179E-006   0.000000000E+000
   0.10784665868679433E-007  -0.115770803E-006   0.000000000E+000
   0.10800072534206118E-007  -0.115770852E-006   0.000000000E+000
   0.10815479199732803E-007  -0.115771222E-006   0.000000000E+000
   0.10830885865259487E-007  -0.115771563E-006   0.000000000E+000
   0.10846292530786172E-007  -0.115771634E-006   0.000000000E+000
   0.10861699196312857E-007  -0.115771442E-006   0.000000000E+000
   0.10877105861839542E-007  -0.115771122E-006   0.000000000E+000
   0.10892512527366227E-007  -0.115770860E-006   0.000000000E+000
   0.10907919192892912E-007  -0.115770902E-006   0.000000000E+000
   0.10923325858419597E-007  -0.115771265E-006   0.000000000E+000
   0.10938732523946282E-007  -0.115771641E-006   0.000000000E+000
   0.10954139189472967E-007  -0.115771641E-006   0.000000000E+000
   0.10969545854999652E-007  -0.115771257E-006   0.000000000E+000
   0.10984952520526337E-007  -0.115770902E-006   0.000000000E+000
   0.11000359186053021E-007  -0.115770916E-006   0.000000000E+000
   0.11015765851579706E-007  -0.115771165E-006   0.000000000E+000
   0.11031172517106391E-007  -0.115771421E-006   0.000000000E+000
   0.11046579182633076E-007  -0.115771542E-006   0.000000000E+000
   0.11061985848159761E-007  -0.115771428E-006   0.000000000E+000
   0.11077392513686446E-007  -0.115771130E-006   0.000000000E+000
   0.11092799179213131E-007  -0.115770938E-006   0.000000000E+000
   0.11108205844739816E-007  -0.115771023E-006   0.000000000E+000
   0.11123612510266501E-007  -0.115771293E-006   0.000000000E+000
   0.11139019175793186E-007  -0.115771492E-006   0.000000000E+000
   0.11154425841319870E-007  -0.115771485E-006   0.000000000E+000
   0.11169832506846555E-007  -0.115771300E-006   0.000000000E+000
   0.11185239172373240E-007  -0.115771080E-006   0.000000000E+000
   0.11200645837899925E-007  -0.115770995E-006   0.000000000E+000
   0.11216052503426610E-007  -0.115771130E-006   0.000000000E+000
   0.11231459168953295E-007  -0.115771378E-006   0.000000000E+000
   0.11246865834479980E-007  -0.115771485E-006   0.000000000E+000
   0.11262272500006665E-007  -0.115771392E-006   0.000000000E+000
   0.11277679165533350E-007  -0.115771215E-006   0.000000000E+000
   0.11293085831060035E-007  -0.115771066E-006   0.000000000E+000
   0.11308492496586720E-007  -0.115771066E-006   0.000000000E+000
   0.11323899162113404E-007  -0.115771243E-006   0.000000000E+000
   0.11339305827640089E-007  -0.115771442E-006   0.000000000E+000
   0.11354712493166774E-007  -0.115771492E-006   0.000000000E+000
   0.11370119158693459E-007  -0.115771321E-006   0.000000000E+000
   0.11385525824220144E-007  -0.115771101E-006   0.000000000E+000
   0.11400932489746829E-007  -0.115771023E-006   0.000000000E+000
   0.11416339155273514E-007  -0.115771151E-006   0.000000000E+000
   0.11431745820800199E-007  -0.115771364E-006   0.000000000E+000
   0.11447152486326884E-007  -0.115771527E-006   0.000000000E+000
   0.11462559151853569E-007  -0.115771421E-006   0.000000000E+000
   0.11477965817380253E-007  -0.115771201E-006   0.000000000E+000
   0.11493372482906938E-007  -0.115771059E-006   0.000000000E+000
   0.11508779148433623E-007  -0.115771115E-006   0.000000000E+000
   0.11524185813960308E-007  -0.115771293E-006   0.000000000E+000
   0.11539592479486993E-007  -0.115771435E-006   0.000000000E+000
   0.11554999145013678E-007  -0.115771449E-006   0.000000000E+000
   0.11570405810540363E-007  -0.115771300E-006   0.000000000E+000
   0.11585812476067048E-007  -0.115771122E-006   0.000000000E+000
   0.11601219141593733E-007  -0.115771094E-006   0.000000000E+000
   0.11616625807120418E-007  -0.115771201E-006   0.000000000E+000
   0.11632032472647102E-007  -0.115771357E-006   0.000000000E+000
   0.11647439138173787E-007  -0.115771414E-006   0.000000000E+000
   0.11662845803700472E-007  -0.115771371E-006   0.000000000E+000
   0.11678252469227157E-007  -0.115771236E-006   0.000000000E+000
   0.11693659134753842E-007  -0.115771115E-006   0.000000000E+000
   0.11709065800280527E-007  -0.115771137E-006   0.000000000E+000
   0.11724472465807212E-007  -0.115771265E-006   0.000000000E+000
   0.11739879131333897E-007  -0.115771357E-006   0.000000000E+000
   0.11755285796860582E-007  -0.115771343E-006   0.000000000E+000
   0.11770692462387267E-007  -0.115771279E-006   0.000000000E+000
   0.11786099127913952E-007  -0.115771215E-006   0.000000000E+000
   0.11801505793440636E-007  -0.115771194E-006   0.000000000E+000
   0.11816912458967321E-007  -0.115771208E-006   0.000000000E+000
   0.11832319124494006E-007  -0.115771300E-006   0.000000000E+000
   0.11847725790020691E-007  -0.115771400E-006   0.000000000E+000
   0.11863132455547376E-007  -0.115771364E-006   0.000000000E+000
   0.11878539121074061E-007  -0.115771243E-006   0.000000000E+000
   0.11893945786600746E-007  -0.115771194E-006   0.000000000E+000
   0.11909352452127431E-007  -0.115771194E-006   0.000000000E+000
   0.11924759117654116E-007  -0.115771222E-006   0.000000000E+000
   0.11940165783180801E-007  -0.115771321E-006   0.000000000E+000
   0.11955572448707485E-007  -0.115771407E-006   0.000000000E+000
   0.11970979114234170E-007  -0.115771336E-006   0.000000000E+000
   0.11986385779760855E-007  -0.115771186E-006   0.000000000E+000
   0.12001792445287540E-007  -0.115771172E-006   0.000000000E+000
   0.12017199110814225E-007  -0.115771286E-006   0.000000000E+000
   0.12032605776340910E-007  -0.115771321E-006   0.000000000E+000
   0.12048012441867595E-007  -0.115771286E-006   0.000000000E+000
   0.12063419107394280E-007  -0.115771293E-006   0.000000000E+000
   0.12078825772920965E-007  -0.115771286E-006   0.000000000E+000
   0.12094232438447650E-007  -0.115771215E-006   0.000000000E+000
   0.12109639103974335E-007  -0.115771158E-006   0.000000000E+000
   0.12125045769501019E-007  -0.115771250E-006   0.000000000E+000
   0.12140452435027704E-007  -0.115771385E-006   0.000000000E+000
   0.12155859100554389E-007  -0.115771392E-006   0.000000000E+000
   0.12171265766081074E-007  -0.115771286E-006   0.000000000E+000
   0.12186672431607759E-007  -0.115771194E-006   0.000000000E+000
   0.12202079097134444E-007  -0.115771179E-006   0.000000000E+000
   0.12217485762661129E-007  -0.115771236E-006   0.000000000E+000
   0.12232892428187814E-007  -0.115771300E-006   0.000000000E+000
   0.12248299093714499E-007  -0.115771350E-006   0.000000000E+000
   0.12263705759241184E-007  -0.115771343E-006   0.000000000E+000
   0.12279112424767868E-007  -0.115771272E-006   0.000000000E+000
   0.12294519090294553E-007  -0.115771194E-006   0.000000000E+000
   0.12309925755821238E-007  -0.115771172E-006   0.000000000E+000
   0.12325332421347923E-007  -0.115771236E-006   0.000000000E+000
   0.12340739086874608E-007  -0.115771307E-006   0.000000000E+000
   0.12356145752401293E-007  -0.115771307E-006   0.000000000E+000
   0.12371552417927978E-007  -0.115771265E-006   0.000000000E+000
   0.12386959083454663E-007  -0.115771236E-006   0.000000000E+000
   0.12402365748981348E-007  -0.115771229E-006   0.000000000E+000
   0.12417772414508033E-007  -0.115771215E-006   0.000000000E+000
   0.12433179080034718E-007  -0.115771222E-006   0.000000000E+000
   0.12448585745561402E-007  -0.115771272E-006   0.000000000E+000
   0.12463992411088087E-007  -0.115771307E-006   0.000000000E+000
   0.12479399076614772E-007  -0.115771293E-006   0.000000000E+000
   0.12494805742141457E-007  -0.115771265E-006   0.000000000E+000
   0.12510212407668142E-007  -0.115771215E-006   0.000000000E+000
   0.12525619073194827E-007  -0.115771194E-006   0.000000000E+000
   0.12541025738721512E-007  -0.115771215E-006   0.000000000E+000
   0.12556432404248197E-007  -0.115771286E-006   0.000000000E+000
   0.12571839069774882E-007  -0.115771300E-006   0.000000000E+000
   0.12587245735301567E-007  -0.115771250E-006   0.000000000E+000
   0.12602652400828251E-007  -0.115771222E-006   0.000000000E+000
   0.12618059066354936E-007  -0.115771222E-006   0.000000000E+000
   0.12633465731881621E-007  -0.115771279E-006   0.000000000E+000
   0.12648872397408306E-007  -0.115771336E-006   0.000000000E+000
   0.12664279062934991E-007  -0.115771286E-006   0.000000000E+000
   0.12679685728461676E-007  -0.115771194E-006   0.000000000E+000
   0.12695092393988361E-007  -0.115771208E-006   0.000000000E+000
   0.12710499059515046E-007  -0.115771293E-006   0.000000000E+000
   0.12725905725041731E-007  -0.115771300E-006   0.000000000E+000
   0.12741312390568416E-007  -0.115771236E-006   0.000000000E+000
   0.12756719056095100E-007  -0.115771229E-006   0.000000000E+000
   0.12772125721621785E-007  -0.115771272E-006   0.000000000E+000
   0.12787532387148470E-007  -0.115771265E-006   0.000000000E+000
   0.12802939052675155E-007  -0.115771186E-006   0.000000000E+000
   0.12818345718201840E-007  -0.115771222E-006   0.000000000E+000
   0.12833752383728525E-007  -0.115771307E-006   0.000000000E+000
   0.12849159049255210E-007  -0.115771321E-006   0.000000000E+000
   0.12864565714781895E-007  -0.115771243E-006   0.000000000E+000
   0.12879972380308580E-007  -0.115771222E-006   0.000000000E+000
   0.12895379045835265E-007  -0.115771236E-006   0.000000000E+000
   0.12910785711361950E-007  -0.115771208E-006   0.000000000E+000
   0.12926192376888634E-007  -0.115771208E-006   0.000000000E+000
   0.12941599042415319E-007  -0.115771265E-006   0.000000000E+000
   0.12957005707942004E-007  -0.115771272E-006   0.000000000E+000
   0.12972412373468689E-007  -0.115771250E-006   0.000000000E+000
   0.12987819038995374E-007  -0.115771250E-006   0.000000000E+000
   0.13003225704522059E-007  -0.115771243E-006   0.000000000E+000
   0.13018632370048744E-007  -0.115771208E-006   0.000000000E+000
   0.13034039035575429E-007  -0.115771179E-006   0.000000000E+000
   0.13049445701102114E-007  -0.115771236E-006   0.000000000E+000
   0.13064852366628799E-007  -0.115771293E-006   0.000000000E+000
   0.13080259032155483E-007  -0.115771265E-006   0.000000000E+000
   0.13095665697682168E-007  -0.115771222E-006   0.000000000E+000
   0.13111072363208853E-007  -0.115771186E-006   0.000000000E+000
   0.13126479028735538E-007  -0.115771201E-006   0.000000000E+000
   0.13141885694262223E-007  -0.115771243E-006   0.000000000E+000
   0.13157292359788908E-007  -0.115771293E-006   0.000000000E+000
   0.13172699025315593E-007  -0.115771307E-006   0.000000000E+000
   0.13188105690842278E-007  -0.115771250E-006   0.000000000E+000
   0.13203512356368963E-007  -0.115771172E-006   0.000000000E+000
   0.13218919021895648E-007  -0.115771201E-006   0.000000000E+000
   0.13234325687422333E-007  -0.115771272E-006   0.000000000E+000
   0.13249732352949017E-007  -0.115771272E-006   0.000000000E+000
   0.13265139018475702E-007  -0.115771222E-006   0.000000000E+000
   0.13280545684002387E-007  -0.115771208E-006   0.000000000E+000
   0.13295952349529072E-007  -0.115771229E-006   0.000000000E+000
   0.13311359015055757E-007  -0.115771222E-006   0.000000000E+000
   0.13326765680582442E-007  -0.115771194E-006   0.000000000E+000
   0.13342172346109127E-007  -0.115771236E-006   0.000000000E+000
   0.13357579011635812E-007  -0.115771272E-006   0.000000000E+000
   0.13372985677162497E-007  -0.115771243E-006   0.000000000E+000
   0.13388392342689182E-007  -0.115771229E-006   0.000000000E+000
   0.13403799008215866E-007  -0.115771222E-006   0.000000000E+000
   0.13419205673742551E-007  -0.115771194E-006   0.000000000E+000
   0.13434612339269236E-007  -0.115771243E-006   0.000000000E+000
   0.13450019004795921E-007  -0.115771314E-006   0.000000000E+000
   0.13465425670322606E-007  -0.115771265E-006   0.000000000E+000
   0.13480832335849291E-007  -0.115771144E-006   0.000000000E+000
   0.13496239001375976E-007  -0.115771186E-006   0.000000000E+000
