t              pw-in-box.fdtd_inbox_Ex_3_3_3.dat       incid
   0.19874598529423526E-008   0.906577647E+000   0.929002106E+000
   0.20028665184690375E-008   0.855319381E+000   0.882366061E+000
   0.20182731839957224E-008   0.796082735E+000   0.826770365E+000
   0.20336798495224073E-008   0.730962157E+000   0.764231920E+000
   0.20490865150490922E-008   0.662123382E+000   0.696898639E+000
   0.20644931805757771E-008   0.591685891E+000   0.626928627E+000
   0.20798998461024620E-008   0.521618187E+000   0.556379020E+000
   0.20953065116291469E-008   0.453653991E+000   0.487110585E+000
   0.21107131771558318E-008   0.389232218E+000   0.420715362E+000
   0.21261198426825167E-008   0.329463065E+000   0.358470559E+000
   0.21415265082092017E-008   0.275118828E+000   0.301316321E+000
   0.21569331737358866E-008   0.226647735E+000   0.249859467E+000
   0.21723398392625715E-008   0.184205458E+000   0.204396456E+000
   0.21877465047892564E-008   0.147698775E+000   0.164950952E+000
   0.22031531703159413E-008   0.116836123E+000   0.131322876E+000
   0.22185598358426262E-008   0.911811814E-001   0.103140764E+000
   0.22339665013693111E-008   0.702040121E-001   0.799142346E-001
   0.22493731668959960E-008   0.533272102E-001   0.610832348E-001
   0.22647798324226809E-008   0.399639085E-001   0.460600592E-001
   0.22801864979493658E-008   0.295475274E-001   0.342634097E-001
   0.22955931634760507E-008   0.215529744E-001   0.251443740E-001
   0.23109998290027356E-008   0.155103486E-001   0.182035360E-001
   0.23264064945294205E-008   0.110118547E-001   0.130009223E-001
   0.23418131600561054E-008   0.771299796E-002   0.916002598E-002
   0.23572198255827903E-008   0.532976538E-002   0.636684289E-002
   0.23726264911094752E-008   0.363334967E-002   0.436570961E-002
   0.23880331566361601E-008   0.244356086E-002   0.295317895E-002
   0.24034398221628450E-008   0.162140175E-002   0.197074143E-002
   0.24188464876895299E-008   0.106162892E-002   0.129739626E-002
   0.24342531532162148E-008   0.686020008E-003   0.842596986E-003
   0.24496598187428997E-008   0.437603769E-003   0.539848988E-003
   0.24650664842695846E-008   0.275711529E-003   0.341214560E-003
   0.24804731497962695E-008   0.171799911E-003   0.212758634E-003
   0.24958798153229544E-008   0.106117412E-003   0.130873610E-003
   0.25112864808496393E-008   0.652105664E-004   0.794181178E-004
   0.25266931463763243E-008   0.401043035E-004   0.475435481E-004
   0.25420998119030092E-008   0.249186232E-004   0.280781824E-004
   0.25575064774296941E-008   0.158315888E-004   0.163586992E-004
   0.25729131429563790E-008   0.104047867E-004   0.940227801E-005
   0.25883198084830639E-008   0.717570765E-005   0.533117645E-005
   0.26037264740097488E-008   0.531453770E-005   0.298205100E-005
   0.26191331395364337E-008   0.429629335E-005   0.164555252E-005
   0.26345398050631186E-008   0.371768601E-005   0.895806636E-006
   0.26499464705898035E-008   0.329938393E-005   0.481081315E-006
   0.26653531361164884E-008   0.292924619E-005   0.254875147E-006
   0.26807598016431733E-008   0.261868172E-005   0.133211756E-006
   0.26961664671698582E-008   0.240060217E-005   0.686845496E-007
   0.27115731326965431E-008   0.226408952E-005   0.349365799E-007
   0.27269797982232280E-008   0.215935825E-005   0.175310539E-007
   0.27423864637499129E-008   0.203398463E-005   0.867833982E-008
   0.27577931292765978E-008   0.185951001E-005   0.423809210E-008
   0.27731997948032827E-008   0.164636492E-005   0.204178785E-008
   0.27886064603299676E-008   0.144629632E-005   0.970401537E-009
   0.28040131258566525E-008   0.131704894E-005   0.454990434E-009
   0.28194197913833374E-008   0.126038935E-005   0.210450671E-009
   0.28348264569100223E-008   0.120866844E-005   0.960292124E-010
   0.28502331224367072E-008   0.109496114E-005   0.432276610E-010
   0.28656397879633921E-008   0.926939833E-006   0.191967275E-010
   0.28810464534900770E-008   0.773196234E-006   0.840993074E-011
   0.28964531190167619E-008   0.685533280E-006   0.363465443E-011
   0.29118597845434468E-008   0.652766857E-006   0.154967684E-011
   0.29272664500701318E-008   0.626038286E-006   0.651806246E-012
   0.29426731155968167E-008   0.569911094E-006   0.270459111E-012
   0.29580797811235016E-008   0.483297242E-006   0.110711380E-012
   0.29734864466501865E-008   0.386926672E-006   0.447076458E-013
   0.29888931121768714E-008   0.307461875E-006   0.178105448E-013
   0.30042997777035563E-008   0.266845575E-006   0.699971765E-014
   0.30197064432302412E-008   0.264541171E-006   0.271382728E-014
   0.30351131087569261E-008   0.266699203E-006   0.103798234E-014
   0.30505197742836110E-008   0.232796168E-006   0.391657023E-015
   0.30659264398102959E-008   0.161040347E-006   0.145787314E-015
   0.30813331053369808E-008   0.926301809E-007   0.535352450E-016
   0.30967397708636657E-008   0.647645138E-007   0.193940452E-016
   0.31121464363903506E-008   0.727948546E-007   0.693097530E-017
   0.31275531019170355E-008   0.838146832E-007   0.244358128E-017
   0.31429597674437204E-008   0.734930197E-007   0.849900472E-018
   0.31583664329704053E-008   0.413663166E-007   0.291612470E-018
   0.31737730984970902E-008   0.130964040E-008   0.987076628E-019
   0.31891797640237751E-008  -0.303608729E-007   0.329613412E-019
   0.32045864295504600E-008  -0.410634087E-007   0.108581285E-019
   0.32199930950771449E-008  -0.295523890E-007   0.352867858E-020
   0.32353997606038298E-008  -0.123111761E-007   0.113130247E-020
   0.32508064261305147E-008  -0.140218646E-007   0.357800548E-021
   0.32662130916571996E-008  -0.431111644E-007   0.111637588E-021
   0.32816197571838845E-008  -0.798344644E-007   0.343629009E-022
   0.32970264227105694E-008  -0.958561017E-007   0.104343192E-022
   0.33124330882372544E-008  -0.839900665E-007   0.312568996E-023
   0.33278397537639393E-008  -0.628913241E-007   0.923714902E-024
   0.33432464192906242E-008  -0.551698989E-007   0.269292560E-024
   0.33586530848173091E-008  -0.677453968E-007   0.774494700E-025
   0.33740597503439940E-008  -0.914876779E-007   0.219747174E-025
   0.33894664158706789E-008  -0.111334757E-006   0.615065989E-026
   0.34048730813973638E-008  -0.115259468E-006   0.169835378E-026
   0.34202797469240487E-008  -0.101316232E-006   0.462642750E-027
   0.34356864124507336E-008  -0.816147292E-007   0.124324363E-027
   0.34510930779774185E-008  -0.754726344E-007   0.329590711E-028
   0.34664997435041034E-008  -0.917325522E-007   0.861996139E-029
   0.34819064090307883E-008  -0.117571311E-006   0.222396422E-029
   0.34973130745574732E-008  -0.129860240E-006   0.566055402E-030
   0.35127197400841581E-008  -0.118991053E-006   0.142135323E-030
   0.35281264056108430E-008  -0.979084405E-007   0.352076104E-031
   0.35435330711375279E-008  -0.870633414E-007   0.860359597E-032
   0.35589397366642128E-008  -0.947168459E-007   0.207412948E-032
   0.35743464021908977E-008  -0.112877146E-006   0.493267414E-033
   0.35897530677175826E-008  -0.127207443E-006   0.115727924E-033
   0.36051597332442675E-008  -0.127876788E-006   0.267859375E-034
   0.36205663987709524E-008  -0.115112549E-006   0.611597069E-035
   0.36359730642976373E-008  -0.992497107E-007   0.138153392E-035
   0.36513797298243222E-008  -0.940467970E-007   0.308822595E-036
   0.36667863953510071E-008  -0.105086784E-006   0.681093383E-037
   0.36821930608776920E-008  -0.123208636E-006   0.145555001E-037
   0.36975997264043770E-008  -0.132010570E-006   0.000000000E+000
   0.37130063919310619E-008  -0.123858072E-006   0.000000000E+000
   0.37284130574577468E-008  -0.107405057E-006   0.000000000E+000
   0.37438197229844317E-008  -0.982032944E-007   0.000000000E+000
   0.37592263885111166E-008  -0.103396189E-006   0.000000000E+000
   0.37746330540378015E-008  -0.116862019E-006   0.000000000E+000
   0.37900397195644864E-008  -0.127053070E-006   0.000000000E+000
   0.38054463850911713E-008  -0.126842423E-006   0.000000000E+000
   0.38208530506178562E-008  -0.117347682E-006   0.000000000E+000
   0.38362597161445411E-008  -0.106138295E-006   0.000000000E+000
   0.38516663816712260E-008  -0.102184508E-006   0.000000000E+000
   0.38670730471979109E-008  -0.109156247E-006   0.000000000E+000
   0.38824797127245958E-008  -0.121465291E-006   0.000000000E+000
   0.38978863782512807E-008  -0.128259416E-006   0.000000000E+000
   0.39132930437779656E-008  -0.123420861E-006   0.000000000E+000
   0.39286997093046505E-008  -0.111703876E-006   0.000000000E+000
   0.39441063748313354E-008  -0.104014838E-006   0.000000000E+000
   0.39595130403580203E-008  -0.106731250E-006   0.000000000E+000
   0.39749197058847052E-008  -0.116415229E-006   0.000000000E+000
   0.39903263714113901E-008  -0.124362430E-006   0.000000000E+000
   0.40057330369380750E-008  -0.124652104E-006   0.000000000E+000
   0.40211397024647599E-008  -0.117912485E-006   0.000000000E+000
   0.40365463679914448E-008  -0.109667198E-006   0.000000000E+000
   0.40519530335181297E-008  -0.106275806E-006   0.000000000E+000
   0.40673596990448146E-008  -0.110595671E-006   0.000000000E+000
   0.40827663645714996E-008  -0.119324227E-006   0.000000000E+000
   0.40981730300981845E-008  -0.124975756E-006   0.000000000E+000
   0.41135796956248694E-008  -0.122389352E-006   0.000000000E+000
   0.41289863611515543E-008  -0.113917672E-006   0.000000000E+000
   0.41443930266782392E-008  -0.107382633E-006   0.000000000E+000
   0.41597996922049241E-008  -0.108487768E-006   0.000000000E+000
   0.41752063577316090E-008  -0.115643772E-006   0.000000000E+000
   0.41906130232582939E-008  -0.122206686E-006   0.000000000E+000
   0.42060196887849788E-008  -0.122915196E-006   0.000000000E+000
   0.42214263543116637E-008  -0.117874123E-006   0.000000000E+000
   0.42368330198383486E-008  -0.111490245E-006   0.000000000E+000
   0.42522396853650335E-008  -0.108725480E-006   0.000000000E+000
   0.42676463508917184E-008  -0.111676108E-006   0.000000000E+000
   0.42830530164184033E-008  -0.118035921E-006   0.000000000E+000
   0.42984596819450882E-008  -0.122518685E-006   0.000000000E+000
   0.43138663474717731E-008  -0.121119356E-006   0.000000000E+000
   0.43292730129984580E-008  -0.114984786E-006   0.000000000E+000
   0.43446796785251429E-008  -0.109683050E-006   0.000000000E+000
   0.43600863440518278E-008  -0.109959402E-006   0.000000000E+000
   0.43754930095785127E-008  -0.115248028E-006   0.000000000E+000
   0.43908996751051976E-008  -0.120553423E-006   0.000000000E+000
   0.44063063406318825E-008  -0.121399481E-006   0.000000000E+000
   0.44217130061585674E-008  -0.117586794E-006   0.000000000E+000
   0.44371196716852523E-008  -0.112645836E-006   0.000000000E+000
   0.44525263372119372E-008  -0.110513938E-006   0.000000000E+000
   0.44679330027386222E-008  -0.112653673E-006   0.000000000E+000
   0.44833396682653071E-008  -0.117263014E-006   0.000000000E+000
   0.44987463337919920E-008  -0.120613436E-006   0.000000000E+000
   0.45141529993186769E-008  -0.119855201E-006   0.000000000E+000
   0.45295596648453618E-008  -0.115547927E-006   0.000000000E+000
   0.45449663303720467E-008  -0.111475281E-006   0.000000000E+000
   0.45603729958987316E-008  -0.111288195E-006   0.000000000E+000
   0.45757796614254165E-008  -0.115031057E-006   0.000000000E+000
   0.45911863269521014E-008  -0.119177344E-006   0.000000000E+000
   0.46065929924787863E-008  -0.120109249E-006   0.000000000E+000
   0.46219996580054712E-008  -0.117352485E-006   0.000000000E+000
   0.46374063235321561E-008  -0.113555295E-006   0.000000000E+000
   0.46528129890588410E-008  -0.111849289E-006   0.000000000E+000
   0.46682196545855259E-008  -0.113372721E-006   0.000000000E+000
   0.46836263201122108E-008  -0.116729495E-006   0.000000000E+000
   0.46990329856388957E-008  -0.119220502E-006   0.000000000E+000
   0.47144396511655806E-008  -0.118838926E-006   0.000000000E+000
   0.47298463166922655E-008  -0.115864360E-006   0.000000000E+000
   0.47452529822189504E-008  -0.112813332E-006   0.000000000E+000
   0.47606596477456353E-008  -0.112372767E-006   0.000000000E+000
   0.47760663132723202E-008  -0.114917434E-006   0.000000000E+000
   0.47914729787990051E-008  -0.118101042E-006   0.000000000E+000
   0.48068796443256900E-008  -0.119090984E-006   0.000000000E+000
   0.48222863098523749E-008  -0.117190964E-006   0.000000000E+000
   0.48376929753790598E-008  -0.114260999E-006   0.000000000E+000
   0.48530996409057447E-008  -0.112811769E-006   0.000000000E+000
   0.48685063064324297E-008  -0.113861852E-006   0.000000000E+000
   0.48839129719591146E-008  -0.116367701E-006   0.000000000E+000
   0.48993196374857995E-008  -0.118271430E-006   0.000000000E+000
   0.49147263030124844E-008  -0.118091329E-006   0.000000000E+000
   0.49301329685391693E-008  -0.115999811E-006   0.000000000E+000
   0.49455396340658542E-008  -0.113728539E-006   0.000000000E+000
   0.49609462995925391E-008  -0.113219599E-006   0.000000000E+000
   0.49763529651192240E-008  -0.114929364E-006   0.000000000E+000
   0.49917596306459089E-008  -0.117332576E-006   0.000000000E+000
   0.50071662961725938E-008  -0.118287161E-006   0.000000000E+000
   0.50225729616992787E-008  -0.117022353E-006   0.000000000E+000
   0.50379796272259636E-008  -0.114775709E-006   0.000000000E+000
   0.50533862927526485E-008  -0.113530135E-006   0.000000000E+000
   0.50687929582793334E-008  -0.114228470E-006   0.000000000E+000
   0.50841996238060183E-008  -0.116128341E-006   0.000000000E+000
   0.50996062893327032E-008  -0.117614825E-006   0.000000000E+000
   0.51150129548593881E-008  -0.117537610E-006   0.000000000E+000
   0.51304196203860730E-008  -0.116027664E-006   0.000000000E+000
   0.51458262859127579E-008  -0.114340374E-006   0.000000000E+000
   0.51612329514394428E-008  -0.113875778E-006   0.000000000E+000
   0.51766396169661277E-008  -0.115030403E-006   0.000000000E+000
   0.51920462824928126E-008  -0.116805225E-006   0.000000000E+000
   0.52074529480194975E-008  -0.117641328E-006   0.000000000E+000
   0.52228596135461824E-008  -0.116828431E-006   0.000000000E+000
   0.52382662790728673E-008  -0.115145809E-006   0.000000000E+000
   0.52536729445995523E-008  -0.114097489E-006   0.000000000E+000
   0.52690796101262372E-008  -0.114527801E-006   0.000000000E+000
   0.52844862756529221E-008  -0.115956880E-006   0.000000000E+000
   0.52998929411796070E-008  -0.117131236E-006   0.000000000E+000
   0.53152996067062919E-008  -0.117124529E-006   0.000000000E+000
   0.53307062722329768E-008  -0.116021184E-006   0.000000000E+000
   0.53461129377596617E-008  -0.114760020E-006   0.000000000E+000
   0.53615196032863466E-008  -0.114368731E-006   0.000000000E+000
   0.53769262688130315E-008  -0.115156261E-006   0.000000000E+000
   0.53923329343397164E-008  -0.116450110E-006   0.000000000E+000
   0.54077395998664013E-008  -0.117138470E-006   0.000000000E+000
   0.54231462653930862E-008  -0.116633331E-006   0.000000000E+000
   0.54385529309197711E-008  -0.115403886E-006   0.000000000E+000
   0.54539595964464560E-008  -0.114545500E-006   0.000000000E+000
   0.54693662619731409E-008  -0.114777492E-006   0.000000000E+000
   0.54847729274998258E-008  -0.115831227E-006   0.000000000E+000
   0.55001795930265107E-008  -0.116763729E-006   0.000000000E+000
   0.55155862585531956E-008  -0.116815947E-006   0.000000000E+000
   0.55309929240798805E-008  -0.116010938E-006   0.000000000E+000
   0.55463995896065654E-008  -0.115054647E-006   0.000000000E+000
   0.55618062551332503E-008  -0.114726873E-006   0.000000000E+000
   0.55772129206599352E-008  -0.115270808E-006   0.000000000E+000
   0.55926195861866201E-008  -0.116216761E-006   0.000000000E+000
   0.56080262517133050E-008  -0.116765911E-006   0.000000000E+000
   0.56234329172399899E-008  -0.116457144E-006   0.000000000E+000
   0.56388395827666749E-008  -0.115570714E-006   0.000000000E+000
   0.56542462482933598E-008  -0.114886696E-006   0.000000000E+000
   0.56696529138200447E-008  -0.114987749E-006   0.000000000E+000
   0.56850595793467296E-008  -0.115749160E-006   0.000000000E+000
   0.57004662448734145E-008  -0.116485062E-006   0.000000000E+000
   0.57158729104000994E-008  -0.116579294E-006   0.000000000E+000
   0.57312795759267843E-008  -0.115998553E-006   0.000000000E+000
   0.57466862414534692E-008  -0.115265472E-006   0.000000000E+000
   0.57620929069801541E-008  -0.114986911E-006   0.000000000E+000
   0.57774995725068390E-008  -0.115365602E-006   0.000000000E+000
   0.57929062380335239E-008  -0.116064669E-006   0.000000000E+000
   0.58083129035602088E-008  -0.116497148E-006   0.000000000E+000
   0.58237195690868937E-008  -0.116308193E-006   0.000000000E+000
   0.58391262346135786E-008  -0.115670481E-006   0.000000000E+000
   0.58545329001402635E-008  -0.115137830E-006   0.000000000E+000
   0.58699395656669484E-008  -0.115163587E-006   0.000000000E+000
   0.58853462311936333E-008  -0.115705326E-006   0.000000000E+000
   0.59007528967203182E-008  -0.116276823E-006   0.000000000E+000
   0.59161595622470031E-008  -0.116391597E-006   0.000000000E+000
   0.59315662277736880E-008  -0.115980569E-006   0.000000000E+000
   0.59469728933003729E-008  -0.115419382E-006   0.000000000E+000
   0.59623795588270578E-008  -0.115180981E-006   0.000000000E+000
   0.59777862243537427E-008  -0.115442141E-006   0.000000000E+000
   0.59931928898804276E-008  -0.115962656E-006   0.000000000E+000
   0.60085995554071125E-008  -0.116303127E-006   0.000000000E+000
   0.60240062209337975E-008  -0.116188367E-006   0.000000000E+000
   0.60394128864604824E-008  -0.115728042E-006   0.000000000E+000
   0.60548195519871673E-008  -0.115319047E-006   0.000000000E+000
   0.60702262175138522E-008  -0.115306371E-006   0.000000000E+000
   0.60856328830405371E-008  -0.115688131E-006   0.000000000E+000
   0.61010395485672220E-008  -0.116124426E-006   0.000000000E+000
   0.61164462140939069E-008  -0.116241978E-006   0.000000000E+000
   0.61318528796205918E-008  -0.115957270E-006   0.000000000E+000
   0.61472595451472767E-008  -0.115531819E-006   0.000000000E+000
   0.61626662106739616E-008  -0.115329087E-006   0.000000000E+000
   0.61780728762006465E-008  -0.115504399E-006   0.000000000E+000
   0.61934795417273314E-008  -0.115891943E-006   0.000000000E+000
   0.62088862072540163E-008  -0.116161218E-006   0.000000000E+000
   0.62242928727807012E-008  -0.116095116E-006   0.000000000E+000
   0.62396995383073861E-008  -0.115761665E-006   0.000000000E+000
   0.62551062038340710E-008  -0.115448501E-006   0.000000000E+000
   0.62705128693607559E-008  -0.115417869E-006   0.000000000E+000
   0.62859195348874408E-008  -0.115686213E-006   0.000000000E+000
   0.63013262004141257E-008  -0.116015826E-006   0.000000000E+000
   0.63167328659408106E-008  -0.116125022E-006   0.000000000E+000
   0.63321395314674955E-008  -0.115931080E-006   0.000000000E+000
   0.63475461969941804E-008  -0.115612146E-006   0.000000000E+000
   0.63629528625208653E-008  -0.115442482E-006   0.000000000E+000
   0.63783595280475502E-008  -0.115555942E-006   0.000000000E+000
   0.63937661935742351E-008  -0.115842994E-006   0.000000000E+000
   0.64091728591009200E-008  -0.116056434E-006   0.000000000E+000
   0.64245795246276050E-008  -0.116022854E-006   0.000000000E+000
   0.64399861901542899E-008  -0.115781113E-006   0.000000000E+000
   0.64553928556809748E-008  -0.115540999E-006   0.000000000E+000
   0.64707995212076597E-008  -0.115503113E-006   0.000000000E+000
   0.64862061867343446E-008  -0.115691805E-006   0.000000000E+000
   0.65016128522610295E-008  -0.115939763E-006   0.000000000E+000
   0.65170195177877144E-008  -0.116035579E-006   0.000000000E+000
   0.65324261833143993E-008  -0.115904754E-006   0.000000000E+000
   0.65478328488410842E-008  -0.115667632E-006   0.000000000E+000
   0.65632395143677691E-008  -0.115528586E-006   0.000000000E+000
   0.65786461798944540E-008  -0.115599313E-006   0.000000000E+000
   0.65940528454211389E-008  -0.115810188E-006   0.000000000E+000
   0.66094595109478238E-008  -0.115978494E-006   0.000000000E+000
   0.66248661764745087E-008  -0.115966188E-006   0.000000000E+000
   0.66402728420011936E-008  -0.115791778E-006   0.000000000E+000
   0.66556795075278785E-008  -0.115607641E-006   0.000000000E+000
   0.66710861730545634E-008  -0.115567985E-006   0.000000000E+000
   0.66864928385812483E-008  -0.115700296E-006   0.000000000E+000
   0.67018995041079332E-008  -0.115886685E-006   0.000000000E+000
   0.67173061696346181E-008  -0.115968234E-006   0.000000000E+000
   0.67327128351613030E-008  -0.115880709E-006   0.000000000E+000
   0.67481195006879879E-008  -0.115705149E-006   0.000000000E+000
   0.67635261662146728E-008  -0.115593060E-006   0.000000000E+000
   0.67789328317413577E-008  -0.115635402E-006   0.000000000E+000
