t              pw-in-box.fdtd_before_Ex_3_3_1.dat       incid
5.83912626708889873e-09   -3.39866969277334308e+00   0.00000000000000000e+00
5.85453293270127045e-09   -4.82447167323826687e+00   0.00000000000000000e+00
5.86993959831364216e-09   -3.22705422989174640e+00   0.00000000000000000e+00
5.88534626392601388e-09   5.25986865310201779e-01   0.00000000000000000e+00
5.90075292953838559e-09   4.13472931178207226e+00   0.00000000000000000e+00
5.91615959515075731e-09   5.27711506874849157e+00   0.00000000000000000e+00
5.93156626076312985e-09   3.10254460872938154e+00   0.00000000000000000e+00
5.94697292637550157e-09   -1.15087984995563186e+00   0.00000000000000000e+00
5.96237959198787329e-09   -4.85506489749194259e+00   0.00000000000000000e+00
5.97778625760024500e-09   -5.61741710861062860e+00   0.00000000000000000e+00
5.99319292321261672e-09   -2.82796218309701874e+00   0.00000000000000000e+00
6.00859958882498844e-09   1.87218594013578254e+00   0.00000000000000000e+00
6.02400625443736015e-09   5.55028680261411900e+00   0.00000000000000000e+00
6.03941292004973187e-09   5.81302075038751198e+00   0.00000000000000000e+00
6.05481958566210359e-09   2.36639826395035779e+00   0.00000000000000000e+00
6.07022625127447530e-09   -2.71223585135825562e+00   0.00000000000000000e+00
6.08563291688684702e-09   -6.21879556744617545e+00   0.00000000000000000e+00
6.10103958249921874e-09   -5.84286841050270134e+00   0.00000000000000000e+00
6.11644624811159045e-09   -1.69136657245624455e+00   0.00000000000000000e+00
6.13185291372396217e-09   3.68866241677271134e+00   0.00000000000000000e+00
6.14725957933633388e-09   6.86304607176172610e+00   0.00000000000000000e+00
6.16266624494870560e-09   5.69801324849848623e+00   0.00000000000000000e+00
6.17807291056107732e-09   7.91785497256349835e-01   0.00000000000000000e+00
6.19347957617344986e-09   -4.80746239521302421e+00   0.00000000000000000e+00
6.20888624178582158e-09   -7.48368746852220301e+00   0.00000000000000000e+00
6.22429290739819329e-09   -5.37933504753580749e+00   0.00000000000000000e+00
6.23969957301056501e-09   3.25835394102671039e-01   0.00000000000000000e+00
6.25510623862293673e-09   6.05736796468966787e+00   0.00000000000000000e+00
6.27051290423530844e-09   8.07292453017364231e+00   0.00000000000000000e+00
6.28591956984768016e-09   4.89264861021400055e+00   0.00000000000000000e+00
6.30132623546005188e-09   -1.63859743983777495e+00   0.00000000000000000e+00
6.31673290107242359e-09   -7.40696436192273655e+00   0.00000000000000000e+00
6.33213956668479531e-09   -8.60877853125313308e+00   0.00000000000000000e+00
6.34754623229716703e-09   -4.24241119552634949e+00   0.00000000000000000e+00
6.36295289790953874e-09   3.11158926572530703e+00   0.00000000000000000e+00
6.37835956352191046e-09   8.80543526237777208e+00   0.00000000000000000e+00
6.39376622913428217e-09   9.05186367517747925e+00   0.00000000000000000e+00
6.40917289474665389e-09   3.42570223155910814e+00   0.00000000000000000e+00
6.42457956035902561e-09   -4.70441549310037654e+00   0.00000000000000000e+00
6.43998622597139732e-09   -1.01870055463753495e+01   0.00000000000000000e+00
6.45539289158376987e-09   -9.34582433210981023e+00   0.00000000000000000e+00
6.47079955719614158e-09   -2.42822638793871448e+00   0.00000000000000000e+00
6.48620622280851330e-09   6.37825145263438742e+00   0.00000000000000000e+00
6.50161288842088502e-09   1.14782673551762571e+01   0.00000000000000000e+00
6.51701955403325673e-09   9.42178668892920257e+00   0.00000000000000000e+00
6.53242621964562845e-09   1.22373125028729390e+00   0.00000000000000000e+00
6.54783288525800017e-09   -8.10156352333113539e+00   0.00000000000000000e+00
6.56323955087037188e-09   -1.26068359872814408e+01   0.00000000000000000e+00
6.57864621648274360e-09   -9.20624017928248506e+00   0.00000000000000000e+00
6.59405288209511532e-09   2.22508998337833219e-01   0.00000000000000000e+00
6.60945954770748703e-09   9.85285644780046610e+00   0.00000000000000000e+00
6.62486621331985875e-09   1.35093820212666671e+01   0.00000000000000000e+00
6.64027287893223047e-09   8.63090239127836689e+00   0.00000000000000000e+00
6.65567954454460218e-09   -1.94645527682257224e+00   0.00000000000000000e+00
6.67108621015697390e-09   -1.16194634717924785e+01   0.00000000000000000e+00
6.68649287576934561e-09   -1.41371481303213287e+01   0.00000000000000000e+00
6.70189954138171733e-09   -7.64255528585718658e+00   0.00000000000000000e+00
6.71730620699408987e-09   3.97558405781117052e+00   0.00000000000000000e+00
6.73271287260646159e-09   1.33923492689001105e+01   0.00000000000000000e+00
6.74811953821883331e-09   1.44575990018493101e+01   0.00000000000000000e+00
6.76352620383120502e-09   6.21073070716878739e+00   0.00000000000000000e+00
6.77893286944357674e-09   -6.31868213328560024e+00   0.00000000000000000e+00
6.79433953505594846e-09   -1.51579319873462541e+01   0.00000000000000000e+00
6.80974620066832017e-09   -1.44517677104389808e+01   0.00000000000000000e+00
6.82515286628069189e-09   -4.33152653707143642e+00   0.00000000000000000e+00
6.84055953189306361e-09   8.95743812381653193e+00   0.00000000000000000e+00
6.85596619750543532e-09   1.68887965327079854e+01   0.00000000000000000e+00
6.87137286311780704e-09   1.41079482833593239e+01   0.00000000000000000e+00
6.88677952873017876e-09   2.02668460579030629e+00   0.00000000000000000e+00
6.90218619434255047e-09   -1.18418642560879288e+01   0.00000000000000000e+00
6.91759285995492219e-09   -1.85356387332753840e+01   0.00000000000000000e+00
6.93299952556729390e-09   -1.34133820342536438e+01   0.00000000000000000e+00
6.94840619117966562e-09   6.61824674686037895e-01   0.00000000000000000e+00
6.96381285679203734e-09   1.48908230790894827e+01   0.00000000000000000e+00
6.97921952240440988e-09   2.00227052353863897e+01   0.00000000000000000e+00
6.99462618801678160e-09   1.23462391291601428e+01   0.00000000000000000e+00
7.01003285362915331e-09   -3.68034787046347844e+00   0.00000000000000000e+00
7.02543951924152503e-09   -1.79978188132472354e+01   0.00000000000000000e+00
7.04084618485389675e-09   -2.12483575597258394e+01   0.00000000000000000e+00
7.05625285046626846e-09   -1.08703198502113576e+01   0.00000000000000000e+00
7.07165951607864018e-09   6.97301654833544937e+00   0.00000000000000000e+00
7.08706618169101190e-09   2.10409937426254530e+01   0.00000000000000000e+00
7.10247284730338361e-09   2.20913090509388290e+01   0.00000000000000000e+00
7.11787951291575533e-09   8.93442450041641578e+00   0.00000000000000000e+00
7.13328617852812705e-09   -1.04895866529820481e+01   0.00000000000000000e+00
7.14869284414049876e-09   -2.38952400291106812e+01   0.00000000000000000e+00
7.16409950975287048e-09   -2.24217958736654062e+01   0.00000000000000000e+00
7.17950617536524219e-09   -6.47734292844559789e+00   0.00000000000000000e+00
7.19491284097761391e-09   1.41893742084773535e+01   0.00000000000000000e+00
7.21031950658998563e-09   2.64437617663237106e+01   0.00000000000000000e+00
7.22572617220235734e-09   2.21157493631914512e+01   0.00000000000000000e+00
7.24113283781472989e-09   3.43810434364766948e+00   0.00000000000000000e+00
7.25653950342710160e-09   -1.80398802234641380e+01   0.00000000000000000e+00
7.27194616903947332e-09   -2.85864704866246875e+01   0.00000000000000000e+00
7.28735283465184504e-09   -2.10692343802206246e+01   0.00000000000000000e+00
7.30275950026421675e-09   2.30193917891487132e-01   0.00000000000000000e+00
7.31816616587658847e-09   2.20099816606407472e+01   0.00000000000000000e+00
7.33357283148896019e-09   3.02432956262147954e+01   0.00000000000000000e+00
7.34897949710133190e-09   1.92102264968831626e+01   0.00000000000000000e+00
7.36438616271370362e-09   -4.54567104787373566e+00   0.00000000000000000e+00
7.37979282832607534e-09   -2.60589756428536212e+01   0.00000000000000000e+00
7.39519949393844705e-09   -3.13517067921360315e+01   0.00000000000000000e+00
7.41060615955081877e-09   -1.65053028251720768e+01   0.00000000000000000e+00
7.42601282516319049e-09   9.48518665620406765e+00   0.00000000000000000e+00
7.44141949077556220e-09   3.01239613543359788e+01   0.00000000000000000e+00
7.45682615638793392e-09   3.18592084629670076e+01   0.00000000000000000e+00
7.47223282200030646e-09   1.29599346839889726e+01   0.00000000000000000e+00
7.48763948761267735e-09   -1.49769439906314759e+01   0.00000000000000000e+00
7.50304615322504989e-09   -3.41087198572945169e+01   0.00000000000000000e+00
7.51845281883742078e-09   -3.17129335339752458e+01   0.00000000000000000e+00
7.53385948444979333e-09   -8.61255764722390893e+00   0.00000000000000000e+00
7.54926615006216422e-09   2.09000334404171113e+01   0.00000000000000000e+00
7.56467281567453676e-09   3.78772063162573289e+01   0.00000000000000000e+00
7.58007948128690765e-09   3.08493860758719300e+01   0.00000000000000000e+00
7.59548614689928019e-09   3.52411245699237341e+00   0.00000000000000000e+00
7.61089281251165108e-09   -2.70913014409451058e+01   0.00000000000000000e+00
7.62629947812402363e-09   -4.12539660671326018e+01   0.00000000000000000e+00
7.64170614373639617e-09   -2.91876092650905328e+01   0.00000000000000000e+00
7.65711280934876706e-09   2.23407243756204821e+00   0.00000000000000000e+00
7.67251947496113960e-09   3.33582869085807019e+01   0.00000000000000000e+00
7.68792614057351049e-09   4.40323724314254221e+01   0.00000000000000000e+00
7.70333280618588304e-09   2.66284805284017914e+01   0.00000000000000000e+00
7.71873947179825392e-09   -8.59065906879108709e+00   0.00000000000000000e+00
7.73414613741062647e-09   -3.94955466429559792e+01   0.00000000000000000e+00
7.74955280302299736e-09   -4.59898645329843134e+01   0.00000000000000000e+00
7.76495946863536990e-09   -2.30615508115847234e+01   0.00000000000000000e+00
7.78036613424774079e-09   1.54798333896774736e+01   0.00000000000000000e+00
7.79577279986011333e-09   4.53008502641580293e+01   0.00000000000000000e+00
7.81117946547248422e-09   4.69077343427152798e+01   0.00000000000000000e+00
7.82658613108485677e-09   1.83791158118776856e+01   0.00000000000000000e+00
7.84199279669722766e-09   -2.28399777855971244e+01   0.00000000000000000e+00
7.85739946230960020e-09   -5.05877005695935082e+01   0.00000000000000000e+00
7.87280612792197109e-09   -4.65918713227026373e+01   0.00000000000000000e+00
7.88821279353434363e-09   -1.24954254755917376e+01   0.00000000000000000e+00
7.90361945914671618e-09   3.06051346503589343e+01   0.00000000000000000e+00
7.91902612475908707e-09   5.51914772315644058e+01   0.00000000000000000e+00
7.93443279037145961e-09   4.48905219042523100e+01   0.00000000000000000e+00
7.94983945598383050e-09   5.36753145109874907e+00   0.00000000000000000e+00
7.96524612159620304e-09   -3.86907873997686949e+01   0.00000000000000000e+00
7.98065278720857393e-09   -5.89680523067991089e+01   0.00000000000000000e+00
7.99605945282094647e-09   -4.17056862592397835e+01   0.00000000000000000e+00
8.01146611843331736e-09   2.98639816848474737e+00   0.00000000000000000e+00
8.02687278404568991e-09   4.69771208121951602e+01   0.00000000000000000e+00
8.04227944965806080e-09   6.17856449220021133e+01   0.00000000000000000e+00
8.05768611527043334e-09   3.69961675646884771e+01   0.00000000000000000e+00
8.07309278088280423e-09   -1.24751978959848202e+01   0.00000000000000000e+00
8.08849944649517677e-09   -5.52939059680146059e+01   0.00000000000000000e+00
8.10390611210754766e-09   -6.35125202354465728e+01   0.00000000000000000e+00
8.11931277771992021e-09   -3.07722145555450908e+01   0.00000000000000000e+00
8.13471944333229110e-09   2.29319614695374483e+01   0.00000000000000000e+00
8.15012610894466364e-09   6.34112071143976550e+01   0.00000000000000000e+00
8.16553277455703618e-09   6.40044388179328791e+01   0.00000000000000000e+00
8.18093944016940707e-09   2.30837164542491777e+01   0.00000000000000000e+00
8.19634610578177962e-09   -3.41212518157589813e+01   0.00000000000000000e+00
8.21175277139415051e-09   -7.10391586698326307e+01   0.00000000000000000e+00
8.22715943700652305e-09   -6.30961758140039777e+01   0.00000000000000000e+00
8.24256610261889394e-09   -1.40055337112705729e+01   0.00000000000000000e+00
8.25797276823126648e-09   4.57549180585887996e+01   0.00000000000000000e+00
8.27337943384363737e-09   7.78382783406818533e+01   0.00000000000000000e+00
8.28878609945600991e-09   6.06007989964373124e+01   0.00000000000000000e+00
8.30419276506838080e-09   3.62436091870480936e+00   0.00000000000000000e+00
8.31959943068075335e-09   -5.75132420568791360e+01   0.00000000000000000e+00
8.33500609629312424e-09   -8.34395451899118541e+01   0.00000000000000000e+00
8.35041276190549678e-09   -5.63188095277592780e+01   0.00000000000000000e+00
8.36581942751786767e-09   7.96872342649755439e+00   0.00000000000000000e+00
8.38122609313024021e-09   6.90669122417358921e+01   0.00000000000000000e+00
8.39663275874261110e-09   8.74712877989200166e+01   0.00000000000000000e+00
8.41203942435498365e-09   5.00570333397214355e+01   0.00000000000000000e+00
8.42744608996735619e-09   -2.06771624142720114e+01   0.00000000000000000e+00
8.44285275557972708e-09   -8.00951339722223707e+01   0.00000000000000000e+00
8.45825942119209962e-09   -8.95883199208961685e+01   0.00000000000000000e+00
8.47366608680447051e-09   -4.16547993854320069e+01   0.00000000000000000e+00
8.48907275241684306e-09   3.43885199689666692e+01   0.00000000000000000e+00
8.50447941802921394e-09   9.02961293854158953e+01   0.00000000000000000e+00
8.51988608364158649e-09   8.94981405506334369e+01   0.00000000000000000e+00
8.53529274925395738e-09   3.10130085199518462e+01   0.00000000000000000e+00
8.55069941486632992e-09   -4.89564449532394050e+01   0.00000000000000000e+00
8.56610608047870081e-09   -9.93881828748502016e+01   0.00000000000000000e+00
8.58151274609107335e-09   -8.69795771777748001e+01   0.00000000000000000e+00
8.59691941170344424e-09   -1.81206677502892575e+01   0.00000000000000000e+00
8.61232607731581679e-09   6.41788695448387330e+01   0.00000000000000000e+00
8.62773274292818768e-09   1.07101836603949025e+02   0.00000000000000000e+00
8.64313940854056022e-09   8.18909157090825346e+01   0.00000000000000000e+00
8.65854607415293111e-09   3.07363242708949258e+00   0.00000000000000000e+00
8.67395273976530365e-09   -7.97777297621333474e+01   0.00000000000000000e+00
8.68935940537767620e-09   -1.13166265649133265e+02   0.00000000000000000e+00
8.70476607099004709e-09   -7.41669793007456803e+01   0.00000000000000000e+00
8.72017273660241963e-09   1.39183144641670395e+01   0.00000000000000000e+00
8.73557940221479052e-09   9.53857467671195138e+01   0.00000000000000000e+00
8.75098606782716306e-09   1.17294671504806885e+02   0.00000000000000000e+00
8.76639273343953395e-09   6.38072432638264218e+01   0.00000000000000000e+00
8.78179939905190649e-09   -3.25375800993673607e+01   0.00000000000000000e+00
8.79720606466427738e-09   -1.10544762084460658e+02   0.00000000000000000e+00
8.81261273027664993e-09   -1.19174249777748756e+02   0.00000000000000000e+00
8.82801939588902082e-09   -5.08592793427040561e+01   0.00000000000000000e+00
8.84342606150139336e-09   5.23768335238398208e+01   0.00000000000000000e+00
8.85883272711376425e-09   1.24717953207220290e+02   0.00000000000000000e+00
8.87423939272613679e-09   1.18465674697040612e+02   0.00000000000000000e+00
8.88964605833850768e-09   3.54030546650388658e+01   0.00000000000000000e+00
8.90505272395088023e-09   -7.29652096974263316e+01   0.00000000000000000e+00
8.92045938956325112e-09   -1.37315420330620043e+02   0.00000000000000000e+00
8.93586605517562366e-09   -1.14815168667560016e+02   0.00000000000000000e+00
8.95127272078799620e-09   -1.75415200441106691e+01   0.00000000000000000e+00
8.96667938640036709e-09   9.37970676238963819e+01   0.00000000000000000e+00
8.98208605201273964e-09   1.47729764830877997e+02   0.00000000000000000e+00
8.99749271762511053e-09   1.07879465120099539e+02   0.00000000000000000e+00
9.01289938323748307e-09   -2.59853819213134329e+00   0.00000000000000000e+00
9.02830604884985396e-09   -1.14357244778080798e+02   0.00000000000000000e+00
9.04371271446222650e-09   -1.55376049763351915e+02   0.00000000000000000e+00
9.05911938007459739e-09   -9.73609349464651501e+01   0.00000000000000000e+00
9.07452604568696993e-09   2.48539585640815091e+01   0.00000000000000000e+00
9.08993271129934082e-09   1.34137718156693609e+02   0.00000000000000000e+00
9.10533937691171337e-09   1.59729496240650803e+02   0.00000000000000000e+00
9.12074604252408426e-09   8.30475364685927104e+01   0.00000000000000000e+00
9.13615270813645680e-09   -4.90026346067244560e+01   0.00000000000000000e+00
9.15155937374882769e-09   -1.52642828751878795e+02   0.00000000000000000e+00
9.16696603936120023e-09   -1.60354722700389857e+02   0.00000000000000000e+00
9.18237270497357112e-09   -6.48507058039007092e+01   0.00000000000000000e+00
9.19777937058594367e-09   7.47354719406600481e+01   0.00000000000000000e+00
9.21318603619831621e-09   1.69383266062167166e+02   0.00000000000000000e+00
9.22859270181068710e-09   1.56922230747069250e+02   0.00000000000000000e+00
9.24399936742305964e-09   4.28342461405080286e+01   0.00000000000000000e+00
9.25940603303543053e-09   -1.01629438406635515e+02   0.00000000000000000e+00
9.27481269864780308e-09   -1.83862142653511626e+02   0.00000000000000000e+00
9.29021936426017396e-09   -1.49210788523251949e+02   0.00000000000000000e+00
9.30562602987254651e-09   -1.72287857244586746e+01   0.00000000000000000e+00
9.32103269548491740e-09   1.29128860155227244e+02   0.00000000000000000e+00
9.33643936109728994e-09   1.95558958611858429e+02   0.00000000000000000e+00
9.35184602670966083e-09   1.37097698265156794e+02   0.00000000000000000e+00
9.36725269232203337e-09   -1.15708284910028851e+01   0.00000000000000000e+00
9.38265935793440426e-09   -1.56541060991780171e+02   0.00000000000000000e+00
9.39806602354677681e-09   -2.03918426090966477e+02   0.00000000000000000e+00
9.41347268915914770e-09   -1.20541873243743055e+02   0.00000000000000000e+00
9.42887935477152024e-09   4.30243536226608114e+01   0.00000000000000000e+00
9.44428602038389113e-09   1.83049903855562775e+02   0.00000000000000000e+00
9.45969268599626367e-09   2.08350638542065809e+02   0.00000000000000000e+00
9.47509935160863622e-09   9.95664639187393448e+01   0.00000000000000000e+00
9.49050601722100711e-09   -7.64769688191269950e+01   0.00000000000000000e+00
9.50591268283337965e-09   -2.07747291137552651e+02   0.00000000000000000e+00
9.52131934844575054e-09   -2.08246949275213950e+02   0.00000000000000000e+00
9.53672601405812308e-09   -7.42479725956795278e+01   0.00000000000000000e+00
9.55213267967049397e-09   1.11195402187531755e+02   0.00000000000000000e+00
9.56753934528286651e-09   2.29678986545752878e+02   0.00000000000000000e+00
9.58294601089523740e-09   2.03012582628387008e+02   0.00000000000000000e+00
9.59835267650760995e-09   4.47172530816147855e+01   0.00000000000000000e+00
9.61375934211998084e-09   -1.46401743195619559e+02   0.00000000000000000e+00
9.62916600773235338e-09   -2.47898088185247616e+02   0.00000000000000000e+00
9.64457267334472427e-09   -1.92113162551223638e+02   0.00000000000000000e+00
9.65997933895709681e-09   -1.11747914217831408e+01   0.00000000000000000e+00
9.67538600456946770e-09   1.81298189417770516e+02   0.00000000000000000e+00
9.69079267018184025e-09   2.61517844868727479e+02   0.00000000000000000e+00
9.70619933579421114e-09   1.75128885878199185e+02   0.00000000000000000e+00
9.72160600140658368e-09   -2.60811464113370164e+01   0.00000000000000000e+00
9.73701266701895622e-09   -2.15078520335198135e+02   0.00000000000000000e+00
9.75241933263132711e-09   -2.69755701498114377e+02   0.00000000000000000e+00
9.76782599824369966e-09   -1.51807821044974759e+02   0.00000000000000000e+00
9.78323266385607055e-09   6.66186604596433654e+01   0.00000000000000000e+00
9.79863932946844309e-09   2.46925761882685237e+02   0.00000000000000000e+00
9.81404599508081398e-09   2.71962505381718302e+02   0.00000000000000000e+00
9.82945266069318652e-09   1.22109360216159843e+02   0.00000000000000000e+00
9.84485932630555741e-09   -1.09836597912333673e+02   0.00000000000000000e+00
9.86026599191792995e-09   -2.75999464400945612e+02   0.00000000000000000e+00
9.87567265753030084e-09   -2.67634285650417837e+02   0.00000000000000000e+00
9.89107932314267339e-09   -8.62303796317909814e+01   0.00000000000000000e+00
9.90648598875504428e-09   1.54938209862240285e+02   0.00000000000000000e+00
9.92189265436741682e-09   3.01419316335636722e+02   0.00000000000000000e+00
9.93729931997978771e-09   2.56408156105729688e+02   0.00000000000000000e+00
9.95270598559216025e-09   4.46098967601107574e+01   0.00000000000000000e+00
9.96811265120453114e-09   -2.00922188167509745e+02   0.00000000000000000e+00
9.98351931681690369e-09   -3.22253621888895850e+02   0.00000000000000000e+00
9.99892598242927623e-09   -2.38047722062135364e+02   0.00000000000000000e+00
1.00143326480416471e-08   2.08773310439349302e+00   0.00000000000000000e+00
1.00297393136540197e-08   2.46596327599519924e+02   0.00000000000000000e+00
1.00451459792663906e-08   3.37520964977363860e+02   0.00000000000000000e+00
1.00605526448787631e-08   2.12425960436430046e+02   0.00000000000000000e+00
1.00759593104911340e-08   -5.30067195458036053e+01   0.00000000000000000e+00
1.00913659761035065e-08   -2.90614845870120803e+02   0.00000000000000000e+00
1.01067726417158774e-08   -3.46211100663900822e+02   0.00000000000000000e+00
1.01221793073282500e-08   -1.79514211785780759e+02   0.00000000000000000e+00
1.01375859729406209e-08   1.07143104177240815e+02   0.00000000000000000e+00
1.01529926385529934e-08   3.31535742174675761e+02   0.00000000000000000e+00
1.01683993041653643e-08   3.47327185129985992e+02   0.00000000000000000e+00
1.01838059697777368e-08   1.39384424012859512e+02   0.00000000000000000e+00
1.01992126353901077e-08   -1.63388054947176300e+02   0.00000000000000000e+00
1.02146193010024803e-08   -3.67890540007858874e+02   0.00000000000000000e+00
1.02300259666148511e-08   -3.39946713647749959e+02   0.00000000000000000e+00
1.02454326322272237e-08   -9.22283776419772039e+01   0.00000000000000000e+00
1.02608392978395962e-08   2.20562457927757293e+02   0.00000000000000000e+00
1.02762459634519671e-08   3.98256297393198963e+02   0.00000000000000000e+00
1.02916526290643397e-08   3.23294051257046590e+02   0.00000000000000000e+00
1.03070592946767106e-08   3.83930275989334291e+01   0.00000000000000000e+00
1.03224659602890831e-08   -2.77436825535751723e+02   0.00000000000000000e+00
1.03378726259014540e-08   -4.21319501086451851e+02   0.00000000000000000e+00
1.03532792915138265e-08   -2.96814269709546409e+02   0.00000000000000000e+00
1.03686859571261974e-08   2.15736414761975652e+01   0.00000000000000000e+00
1.03840926227385700e-08   3.32734847635940810e+02   0.00000000000000000e+00
1.03994992883509409e-08   4.35923521816734024e+02   0.00000000000000000e+00
1.04149059539633134e-08   2.60236941674912089e+02   0.00000000000000000e+00
1.04303126195756843e-08   -8.68756045640251955e+01   0.00000000000000000e+00
1.04457192851880568e-08   -3.85123799505123088e+02   0.00000000000000000e+00
1.04611259508004277e-08   -4.41095282260638953e+02   0.00000000000000000e+00
1.04765326164128003e-08   -2.13619923614826064e+02   0.00000000000000000e+00
1.04919392820251712e-08   1.56431814821337412e+02   0.00000000000000000e+00
1.05073459476375437e-08   4.33199328066957719e+02   0.00000000000000000e+00
1.05227526132499162e-08   4.36051796736009464e+02   0.00000000000000000e+00
1.05381592788622871e-08   1.57366757861322128e+02   0.00000000000000000e+00
1.05535659444746597e-08   -2.28859798446855393e+02   0.00000000000000000e+00
1.05689726100870306e-08   -4.75474791266367959e+02   0.00000000000000000e+00
1.05843792756994031e-08   -4.20192121219363457e+02   0.00000000000000000e+00
1.05997859413117740e-08   -9.22163893816222640e+01   0.00000000000000000e+00
1.06151926069241465e-08   3.02487291642694970e+02   0.00000000000000000e+00
1.06305992725365174e-08   5.10385595675606851e+02   0.00000000000000000e+00
1.06460059381488900e-08   3.93083828584980324e+02   0.00000000000000000e+00
1.06614126037612609e-08   1.92092982022173828e+01   0.00000000000000000e+00
1.06768192693736334e-08   -3.75394454285526194e+02   0.00000000000000000e+00
1.06922259349860043e-08   -5.36316667378050852e+02   0.00000000000000000e+00
1.07076326005983768e-08   -3.54454484024295994e+02   0.00000000000000000e+00
1.07230392662107477e-08   6.03613524249771558e+01   0.00000000000000000e+00
1.07384459318231203e-08   4.45483465681235941e+02   0.00000000000000000e+00
1.07538525974354912e-08   5.51656705568732718e+02   0.00000000000000000e+00
1.07692592630478637e-08   3.04197316554257611e+02   0.00000000000000000e+00
1.07846659286602362e-08   -1.45002438252704621e+02   0.00000000000000000e+00
1.08000725942726071e-08   -5.10567061179357665e+02   0.00000000000000000e+00
1.08154792598849797e-08   -5.54877143732281638e+02   0.00000000000000000e+00
1.08308859254973506e-08   -2.42396552176027797e+02   0.00000000000000000e+00
1.08462925911097231e-08   2.33066473746419490e+02   0.00000000000000000e+00
1.08616992567220940e-08   5.68464021864452661e+02   0.00000000000000000e+00
1.08771059223344665e-08   5.44628049803300655e+02   0.00000000000000000e+00
1.08925125879468374e-08   1.69372472252777982e+02   0.00000000000000000e+00
1.09079192535592100e-08   -3.22781901316538267e+02   0.00000000000000000e+00
1.09233259191715809e-08   -6.17088648121159736e+02   0.00000000000000000e+00
1.09387325847839534e-08   -5.19838852799301890e+02   0.00000000000000000e+00
1.09541392503963243e-08   -8.57403989969908480e+01   0.00000000000000000e+00
1.09695459160086968e-08   4.12264784803774603e+02   0.00000000000000000e+00
1.09849525816210677e-08   6.54523127080842414e+02   0.00000000000000000e+00
1.10003592472334403e-08   4.79809847703504033e+02   0.00000000000000000e+00
1.10157659128458112e-08   -7.52713528515909047e+00   0.00000000000000000e+00
1.10311725784581837e-08   -4.99514513730015040e+02   0.00000000000000000e+00
1.10465792440705563e-08   -6.79066078220738177e+02   0.00000000000000000e+00
1.10619859096829271e-08   -4.24281442632004428e+02   0.00000000000000000e+00
1.10773925752952997e-08   1.09048584817746928e+02   0.00000000000000000e+00
1.10927992409076706e-08   5.82401615996770943e+02   0.00000000000000000e+00
1.11082059065200431e-08   6.89256464981955219e+02   0.00000000000000000e+00
1.11236125721324140e-08   3.53471946325346835e+02   0.00000000000000000e+00
1.11390192377447866e-08   -2.17005395123559310e+02   0.00000000000000000e+00
1.11544259033571574e-08   -6.58659513681078124e+02   0.00000000000000000e+00
1.11698325689695300e-08   -6.83878132255053742e+02   0.00000000000000000e+00
1.11852392345819009e-08   -2.68080561582521796e+02   0.00000000000000000e+00
1.12006459001942734e-08   3.29148110945914709e+02   0.00000000000000000e+00
1.12160525658066443e-08   7.25893043213364990e+02   0.00000000000000000e+00
1.12314592314190169e-08   6.61955019913932233e+02   0.00000000000000000e+00
1.12468658970313877e-08   1.69258861361096365e+02   0.00000000000000000e+00
1.12622725626437603e-08   -4.42841272914623573e+02   0.00000000000000000e+00
1.12776792282561312e-08   -7.81614408620897848e+02   0.00000000000000000e+00
1.12930858938685037e-08   -6.22749411176888884e+02   0.00000000000000000e+00
1.13084925594808763e-08   -5.85598713931673274e+01   0.00000000000000000e+00
1.13238992250932472e-08   5.55144891004415854e+02   0.00000000000000000e+00
1.13393058907056197e-08   8.23312279535760808e+02   0.00000000000000000e+00
1.13547125563179906e-08   5.65774744560227305e+02   0.00000000000000000e+00
1.13701192219303631e-08   -6.21224122083822294e+01   0.00000000000000000e+00
1.13855258875427340e-08   -6.62923615249054592e+02   0.00000000000000000e+00
1.14009325531551066e-08   -8.48552993563340578e+02   0.00000000000000000e+00
1.14163392187674775e-08   -4.90830612441296694e+02   0.00000000000000000e+00
1.14317458843798500e-08   1.90609600085818784e+02   0.00000000000000000e+00
1.14471525499922209e-08   7.62969805971007872e+02   0.00000000000000000e+00
1.14625592156045934e-08   8.55105749108087366e+02   0.00000000000000000e+00
1.14779658812169643e-08   3.98061384155614576e+02   0.00000000000000000e+00
1.14933725468293369e-08   -3.24480760688748830e+02   0.00000000000000000e+00
1.15087792124417077e-08   -8.52124701777149994e+02   0.00000000000000000e+00
1.15241858780540803e-08   -8.41077890775224091e+02   0.00000000000000000e+00
1.15395925436664512e-08   -2.88032798543194417e+02   0.00000000000000000e+00
1.15549992092788237e-08   4.61094121964903820e+02   0.00000000000000000e+00
1.15704058748911963e-08   9.27383318045737497e+02   0.00000000000000000e+00
1.15858125405035672e-08   8.05043271131840697e+02   0.00000000000000000e+00
1.16012192061159397e-08   1.61814516451422378e+02   0.00000000000000000e+00
1.16166258717283106e-08   -5.97590130490726210e+02   0.00000000000000000e+00
1.16320325373406831e-08   -9.85973319398916601e+02   0.00000000000000000e+00
1.16474392029530540e-08   -7.46147030355083871e+02   0.00000000000000000e+00
1.16628458685654266e-08   -2.10525533551568742e+01   0.00000000000000000e+00
1.16782525341777975e-08   7.30884210566949946e+02   0.00000000000000000e+00
1.16936591997901700e-08   1.02540488158115204e+03   0.00000000000000000e+00
1.17090658654025409e-08   6.64174003418229972e+02   0.00000000000000000e+00
