t              pw-in-box.fdtd_inbox_Ex_3_3_3.dat       incid
5.82371960147652701e-09   -1.01332180987069851e+01   0.00000000000000000e+00
5.83912626708889873e-09   -1.00508353218550326e+01   0.00000000000000000e+00
5.85453293270127045e-09   -1.00499206640427321e+01   0.00000000000000000e+00
5.86993959831364216e-09   -1.01342031282880889e+01   0.00000000000000000e+00
5.88534626392601388e-09   -1.02525255983780532e+01   0.00000000000000000e+00
5.90075292953838559e-09   -1.03297800244152302e+01   0.00000000000000000e+00
5.91615959515075731e-09   -1.03145118835593514e+01   0.00000000000000000e+00
5.93156626076312985e-09   -1.02130678028668740e+01   0.00000000000000000e+00
5.94697292637550157e-09   -1.00876986441431171e+01   0.00000000000000000e+00
5.96237959198787329e-09   -1.00184649285187319e+01   0.00000000000000000e+00
5.97778625760024500e-09   -1.00521865669828863e+01   0.00000000000000000e+00
5.99319292321261672e-09   -1.01709404795599863e+01   0.00000000000000000e+00
6.00859958882498844e-09   -1.03012071755458319e+01   0.00000000000000000e+00
6.02400625443736015e-09   -1.03592876028334118e+01   0.00000000000000000e+00
6.03941292004973187e-09   -1.03049987758141608e+01   0.00000000000000000e+00
6.05481958566210359e-09   -1.01692528348142091e+01   0.00000000000000000e+00
6.07022625127447530e-09   -1.00367197514860784e+01   0.00000000000000000e+00
6.08563291688684702e-09   -9.99310926100270791e+00   0.00000000000000000e+00
6.10103958249921874e-09   -1.00698344496075158e+01   0.00000000000000000e+00
6.11644624811159045e-09   -1.02217258652987368e+01   0.00000000000000000e+00
6.13185291372396217e-09   -1.03534161010518648e+01   0.00000000000000000e+00
6.14725957933633388e-09   -1.03791262162398503e+01   0.00000000000000000e+00
6.16266624494870560e-09   -1.02784329772536296e+01   0.00000000000000000e+00
6.17807291056107732e-09   -1.01118270428635419e+01   0.00000000000000000e+00
6.19347957617344986e-09   -9.98454767038296431e+00   0.00000000000000000e+00
6.20888624178582158e-09   -9.98019798278109072e+00   0.00000000000000000e+00
6.22429290739819329e-09   -1.01059572571977387e+01   0.00000000000000000e+00
6.23969957301056501e-09   -1.02852165657483923e+01   0.00000000000000000e+00
6.25510623862293673e-09   -1.04040945340614002e+01   0.00000000000000000e+00
6.27051290423530844e-09   -1.03836914734584358e+01   0.00000000000000000e+00
6.28591956984768016e-09   -1.02322987464802715e+01   0.00000000000000000e+00
6.30132623546005188e-09   -1.00431104784197220e+01   0.00000000000000000e+00
6.31673290107242359e-09   -9.93699255774579093e+00   0.00000000000000000e+00
6.33213956668479531e-09   -9.98536369534499890e+00   0.00000000000000000e+00
6.34754623229716703e-09   -1.01623321938579174e+01   0.00000000000000000e+00
6.36295289790953874e-09   -1.03580441633601108e+01   0.00000000000000000e+00
6.37835956352191046e-09   -1.04467486660262860e+01   0.00000000000000000e+00
6.39376622913428217e-09   -1.03674904812128919e+01   0.00000000000000000e+00
6.40917289474665389e-09   -1.01657178901465581e+01   0.00000000000000000e+00
6.42457956035902561e-09   -9.96756771528684915e+00   0.00000000000000000e+00
6.43998622597139732e-09   -9.90113212308338220e+00   0.00000000000000000e+00
6.45539289158376987e-09   -1.00137728648093987e+01   0.00000000000000000e+00
6.47079955719614158e-09   -1.02387841474479249e+01   0.00000000000000000e+00
6.48620622280851330e-09   -1.04346280101906750e+01   0.00000000000000000e+00
6.50161288842088502e-09   -1.04738486047381585e+01   0.00000000000000000e+00
6.51701955403325673e-09   -1.03258851673755547e+01   0.00000000000000000e+00
6.53242621964562845e-09   -1.00800611560212481e+01   0.00000000000000000e+00
6.54783288525800017e-09   -9.89188323110175816e+00   0.00000000000000000e+00
6.56323955087037188e-09   -9.88478481733824310e+00   0.00000000000000000e+00
6.57864621648274360e-09   -1.00693224536229309e+01   0.00000000000000000e+00
6.59405288209511532e-09   -1.03326224835890255e+01   0.00000000000000000e+00
6.60945954770748703e-09   -1.05072279740181358e+01   0.00000000000000000e+00
6.62486621331985875e-09   -1.04774817550164272e+01   0.00000000000000000e+00
6.64027287893223047e-09   -1.02559377363524042e+01   0.00000000000000000e+00
6.65567954454460218e-09   -9.97943895876451847e+00   0.00000000000000000e+00
6.67108621015697390e-09   -9.82476564740087532e+00   0.00000000000000000e+00
6.68649287576934561e-09   -9.89573443014611165e+00   0.00000000000000000e+00
6.70189954138171733e-09   -1.01537739345429223e+01   0.00000000000000000e+00
6.71730620699408987e-09   -1.04382477236023625e+01   0.00000000000000000e+00
6.73271287260646159e-09   -1.05662952660517107e+01   0.00000000000000000e+00
6.74811953821883331e-09   -1.04502411644551092e+01   0.00000000000000000e+00
6.76352620383120502e-09   -1.01572723242787237e+01   0.00000000000000000e+00
6.77893286944357674e-09   -9.87097249695273327e+00   0.00000000000000000e+00
6.79433953505594846e-09   -9.77643334206281978e+00   0.00000000000000000e+00
6.80974620066832017e-09   -9.94074263900569299e+00   0.00000000000000000e+00
6.82515286628069189e-09   -1.02659236957070199e+01   0.00000000000000000e+00
6.84055953189306361e-09   -1.05470264799562976e+01   0.00000000000000000e+00
6.85596619750543532e-09   -1.06011546276571895e+01   0.00000000000000000e+00
6.87137286311780704e-09   -1.03862933893281308e+01   0.00000000000000000e+00
6.88677952873017876e-09   -1.00328425171026243e+01   0.00000000000000000e+00
6.90218619434255047e-09   -9.76475076267390918e+00   0.00000000000000000e+00
6.91759285995492219e-09   -9.75776510162460120e+00   0.00000000000000000e+00
6.93299952556729390e-09   -1.00244242124180829e+01   0.00000000000000000e+00
6.94840619117966562e-09   -1.04009291831396595e+01   0.00000000000000000e+00
6.96381285679203734e-09   -1.06475217325756546e+01   0.00000000000000000e+00
6.97921952240440988e-09   -1.06010147923683515e+01   0.00000000000000000e+00
6.99462618801678160e-09   -1.02825321669655736e+01   0.00000000000000000e+00
7.01003285362915331e-09   -9.88947924588298655e+00   0.00000000000000000e+00
7.02543951924152503e-09   -9.67339745466818890e+00   0.00000000000000000e+00
7.04084618485389675e-09   -9.77914040965426778e+00   0.00000000000000000e+00
7.05625285046626846e-09   -1.01480966917472113e+01   0.00000000000000000e+00
7.07165951607864018e-09   -1.05499190235910234e+01   0.00000000000000000e+00
7.08706618169101190e-09   -1.07261396319233686e+01   0.00000000000000000e+00
7.10247284730338361e-09   -1.05562595018176655e+01   0.00000000000000000e+00
7.11787951291575533e-09   -1.01396895512707701e+01   0.00000000000000000e+00
7.13328617852812705e-09   -9.73809189288011368e+00   0.00000000000000000e+00
7.14869284414049876e-09   -9.61120503047147601e+00   0.00000000000000000e+00
7.16409950975287048e-09   -9.84904124434081929e+00   0.00000000000000000e+00
7.17950617536524219e-09   -1.03087471120751744e+01   0.00000000000000000e+00
7.19491284097761391e-09   -1.07000090137515382e+01   0.00000000000000000e+00
7.21031950658998563e-09   -1.07682137731495775e+01   0.00000000000000000e+00
7.22572617220235734e-09   -1.04599227030142892e+01   0.00000000000000000e+00
7.24113283781472989e-09   -9.96325074015383194e+00   0.00000000000000000e+00
7.25653950342710160e-09   -9.59341047538975289e+00   0.00000000000000000e+00
7.27194616903947332e-09   -9.59283981921270268e+00   0.00000000000000000e+00
7.28735283465184504e-09   -9.97253584678677463e+00   0.00000000000000000e+00
7.30275950026421675e-09   -1.04982770625125461e+01   0.00000000000000000e+00
7.31816616587658847e-09   -1.08348217345789521e+01   0.00000000000000000e+00
7.33357283148896019e-09   -1.07594955959363645e+01   0.00000000000000000e+00
7.34897949710133190e-09   -1.03092046066792875e+01   0.00000000000000000e+00
7.36438616271370362e-09   -9.76400806895903095e+00   0.00000000000000000e+00
7.37979282832607534e-09   -9.47319015673072684e+00   0.00000000000000000e+00
7.39519949393844705e-09   -9.63167890272655391e+00   0.00000000000000000e+00
7.41060615955081877e-09   -1.01498085491216870e+01   0.00000000000000000e+00
7.42601282516319049e-09   -1.07031889906495330e+01   0.00000000000000000e+00
7.44141949077556220e-09   -1.09355650361118713e+01   0.00000000000000000e+00
7.45682615638793392e-09   -1.06879596438939704e+01   0.00000000000000000e+00
7.47223282200030646e-09   -1.01068467143463820e+01   0.00000000000000000e+00
7.48763948761267735e-09   -9.55809817183288501e+00   0.00000000000000000e+00
7.50304615322504989e-09   -9.39685054592903235e+00   0.00000000000000000e+00
7.51845281883742078e-09   -9.73790093314400806e+00   0.00000000000000000e+00
7.53385948444979333e-09   -1.03749315278681777e+01   0.00000000000000000e+00
7.54926615006216422e-09   -1.09048572465713853e+01   0.00000000000000000e+00
7.56467281567453676e-09   -1.09826654815031297e+01   0.00000000000000000e+00
7.58007948128690765e-09   -1.05457712150980658e+01   0.00000000000000000e+00
7.59548614689928019e-09   -9.86216062966822449e+00   0.00000000000000000e+00
7.61089281251165108e-09   -9.36639707499243102e+00   0.00000000000000000e+00
7.62629947812402363e-09   -9.38358826746942754e+00   0.00000000000000000e+00
7.64170614373639617e-09   -9.91651203807470694e+00   0.00000000000000000e+00
7.65711280934876706e-09   -1.06350875789559005e+01   0.00000000000000000e+00
7.67251947496113960e-09   -1.10804850941703492e+01   0.00000000000000000e+00
7.68792614057351049e-09   -1.09578813590576107e+01   0.00000000000000000e+00
7.70333280618588304e-09   -1.03312092473590145e+01   0.00000000000000000e+00
7.71873947179825392e-09   -9.59150370498000981e+00   0.00000000000000000e+00
7.73414613741062647e-09   -9.21320156011173808e+00   0.00000000000000000e+00
7.74955280302299736e-09   -9.45007651396130477e+00   0.00000000000000000e+00
7.76495946863536990e-09   -1.01655362237813343e+01   0.00000000000000000e+00
7.78036613424774079e-09   -1.09104421358317420e+01   0.00000000000000000e+00
7.79577279986011333e-09   -1.12047846128930662e+01   0.00000000000000000e+00
7.81117946547248422e-09   -1.08467428746933479e+01   0.00000000000000000e+00
7.82658613108485677e-09   -1.00502975800047114e+01   0.00000000000000000e+00
7.84199279669722766e-09   -9.31801897054088002e+00   0.00000000000000000e+00
7.85739946230960020e-09   -9.12419920256441941e+00   0.00000000000000000e+00
7.87280612792197109e-09   -9.60794182990097667e+00   0.00000000000000000e+00
7.88821279353434363e-09   -1.04746287755936560e+01   0.00000000000000000e+00
7.90361945914671618e-09   -1.11748242966353111e+01   0.00000000000000000e+00
7.91902612475908707e-09   -1.12523339489326499e+01   0.00000000000000000e+00
7.93443279037145961e-09   -1.06410934784562414e+01   0.00000000000000000e+00
7.94983945598383050e-09   -9.71788116861800866e+00   0.00000000000000000e+00
7.96524612159620304e-09   -9.07050945455775270e+00   0.00000000000000000e+00
7.98065278720857393e-09   -9.12381859938972184e+00   0.00000000000000000e+00
7.99605945282094647e-09   -9.86127661173067693e+00   0.00000000000000000e+00
8.01146611843331736e-09   -1.08243735040449440e+01   0.00000000000000000e+00
8.02687278404568991e-09   -1.13973100446616868e+01   0.00000000000000000e+00
8.04227944965806080e-09   -1.12004727359864500e+01   0.00000000000000000e+00
8.05768611527043334e-09   -1.03414460694214245e+01   0.00000000000000000e+00
8.07309278088280423e-09   -9.35789709857062135e+00   0.00000000000000000e+00
8.08849944649517677e-09   -8.88139676235392450e+00   0.00000000000000000e+00
8.10390611210754766e-09   -9.23214702166779588e+00   0.00000000000000000e+00
8.11931277771992021e-09   -1.02044954008738493e+01   0.00000000000000000e+00
8.13471944333229110e-09   -1.11864947535756141e+01   0.00000000000000000e+00
8.15012610894466364e-09   -1.15447091245112183e+01   0.00000000000000000e+00
8.16553277455703618e-09   -1.10325014350081432e+01   0.00000000000000000e+00
8.18093944016940707e-09   -9.95883134156223271e+00   0.00000000000000000e+00
8.19634610578177962e-09   -9.00263745858708830e+00   0.00000000000000000e+00
8.21175277139415051e-09   -8.78381577275407111e+00   0.00000000000000000e+00
8.22715943700652305e-09   -9.46169419644662923e+00   0.00000000000000000e+00
8.24256610261889394e-09   -1.06208641106567825e+01   0.00000000000000000e+00
8.25797276823126648e-09   -1.15251504470830870e+01   0.00000000000000000e+00
8.27337943384363737e-09   -1.15848469367053521e+01   0.00000000000000000e+00
8.28878609945600991e-09   -1.07408655712859016e+01   0.00000000000000000e+00
8.30419276506838080e-09   -9.51581192305244272e+00   0.00000000000000000e+00
8.31959943068075335e-09   -8.69088283012353280e+00   0.00000000000000000e+00
8.33500609629312424e-09   -8.80801292495937815e+00   0.00000000000000000e+00
8.35041276190549678e-09   -9.81435583148065760e+00   0.00000000000000000e+00
8.36581942751786767e-09   -1.10820158042306645e+01   0.00000000000000000e+00
8.38122609313024021e-09   -1.17993746246674469e+01   0.00000000000000000e+00
8.39663275874261110e-09   -1.14904146696828278e+01   0.00000000000000000e+00
8.41203942435498365e-09   -1.03299439379719580e+01   0.00000000000000000e+00
8.42744608996735619e-09   -9.04637186086266887e+00   0.00000000000000000e+00
8.44285275557972708e-09   -8.46489758248987378e+00   0.00000000000000000e+00
8.45825942119209962e-09   -8.97733292163297492e+00   0.00000000000000000e+00
8.47366608680447051e-09   -1.02789763967140146e+01   0.00000000000000000e+00
8.48907275241684306e-09   -1.15487096361924344e+01   0.00000000000000000e+00
8.50447941802921394e-09   -1.19666129541086921e+01   0.00000000000000000e+00
8.51988608364158649e-09   -1.12430479058924426e+01   0.00000000000000000e+00
8.53529274925395738e-09   -9.81803272389211656e+00   0.00000000000000000e+00
8.55069941486632992e-09   -8.59446926494243257e+00   0.00000000000000000e+00
8.56610608047870081e-09   -8.36641306394001383e+00   0.00000000000000000e+00
8.58151274609107335e-09   -9.30418353649209351e+00   0.00000000000000000e+00
8.59691941170344424e-09   -1.08299165497230163e+01   0.00000000000000000e+00
8.61232607731581679e-09   -1.19729905250140654e+01   0.00000000000000000e+00
8.62773274292818768e-09   -1.19871530175720569e+01   0.00000000000000000e+00
8.64313940854056022e-09   -1.08372010153623517e+01   0.00000000000000000e+00
8.65854607415293111e-09   -9.23813490338018184e+00   0.00000000000000000e+00
8.67395273976530365e-09   -8.21115861616428333e+00   0.00000000000000000e+00
8.68935940537767620e-09   -8.43186961217356590e+00   0.00000000000000000e+00
8.70476607099004709e-09   -9.78644541913014088e+00   0.00000000000000000e+00
8.72017273660241963e-09   -1.14269884732893416e+01   0.00000000000000000e+00
8.73557940221479052e-09   -1.23017706107197000e+01   0.00000000000000000e+00
8.75098606782716306e-09   -1.18291071919528061e+01   0.00000000000000000e+00
8.76639273343953395e-09   -1.02833267869057874e+01   0.00000000000000000e+00
8.78179939905190649e-09   -8.63723195372754304e+00   0.00000000000000000e+00
8.79720606466427738e-09   -7.95034107422502778e+00   0.00000000000000000e+00
8.81261273027664993e-09   -8.68732713813920299e+00   0.00000000000000000e+00
8.82801939588902082e-09   -1.04048289684690847e+01   0.00000000000000000e+00
8.84342606150139336e-09   -1.20170288781026855e+01   0.00000000000000000e+00
8.85883272711376425e-09   -1.24816895647639665e+01   0.00000000000000000e+00
8.87423939272613679e-09   -1.14734767755730473e+01   0.00000000000000000e+00
8.88964605833850768e-09   -9.60986119501711578e+00   0.00000000000000000e+00
8.90505272395088023e-09   -8.07383369608743529e+00   0.00000000000000000e+00
8.92045938956325112e-09   -7.86337348342589593e+00   0.00000000000000000e+00
8.93586605517562366e-09   -9.14356894782332574e+00   0.00000000000000000e+00
8.95127272078799620e-09   -1.11216618504807379e+01   0.00000000000000000e+00
8.96667938640036709e-09   -1.25372368427195795e+01   0.00000000000000000e+00
8.98208605201273964e-09   -1.24649344167055602e+01   0.00000000000000000e+00
8.99749271762511053e-09   -1.09187298933704167e+01   0.00000000000000000e+00
9.01289938323748307e-09   -8.86356153204775410e+00   0.00000000000000000e+00
9.02830604884985396e-09   -7.61376630984361391e+00   0.00000000000000000e+00
9.04371271446222650e-09   -7.99294241767448810e+00   0.00000000000000000e+00
9.05911938007459739e-09   -9.79199645165420485e+00   0.00000000000000000e+00
9.07452604568696993e-09   -1.18815115159979960e+01   0.00000000000000000e+00
9.08993271129934082e-09   -1.29202207234458335e+01   0.00000000000000000e+00
9.10533937691171337e-09   -1.22155298365343157e+01   0.00000000000000000e+00
9.12074604252408426e-09   -1.01842798742615095e+01   0.00000000000000000e+00
9.13615270813645680e-09   -8.10785647293698730e+00   0.00000000000000000e+00
9.15155937374882769e-09   -7.32435642310744761e+00   0.00000000000000000e+00
9.16696603936120023e-09   -8.36676802156433119e+00   0.00000000000000000e+00
9.18237270497357112e-09   -1.06019275709930998e+01   0.00000000000000000e+00
9.19777937058594367e-09   -1.26139062815982790e+01   0.00000000000000000e+00
9.21318603619831621e-09   -1.31004901051957372e+01   0.00000000000000000e+00
9.22859270181068710e-09   -1.17154681910153062e+01   0.00000000000000000e+00
9.24399936742305964e-09   -9.31226922605701724e+00   0.00000000000000000e+00
9.25940603303543053e-09   -7.41903628487337841e+00   0.00000000000000000e+00
9.27481269864780308e-09   -7.26738269371329881e+00   0.00000000000000000e+00
9.29021936426017396e-09   -8.99182180737908432e+00   0.00000000000000000e+00
9.30562602987254651e-09   -1.15198574665152478e+01   0.00000000000000000e+00
9.32103269548491740e-09   -1.32382226056866283e+01   0.00000000000000000e+00
9.33643936109728994e-09   -1.30219157135529002e+01   0.00000000000000000e+00
9.35184602670966083e-09   -1.09699567032142085e+01   0.00000000000000000e+00
9.36725269232203337e-09   -8.36715556135188265e+00   0.00000000000000000e+00
9.38265935793440426e-09   -6.88033008414328329e+00   0.00000000000000000e+00
9.39806602354677681e-09   -7.49137274819879373e+00   0.00000000000000000e+00
9.41347268915914770e-09   -9.84980234215031558e+00   0.00000000000000000e+00
9.42887935477152024e-09   -1.24711116248903693e+01   0.00000000000000000e+00
9.44428602038389113e-09   -1.36705691979685593e+01   0.00000000000000000e+00
9.45969268599626367e-09   -1.26454867677336100e+01   0.00000000000000000e+00
9.47509935160863622e-09   -1.00110357215874277e+01   0.00000000000000000e+00
9.49050601722100711e-09   -7.43276103906047503e+00   0.00000000000000000e+00
9.50591268283337965e-09   -6.57416701877595422e+00   0.00000000000000000e+00
9.52131934844575054e-09   -8.02399724775568046e+00   0.00000000000000000e+00
9.53672601405812308e-09   -1.08945961229413228e+01   0.00000000000000000e+00
9.55213267967049397e-09   -1.33641213538296757e+01   0.00000000000000000e+00
9.56753934528286651e-09   -1.38322417386829457e+01   0.00000000000000000e+00
9.58294601089523740e-09   -1.19565473481304672e+01   0.00000000000000000e+00
9.59835267650760995e-09   -8.89888132254939279e+00   0.00000000000000000e+00
9.61375934211998084e-09   -6.60667866247705859e+00   0.00000000000000000e+00
9.62916600773235338e-09   -6.57317525111420942e+00   0.00000000000000000e+00
9.64457267334472427e-09   -8.86542856644858546e+00   0.00000000000000000e+00
9.65997933895709681e-09   -1.20523475410590741e+01   0.00000000000000000e+00
9.67538600456946770e-09   -1.40972922880599647e+01   0.00000000000000000e+00
9.69079267018184025e-09   -1.36590721132976132e+01   0.00000000000000000e+00
9.70619933579421114e-09   -1.09706155595359558e+01   0.00000000000000000e+00
9.72160600140658368e-09   -7.72025350179672643e+00   0.00000000000000000e+00
9.73701266701895622e-09   -5.99221067907716787e+00   0.00000000000000000e+00
9.75241933263132711e-09   -6.93070776799912114e+00   0.00000000000000000e+00
9.76782599824369966e-09   -9.98356636037326872e+00   0.00000000000000000e+00
9.78323266385607055e-09   -1.32245699560590264e+01   0.00000000000000000e+00
9.79863932946844309e-09   -1.45681383860924516e+01   0.00000000000000000e+00
9.81404599508081398e-09   -1.31107833631532369e+01   0.00000000000000000e+00
9.82945266069318652e-09   -9.73690170099523300e+00   0.00000000000000000e+00
9.84485932630555741e-09   -6.58378484761371841e+00   0.00000000000000000e+00
9.86026599191792995e-09   -5.68832151237175587e+00   0.00000000000000000e+00
9.87567265753030084e-09   -7.67186664504003879e+00   0.00000000000000000e+00
9.89107932314267339e-09   -1.13119694622495928e+01   0.00000000000000000e+00
9.90648598875504428e-09   -1.42944579319318201e+01   0.00000000000000000e+00
9.92189265436741682e-09   -1.46840455832546759e+01   0.00000000000000000e+00
9.93729931997978771e-09   -1.21793164206570808e+01   0.00000000000000000e+00
9.95270598559216025e-09   -8.33875690592736518e+00   0.00000000000000000e+00
9.96811265120453114e-09   -5.61211012772946205e+00   0.00000000000000000e+00
9.98351931681690369e-09   -5.77838856188003458e+00   0.00000000000000000e+00
9.99892598242927623e-09   -8.78609822472927782e+00   0.00000000000000000e+00
1.00143326480416471e-08   -1.27511652180931208e+01   0.00000000000000000e+00
1.00297393136540197e-08   -1.51362276305905183e+01   0.00000000000000000e+00
1.00451459792663906e-08   -1.43737447107921650e+01   0.00000000000000000e+00
1.00605526448787631e-08   -1.08950442343378988e+01   0.00000000000000000e+00
1.00759593104911340e-08   -6.89050430662542546e+00   0.00000000000000000e+00
1.00913659761035065e-08   -4.93119053900609305e+00   0.00000000000000000e+00
1.01067726417158774e-08   -6.31879329436930171e+00   0.00000000000000000e+00
1.01221793073282500e-08   -1.02224266755898086e+01   0.00000000000000000e+00
1.01375859729406209e-08   -1.41737368388199609e+01   0.00000000000000000e+00
1.01529926385529934e-08   -1.56269471227658006e+01   0.00000000000000000e+00
1.01683993041653643e-08   -1.35983487212127905e+01   0.00000000000000000e+00
1.01838059697777368e-08   -9.32985322577767562e+00   0.00000000000000000e+00
1.01992126353901077e-08   -5.53042138923786020e+00   0.00000000000000000e+00
1.02146193010024803e-08   -4.65755425584494986e+00   0.00000000000000000e+00
1.02300259666148511e-08   -7.32857638349641505e+00   0.00000000000000000e+00
1.02454326322272237e-08   -1.18882672199372088e+01   0.00000000000000000e+00
1.02608392978395962e-08   -1.54332321073140939e+01   0.00000000000000000e+00
1.02762459634519671e-08   -1.56599578273665649e+01   0.00000000000000000e+00
1.02916526290643397e-08   -1.23606792803723167e+01   0.00000000000000000e+00
1.03070592946767106e-08   -7.59626098724325161e+00   0.00000000000000000e+00
1.03224659602890831e-08   -4.41003309513987674e+00   0.00000000000000000e+00
1.03378726259014540e-08   -4.88451764489722784e+00   0.00000000000000000e+00
1.03532792915138265e-08   -8.78145203067910707e+00   0.00000000000000000e+00
1.03686859571261974e-08   -1.36525093055911348e+01   0.00000000000000000e+00
1.03840926227385700e-08   -1.63765206180846832e+01   0.00000000000000000e+00
1.03994992883509409e-08   -1.51586740844789141e+01   0.00000000000000000e+00
1.04149059539633134e-08   -1.07116011333695038e+01   0.00000000000000000e+00
1.04303126195756843e-08   -5.84204966636930934e+00   0.00000000000000000e+00
1.04457192851880568e-08   -3.68030699704176012e+00   0.00000000000000000e+00
1.04611259508004277e-08   -5.66872654207840121e+00   0.00000000000000000e+00
1.04765326164128003e-08   -1.06014137916784392e+01   0.00000000000000000e+00
1.04919392820251712e-08   -1.53531942805888786e+01   0.00000000000000000e+00
1.05073459476375437e-08   -1.68587901047141990e+01   0.00000000000000000e+00
1.05227526132499162e-08   -1.40893223087505071e+01   0.00000000000000000e+00
1.05381592788622871e-08   -8.75221805780277862e+00   0.00000000000000000e+00
1.05535659444746597e-08   -4.24030920690491175e+00   0.00000000000000000e+00
1.05689726100870306e-08   -3.47577172361678066e+00   0.00000000000000000e+00
1.05843792756994031e-08   -7.01852345459136640e+00   0.00000000000000000e+00
1.05997859413117740e-08   -1.26629548891269224e+01   0.00000000000000000e+00
1.06151926069241465e-08   -1.68096563471145970e+01   0.00000000000000000e+00
1.06305992725365174e-08   -1.67599615661626054e+01   0.00000000000000000e+00
1.06460059381488900e-08   -1.24710824331947379e+01   0.00000000000000000e+00
1.06614126037612609e-08   -6.63106688746809603e+00   0.00000000000000000e+00
1.06768192693736334e-08   -2.97527184276464363e+00   0.00000000000000000e+00
1.06922259349860043e-08   -3.89795912710447956e+00   0.00000000000000000e+00
1.07076326005983768e-08   -8.88567020749784042e+00   0.00000000000000000e+00
1.07230392662107477e-08   -1.47965726714360262e+01   0.00000000000000000e+00
1.07384459318231203e-08   -1.78384880218682653e+01   0.00000000000000000e+00
1.07538525974354912e-08   -1.60009675963843243e+01   0.00000000000000000e+00
1.07692592630478637e-08   -1.03821515499060215e+01   0.00000000000000000e+00
1.07846659286602362e-08   -4.53586526253693734e+00   0.00000000000000000e+00
1.08000725942726071e-08   -2.22483468896455738e+00   0.00000000000000000e+00
1.08154792598849797e-08   -4.99984987059522457e+00   0.00000000000000000e+00
1.08308859254973506e-08   -1.11618135697747221e+01   0.00000000000000000e+00
1.08462925911097231e-08   -1.67997487755866430e+01   0.00000000000000000e+00
1.08616992567220940e-08   -1.82721814479929350e+01   0.00000000000000000e+00
1.08771059223344665e-08   -1.45581266338395370e+01   0.00000000000000000e+00
1.08925125879468374e-08   -7.96047829608926705e+00   0.00000000000000000e+00
1.09079192535592100e-08   -2.67989680103326755e+00   0.00000000000000000e+00
1.09233259191715809e-08   -2.14115739697748264e+00   0.00000000000000000e+00
1.09387325847839534e-08   -6.77313603721480462e+00   0.00000000000000000e+00
1.09541392503963243e-08   -1.36807664757809455e+01   0.00000000000000000e+00
1.09695459160086968e-08   -1.84530295254633003e+01   0.00000000000000000e+00
1.09849525816210677e-08   -1.79788411189152839e+01   0.00000000000000000e+00
1.10003592472334403e-08   -1.24737984967946822e+01   0.00000000000000000e+00
1.10157659128458112e-08   -5.39831496786691467e+00   0.00000000000000000e+00
1.10311725784581837e-08   -1.28371067368833280e+00   0.00000000000000000e+00
1.10465792440705563e-08   -2.83112869672931122e+00   0.00000000000000000e+00
1.10619859096829271e-08   -9.14006811719443846e+00   0.00000000000000000e+00
1.10773925752952997e-08   -1.62272007273278263e+01   0.00000000000000000e+00
1.10927992409076706e-08   -1.95402258131678259e+01   0.00000000000000000e+00
1.11082059065200431e-08   -1.68810198498644830e+01   0.00000000000000000e+00
1.11236125721324140e-08   -9.86165133945160299e+00   0.00000000000000000e+00
1.11390192377447866e-08   -2.93028168606191564e+00   0.00000000000000000e+00
1.11544259033571574e-08   -5.53414337424924074e-01   0.00000000000000000e+00
1.11698325689695300e-08   -4.33876284715786831e+00   0.00000000000000000e+00
1.11852392345819009e-08   -1.19514078732316413e+01   0.00000000000000000e+00
1.12006459001942734e-08   -1.85517392051463048e+01   0.00000000000000000e+00
1.12160525658066443e-08   -1.98711698526225931e+01   0.00000000000000000e+00
1.12314592314190169e-08   -1.49715513303143588e+01   0.00000000000000000e+00
1.12468658970313877e-08   -6.90521708976198134e+00   0.00000000000000000e+00
1.12622725626437603e-08   -8.15292928832389130e-01   0.00000000000000000e+00
1.12776792282561312e-08   -6.57383219169784816e-01   0.00000000000000000e+00
1.12930858938685037e-08   -6.63166628156470228e+00   0.00000000000000000e+00
1.13084925594808763e-08   -1.49915633436408626e+01   0.00000000000000000e+00
1.13238992250932472e-08   -2.03917459608241849e+01   0.00000000000000000e+00
1.13393058907056197e-08   -1.93049749584147392e+01   0.00000000000000000e+00
1.13547125563179906e-08   -1.23242810858662999e+01   0.00000000000000000e+00
1.13701192219303631e-08   -3.84895039828612262e+00   0.00000000000000000e+00
1.13855258875427340e-08   6.86596216845028806e-01   0.00000000000000000e+00
1.14009325531551066e-08   -1.70363198640846392e+00   0.00000000000000000e+00
1.14163392187674775e-08   -9.59357233354174355e+00   0.00000000000000000e+00
1.14317458843798500e-08   -1.79913599876828378e+01   0.00000000000000000e+00
1.14471525499922209e-08   -2.14964059194813437e+01   0.00000000000000000e+00
1.14625592156045934e-08   -1.77714097791259000e+01   0.00000000000000000e+00
1.14779658812169643e-08   -9.09785744143116659e+00   0.00000000000000000e+00
1.14933725468293369e-08   -9.81701430556148225e-01   0.00000000000000000e+00
1.15087792124417077e-08   1.34067935929867899e+00   0.00000000000000000e+00
1.15241858780540803e-08   -3.72032625628608349e+00   0.00000000000000000e+00
1.15395925436664512e-08   -1.30245642901178122e+01   0.00000000000000000e+00
1.15549992092788237e-08   -2.06481475268362615e+01   0.00000000000000000e+00
1.15704058748911963e-08   -2.16540373373130279e+01   0.00000000000000000e+00
1.15858125405035672e-08   -1.52878772811409096e+01   0.00000000000000000e+00
1.16012192061159397e-08   -5.53123696906903817e+00   0.00000000000000000e+00
1.16166258717283106e-08   1.38668991224022076e+00   0.00000000000000000e+00
