1.999999989999999873e-11 1.234455589999999931e-11 3.653727839999999782e-02
3.999999979999999746e-11 4.710407060000000160e-11 3.511065990000000053e-02
5.999999799999999845e-11 5.026416779999999820e-11 3.381386029999999820e-02
7.999999970000000468e-11 5.214886860000000173e-11 3.271529449999999867e-02
1.000000009999999978e-10 4.965816649999999781e-11 3.179084880000000030e-02
1.199999959999999969e-10 4.741611269999999792e-11 3.101335090000000017e-02
1.399999979999999936e-10 4.922082189999999856e-11 3.035947120000000166e-02
1.599999989999999962e-10 5.164561829999999802e-11 2.980955880000000016e-02
1.800000009999999929e-10 5.050540539999999913e-11 2.934708260000000110e-02
2.000000029999999896e-10 4.805286719999999899e-11 2.895813989999999893e-02
2.200000039999999922e-10 4.858057009999999810e-11 2.863103709999999941e-02
2.399999919999999938e-10 5.093021840000000216e-11 2.835594489999999912e-02
2.599999940000000163e-10 5.094022429999999765e-11 2.812459130000000140e-02
2.799999949999999931e-10 4.879709139999999680e-11 2.793002129999999986e-02
2.999999970000000157e-10 4.833936030000000030e-11 2.776638979999999923e-02
3.199999989999999865e-10 5.020024670000000202e-11 2.762877570000000019e-02
3.400000000000000150e-10 5.100767030000000269e-11 2.751304020000000169e-02
3.600000019999999858e-10 4.947767200000000029e-11 2.741570769999999990e-02
3.800000040000000084e-10 4.842018449999999914e-11 2.733385190000000090e-02
4.000000049999999851e-10 4.959581360000000217e-11 2.726501040000000112e-02
4.200000070000000077e-10 5.080735830000000034e-11 2.720711379999999832e-02
4.400000089999999786e-10 4.998759740000000251e-11 2.715842430000000099e-02
4.600000100000000070e-10 4.870985559999999969e-11 2.711747590000000013e-02
4.799999839999999876e-10 4.919083200000000230e-11 2.708303930000000026e-02
4.999999860000000101e-10 5.045815150000000190e-11 2.705407699999999929e-02
5.199999880000000327e-10 5.028429060000000156e-11 2.702972110000000094e-02
5.399999890000000094e-10 4.909077309999999901e-11 2.700923569999999843e-02
5.599999910000000320e-10 4.899972090000000249e-11 2.699200809999999923e-02
5.799999920000000088e-10 5.007036450000000171e-11 2.697752039999999976e-02
5.999999940000000313e-10 5.037756320000000030e-11 2.696533690000000108e-02
6.199999959999999505e-10 4.946437700000000282e-11 2.695508859999999965e-02
6.399999970000000306e-10 4.899275430000000049e-11 2.694647199999999909e-02
6.599999989999999498e-10 4.972779130000000044e-11 2.693922450000000093e-02
6.800000009999999724e-10 5.031224050000000281e-11 2.693312800000000062e-02
7.000000019999999491e-10 4.976351280000000310e-11 2.692800199999999949e-02
7.200000039999999717e-10 4.911498990000000047e-11 2.692369190000000120e-02
7.400000059999999942e-10 4.948028100000000065e-11 2.692006710000000025e-02
7.600000069999999710e-10 5.014884340000000055e-11 2.691701800000000089e-02
7.800000089999999935e-10 4.995523440000000313e-11 2.691445500000000032e-02
8.000000110000000161e-10 4.930429679999999921e-11 2.691229809999999903e-02
8.200000119999999929e-10 4.934479209999999820e-11 2.691048379999999920e-02
8.400000140000000154e-10 4.994764320000000247e-11 2.690895830000000072e-02
8.600000160000000380e-10 5.003682189999999993e-11 2.690767679999999870e-02
8.800000170000000147e-10 4.950509450000000083e-11 2.690659839999999872e-02
9.000000190000000373e-10 4.931235980000000081e-11 2.690569129999999948e-02
9.200000209999999565e-10 4.975755919999999780e-11 2.690492759999999969e-02
9.399999670000001018e-10 5.002664950000000203e-11 2.690428679999999975e-02
9.599999679999999751e-10 4.967652680000000156e-11 2.690374660000000029e-02
9.799999699999999977e-10 4.935757359999999974e-11 2.690329220000000146e-02
9.999999720000000203e-10 4.961045460000000115e-11 2.690291220000000025e-02
1.019999970000000066e-09 4.995459600000000296e-11 2.690259180000000028e-02
1.039999980000000042e-09 4.979573699999999991e-11 2.690231989999999906e-02
1.059999979999999973e-09 4.944825099999999963e-11 2.690209450000000113e-02
1.079999979999999904e-09 4.952063760000000035e-11 2.690190259999999944e-02
1.099999980000000041e-09 4.985302449999999892e-11 2.690174240000000119e-02
1.119999979999999972e-09 4.985649389999999836e-11 2.690160830000000100e-02
1.139999979999999903e-09 4.955376389999999769e-11 2.690149470000000043e-02
1.159999980000000041e-09 4.948717820000000136e-11 2.690139969999999839e-02
1.179999990000000017e-09 4.974966269999999861e-11 2.690131960000000100e-02
1.199999989999999947e-09 4.986538959999999920e-11 2.690125260000000157e-02
1.219999990000000085e-09 4.964995080000000177e-11 2.690119480000000007e-02
1.239999990000000016e-09 4.949919639999999848e-11 2.690114639999999918e-02
1.259999989999999947e-09 4.966432819999999723e-11 2.690110730000000103e-02
1.279999990000000085e-09 4.983657929999999887e-11 2.690107380000000131e-02
1.300000000000000060e-09 4.972182390000000010e-11 2.690104579999999870e-02
1.319999999999999991e-09 4.954052450000000000e-11 2.690102160000000173e-02
1.339999999999999922e-09 4.960738760000000136e-11 2.690100299999999972e-02
1.360000000000000060e-09 4.978692459999999868e-11 2.690098620000000093e-02
1.379999999999999991e-09 4.976345719999999685e-11 2.690097320000000083e-02
1.399999999999999922e-09 4.959463399999999977e-11 2.690096009999999940e-02
1.420000009999999897e-09 4.958072839999999879e-11 2.690095080000000013e-02
1.440000010000000035e-09 4.973195469999999984e-11 2.690094150000000087e-02
1.460000009999999966e-09 4.977629420000000136e-11 2.690093589999999896e-02
1.480000009999999897e-09 4.964749439999999903e-11 2.690092850000000077e-02
1.500000010000000035e-09 4.958002059999999733e-11 2.690092469999999861e-02
1.520000009999999966e-09 4.968349339999999709e-11 2.690092100000000125e-02
1.540000019999999941e-09 4.976680180000000179e-11 2.690091730000000042e-02
1.560000020000000079e-09 4.968979389999999908e-11 2.690091359999999959e-02
1.580000020000000010e-09 4.959758989999999682e-11 2.690091169999999851e-02
1.600000019999999941e-09 4.964860469999999696e-11 2.690090980000000090e-02
1.620000020000000078e-09 4.974344550000000271e-11 2.690090800000000115e-02
1.640000020000000009e-09 4.971673070000000034e-11 2.690090800000000115e-02
1.660000029999999985e-09 4.962452669999999808e-11 2.690090610000000007e-02
1.680000029999999916e-09 4.962960599999999951e-11 2.690090610000000007e-02
1.700000030000000053e-09 4.971488499999999794e-11 2.690090610000000007e-02
1.720000029999999984e-09 4.972815219999999875e-11 2.690090430000000032e-02
1.740000029999999915e-09 4.965301780000000156e-11 2.690090430000000032e-02
1.760000030000000053e-09 4.962516509999999826e-11 2.690090430000000032e-02
1.780000040000000028e-09 4.968792040000000001e-11 2.690090430000000032e-02
1.800000039999999959e-09 4.972644520000000210e-11 2.690090430000000032e-02
1.820000040000000097e-09 4.967724839999999806e-11 2.690090239999999924e-02
1.840000040000000028e-09 4.963178479999999710e-11 2.690090239999999924e-02
1.860000039999999959e-09 4.966715929999999978e-11 2.690090430000000032e-02
1.879999930000000020e-09 4.971614789999999996e-11 2.690090430000000032e-02
1.899999940000000203e-09 4.969404050000000126e-11 2.690090430000000032e-02
1.919999940000000134e-09 4.964466339999999977e-11 2.690090430000000032e-02
1.939999940000000064e-09 4.965457209999999731e-11 2.690090430000000032e-02
1.959999939999999995e-09 4.970168719999999842e-11 2.690090610000000007e-02
1.979999939999999926e-09 4.970250599999999933e-11 2.690090430000000032e-02
1.999999939999999857e-09 4.965970690000000169e-11 2.690090430000000032e-02
2.019999950000000040e-09 4.964993689999999698e-11 2.690090610000000007e-02
2.039999949999999970e-09 4.968699059999999965e-11 2.690090430000000032e-02
2.059999949999999901e-09 4.970365790000000189e-11 2.690090610000000007e-02
2.079999949999999832e-09 4.967333489999999752e-11 2.690090610000000007e-02
2.099999950000000177e-09 4.965176879999999788e-11 2.690090610000000007e-02
2.119999950000000108e-09 4.967488919999999973e-11 2.690090610000000007e-02
2.139999959999999877e-09 4.969943899999999954e-11 2.690090610000000007e-02
2.159999959999999807e-09 4.968353509999999854e-11 2.690090610000000007e-02
2.179999960000000152e-09 4.965775010000000301e-11 2.690090800000000115e-02
2.199999960000000083e-09 4.966689559999999942e-11 2.690090800000000115e-02
2.219999960000000014e-09 4.969238909999999793e-11 2.690090800000000115e-02
2.239999959999999945e-09 4.968934990000000126e-11 2.690090800000000115e-02
2.259999959999999876e-09 4.966535520000000200e-11 2.690090800000000115e-02
2.279999970000000058e-09 4.966307920000000000e-11 2.690090800000000115e-02
2.299999969999999989e-09 4.968458980000000315e-11 2.690090980000000090e-02
2.319999969999999920e-09 4.969116780000000054e-11 2.690090800000000115e-02
2.339999969999999851e-09 4.967290470000000121e-11 2.690090980000000090e-02
2.359999970000000195e-09 4.966306530000000167e-11 2.690090980000000090e-02
2.379999970000000126e-09 4.967774800000000212e-11 2.690090980000000090e-02
2.399999979999999895e-09 4.968978009999999757e-11 2.690090980000000090e-02
2.419999979999999826e-09 4.967891380000000301e-11 2.690090980000000090e-02
2.439999980000000170e-09 4.966559109999999924e-11 2.690090980000000090e-02
2.459999980000000101e-09 4.967273810000000198e-11 2.690091169999999851e-02
2.479999980000000032e-09 4.968636609999999781e-11 2.690090980000000090e-02
2.499999979999999963e-09 4.968267460000000264e-11 2.690091169999999851e-02
2.519999990000000145e-09 4.966950459999999978e-11 2.690091169999999851e-02
2.539999990000000076e-09 4.967014299999999995e-11 2.690091169999999851e-02
2.559999990000000007e-09 4.968227220000000299e-11 2.690091169999999851e-02
2.579999989999999938e-09 4.968420119999999855e-11 2.690091169999999851e-02
2.599999989999999869e-09 4.967352920000000305e-11 2.690091169999999851e-02
2.619999989999999800e-09 4.966958789999999939e-11 2.690091359999999959e-02
2.639999999999999982e-09 4.967846970000000191e-11 2.690091359999999959e-02
2.659999999999999913e-09 4.968393749999999819e-11 2.690091359999999959e-02
2.679999999999999844e-09 4.967705409999999899e-11 2.690091359999999959e-02
2.700000000000000189e-09 4.967058710000000105e-11 2.690091359999999959e-02
2.720000000000000120e-09 4.967552759999999990e-11 2.690091359999999959e-02
2.740000000000000051e-09 4.968239710000000077e-11 2.690091539999999934e-02
2.760000009999999819e-09 4.967931620000000265e-11 2.690091359999999959e-02
2.780000010000000164e-09 4.967244670000000178e-11 2.690091539999999934e-02
2.800000010000000095e-09 4.967380669999999846e-11 2.690091539999999934e-02
2.820000010000000026e-09 4.968030149999999952e-11 2.690091539999999934e-02
2.840000009999999957e-09 4.968050969999999692e-11 2.690091539999999934e-02
2.860000009999999888e-09 4.967462549999999937e-11 2.690091539999999934e-02
2.880000020000000070e-09 4.967319610000000141e-11 2.690091539999999934e-02
2.900000020000000001e-09 4.967821989999999988e-11 2.690091730000000042e-02
2.920000019999999932e-09 4.968052360000000171e-11 2.690091539999999934e-02
2.940000019999999863e-09 4.967645740000000027e-11 2.690091539999999934e-02
2.960000019999999794e-09 4.967357080000000122e-11 2.690091730000000042e-02
2.980000020000000138e-09 4.967670720000000230e-11 2.690091539999999934e-02
3.000000029999999907e-09 1.807255730000000156e-11 2.690091730000000042e-02
3.020000029999999838e-09 -3.070144970000000125e-10 2.690091730000000042e-02
3.040000030000000182e-09 -4.081135980000000220e-10 2.690091730000000042e-02
3.060000030000000113e-09 -5.717801230000000148e-10 2.690091730000000042e-02
3.080000030000000044e-09 -9.961496070000000051e-10 2.690091730000000042e-02
3.100000029999999975e-09 -2.038839990000000124e-09 2.690091730000000042e-02
3.120000040000000157e-09 -3.127474720000000094e-09 2.690091920000000150e-02
3.140000040000000088e-09 -5.141656879999999963e-09 2.690091920000000150e-02
3.160000040000000019e-09 -7.879753740000000332e-09 2.690091920000000150e-02
3.180000039999999950e-09 -1.200173030000000059e-08 2.690091920000000150e-02
3.200000039999999881e-09 -1.833416259999999948e-08 2.690091920000000150e-02
3.220000039999999812e-09 -2.755301760000000094e-08 2.690091730000000042e-02
3.240000049999999994e-09 -4.098854590000000311e-08 2.690091730000000042e-02
3.260000049999999925e-09 -6.045149799999999642e-08 2.690091539999999934e-02
3.280000049999999856e-09 -8.893769630000000614e-08 2.690091359999999959e-02
3.300000050000000201e-09 -1.299969479999999927e-07 2.690090980000000090e-02
3.320000050000000132e-09 -1.885572090000000027e-07 2.690090430000000032e-02
3.340000050000000063e-09 -2.720625220000000055e-07 2.690089680000000080e-02
3.360000059999999831e-09 -3.900543959999999872e-07 2.690088750000000153e-02
3.380000060000000176e-09 -5.558518410000000519e-07 2.690087069999999927e-02
3.400000060000000107e-09 -7.877332560000000322e-07 2.690084839999999991e-02
3.420000060000000038e-09 -1.109957340000000007e-06 2.690081860000000102e-02
3.440000059999999969e-09 -1.555074050000000041e-06 2.690077390000000096e-02
3.460000059999999900e-09 -2.166353849999999797e-06 2.690071050000000102e-02
3.480000070000000082e-09 -3.001109459999999958e-06 2.690062299999999851e-02
