t              shieldingEffectiveness.fdtd_front_Ex_1_1_1.dat       incid
   0.35820497349542402E-008   0.119891264E+000   0.000000000E+000
   0.35859014013359114E-008   0.119890466E+000   0.000000000E+000
   0.35897530677175826E-008   0.119891092E+000   0.000000000E+000
   0.35936047340992539E-008   0.119893134E+000   0.000000000E+000
   0.35974564004809251E-008   0.119893834E+000   0.000000000E+000
   0.36013080668625963E-008   0.119892791E+000   0.000000000E+000
   0.36051597332442675E-008   0.119892664E+000   0.000000000E+000
   0.36090113996259388E-008   0.119894251E+000   0.000000000E+000
   0.36128630660076100E-008   0.119895667E+000   0.000000000E+000
   0.36167147323892812E-008   0.119895726E+000   0.000000000E+000
   0.36205663987709524E-008   0.119895592E+000   0.000000000E+000
   0.36244180651526237E-008   0.119896047E+000   0.000000000E+000
   0.36282697315342949E-008   0.119896613E+000   0.000000000E+000
   0.36321213979159661E-008   0.119897187E+000   0.000000000E+000
   0.36359730642976373E-008   0.119898081E+000   0.000000000E+000
   0.36398247306793086E-008   0.119898766E+000   0.000000000E+000
   0.36436763970609798E-008   0.119898729E+000   0.000000000E+000
   0.36475280634426510E-008   0.119898848E+000   0.000000000E+000
   0.36513797298243222E-008   0.119899713E+000   0.000000000E+000
   0.36552313962059935E-008   0.119900472E+000   0.000000000E+000
   0.36590830625876647E-008   0.119900718E+000   0.000000000E+000
   0.36629347289693359E-008   0.119901359E+000   0.000000000E+000
   0.36667863953510071E-008   0.119902238E+000   0.000000000E+000
   0.36706380617326784E-008   0.119902149E+000   0.000000000E+000
   0.36744897281143496E-008   0.119901776E+000   0.000000000E+000
   0.36783413944960208E-008   0.119903021E+000   0.000000000E+000
   0.36821930608776920E-008   0.119904950E+000   0.000000000E+000
   0.36860447272593633E-008   0.119904935E+000   0.000000000E+000
   0.36898963936410345E-008   0.119903482E+000   0.000000000E+000
   0.36937480600227057E-008   0.119903885E+000   0.000000000E+000
   0.36975997264043770E-008   0.119906425E+000   0.000000000E+000
   0.37014513927860482E-008   0.119907781E+000   0.000000000E+000
   0.37053030591677194E-008   0.119906530E+000   0.000000000E+000
   0.37091547255493906E-008   0.119905442E+000   0.000000000E+000
   0.37130063919310619E-008   0.119906858E+000   0.000000000E+000
   0.37168580583127331E-008   0.119909152E+000   0.000000000E+000
   0.37207097246944043E-008   0.119909652E+000   0.000000000E+000
   0.37245613910760755E-008   0.119908631E+000   0.000000000E+000
   0.37284130574577468E-008   0.119908325E+000   0.000000000E+000
   0.37322647238394180E-008   0.119909585E+000   0.000000000E+000
   0.37361163902210892E-008   0.119911127E+000   0.000000000E+000
   0.37399680566027604E-008   0.119911559E+000   0.000000000E+000
   0.37438197229844317E-008   0.119911060E+000   0.000000000E+000
   0.37476713893661029E-008   0.119911037E+000   0.000000000E+000
   0.37515230557477741E-008   0.119912222E+000   0.000000000E+000
   0.37553747221294453E-008   0.119913518E+000   0.000000000E+000
   0.37592263885111166E-008   0.119913496E+000   0.000000000E+000
   0.37630780548927878E-008   0.119912878E+000   0.000000000E+000
   0.37669297212744590E-008   0.119913682E+000   0.000000000E+000
   0.37707813876561302E-008   0.119915500E+000   0.000000000E+000
   0.37746330540378015E-008   0.119915895E+000   0.000000000E+000
   0.37784847204194727E-008   0.119914755E+000   0.000000000E+000
   0.37823363868011439E-008   0.119914770E+000   0.000000000E+000
   0.37861880531828151E-008   0.119916879E+000   0.000000000E+000
   0.37900397195644864E-008   0.119918399E+000   0.000000000E+000
   0.37938913859461576E-008   0.119917490E+000   0.000000000E+000
   0.37977430523278288E-008   0.119916491E+000   0.000000000E+000
   0.38015947187095001E-008   0.119917907E+000   0.000000000E+000
   0.38054463850911713E-008   0.119919993E+000   0.000000000E+000
   0.38092980514728425E-008   0.119919792E+000   0.000000000E+000
   0.38131497178545137E-008   0.119918473E+000   0.000000000E+000
   0.38170013842361850E-008   0.119919293E+000   0.000000000E+000
   0.38208530506178562E-008   0.119921677E+000   0.000000000E+000
   0.38247047169995274E-008   0.119922213E+000   0.000000000E+000
   0.38285563833811986E-008   0.119920716E+000   0.000000000E+000
   0.38324080497628699E-008   0.119920492E+000   0.000000000E+000
   0.38362597161445411E-008   0.119922563E+000   0.000000000E+000
   0.38401113825262123E-008   0.119924203E+000   0.000000000E+000
   0.38439630489078835E-008   0.119923666E+000   0.000000000E+000
   0.38478147152895548E-008   0.119922645E+000   0.000000000E+000
   0.38516663816712260E-008   0.119923212E+000   0.000000000E+000
   0.38555180480528972E-008   0.119925030E+000   0.000000000E+000
   0.38593697144345684E-008   0.119926214E+000   0.000000000E+000
   0.38632213808162397E-008   0.119925730E+000   0.000000000E+000
   0.38670730471979109E-008   0.119924754E+000   0.000000000E+000
   0.38709247135795821E-008   0.119925380E+000   0.000000000E+000
   0.38747763799612533E-008   0.119927563E+000   0.000000000E+000
   0.38786280463429246E-008   0.119928710E+000   0.000000000E+000
   0.38824797127245958E-008   0.119927585E+000   0.000000000E+000
   0.38863313791062670E-008   0.119926512E+000   0.000000000E+000
   0.38901830454879383E-008   0.119927883E+000   0.000000000E+000
   0.38940347118696095E-008   0.119930252E+000   0.000000000E+000
   0.38978863782512807E-008   0.119930588E+000   0.000000000E+000
   0.39017380446329519E-008   0.119929180E+000   0.000000000E+000
   0.39055897110146232E-008   0.119929008E+000   0.000000000E+000
   0.39094413773962944E-008   0.119930781E+000   0.000000000E+000
   0.39132930437779656E-008   0.119932100E+000   0.000000000E+000
   0.39171447101596368E-008   0.119931862E+000   0.000000000E+000
   0.39209963765413081E-008   0.119931556E+000   0.000000000E+000
   0.39248480429229793E-008   0.119932130E+000   0.000000000E+000
   0.39286997093046505E-008   0.119932882E+000   0.000000000E+000
   0.39325513756863217E-008   0.119933344E+000   0.000000000E+000
   0.39364030420679930E-008   0.119933791E+000   0.000000000E+000
   0.39402547084496642E-008   0.119934216E+000   0.000000000E+000
   0.39441063748313354E-008   0.119934440E+000   0.000000000E+000
   0.39479580412130066E-008   0.119934879E+000   0.000000000E+000
   0.39518097075946779E-008   0.119935557E+000   0.000000000E+000
   0.39556613739763491E-008   0.119935833E+000   0.000000000E+000
   0.39595130403580203E-008   0.119935893E+000   0.000000000E+000
   0.39633647067396915E-008   0.119936571E+000   0.000000000E+000
   0.39672163731213628E-008   0.119937576E+000   0.000000000E+000
   0.39710680395030340E-008   0.119937770E+000   0.000000000E+000
   0.39749197058847052E-008   0.119937450E+000   0.000000000E+000
   0.39787713722663764E-008   0.119938001E+000   0.000000000E+000
   0.39826230386480477E-008   0.119939089E+000   0.000000000E+000
   0.39864747050297189E-008   0.119939305E+000   0.000000000E+000
   0.39903263714113901E-008   0.119939096E+000   0.000000000E+000
   0.39941780377930614E-008   0.119939953E+000   0.000000000E+000
   0.39980297041747326E-008   0.119941264E+000   0.000000000E+000
   0.40018813705564038E-008   0.119941212E+000   0.000000000E+000
   0.40057330369380750E-008   0.119940244E+000   0.000000000E+000
   0.40095847033197463E-008   0.119940571E+000   0.000000000E+000
   0.40134363697014175E-008   0.119942427E+000   0.000000000E+000
   0.40172880360830887E-008   0.119943738E+000   0.000000000E+000
   0.40211397024647599E-008   0.119943418E+000   0.000000000E+000
   0.40249913688464312E-008   0.119942583E+000   0.000000000E+000
   0.40288430352281024E-008   0.119942553E+000   0.000000000E+000
   0.40326947016097736E-008   0.119943604E+000   0.000000000E+000
   0.40365463679914448E-008   0.119945265E+000   0.000000000E+000
   0.40403980343731161E-008   0.119946241E+000   0.000000000E+000
   0.40442497007547873E-008   0.119945519E+000   0.000000000E+000
   0.40481013671364585E-008   0.119944282E+000   0.000000000E+000
   0.40519530335181297E-008   0.119944863E+000   0.000000000E+000
   0.40558046998998010E-008   0.119947158E+000   0.000000000E+000
   0.40596563662814722E-008   0.119948409E+000   0.000000000E+000
   0.40635080326631434E-008   0.119947545E+000   0.000000000E+000
   0.40673596990448146E-008   0.119946644E+000   0.000000000E+000
   0.40712113654264859E-008   0.119947344E+000   0.000000000E+000
   0.40750630318081571E-008   0.119948685E+000   0.000000000E+000
   0.40789146981898283E-008   0.119949438E+000   0.000000000E+000
   0.40827663645714996E-008   0.119949654E+000   0.000000000E+000
   0.40866180309531708E-008   0.119949654E+000   0.000000000E+000
   0.40904696973348420E-008   0.119949512E+000   0.000000000E+000
   0.40943213637165132E-008   0.119949952E+000   0.000000000E+000
   0.40981730300981845E-008   0.119951323E+000   0.000000000E+000
   0.41020246964798557E-008   0.119952179E+000   0.000000000E+000
   0.41058763628615269E-008   0.119951390E+000   0.000000000E+000
   0.41097280292431981E-008   0.119950742E+000   0.000000000E+000
   0.41135796956248694E-008   0.119952306E+000   0.000000000E+000
   0.41174313620065406E-008   0.119954281E+000   0.000000000E+000
   0.41212830283882118E-008   0.119953714E+000   0.000000000E+000
   0.41251346947698830E-008   0.119952090E+000   0.000000000E+000
   0.41289863611515543E-008   0.119953036E+000   0.000000000E+000
   0.41328380275332255E-008   0.119955629E+000   0.000000000E+000
   0.41366896939148967E-008   0.119955905E+000   0.000000000E+000
   0.41405413602965679E-008   0.119953960E+000   0.000000000E+000
   0.41443930266782392E-008   0.119953930E+000   0.000000000E+000
   0.41482446930599104E-008   0.119956620E+000   0.000000000E+000
   0.41520963594415816E-008   0.119958088E+000   0.000000000E+000
   0.41559480258232528E-008   0.119956538E+000   0.000000000E+000
   0.41597996922049241E-008   0.119955115E+000   0.000000000E+000
   0.41636513585865953E-008   0.119956546E+000   0.000000000E+000
   0.41675030249682665E-008   0.119958997E+000   0.000000000E+000
   0.41713546913499377E-008   0.119959511E+000   0.000000000E+000
   0.41752063577316090E-008   0.119958289E+000   0.000000000E+000
   0.41790580241132802E-008   0.119957663E+000   0.000000000E+000
   0.41829096904949514E-008   0.119958580E+000   0.000000000E+000
   0.41867613568766227E-008   0.119960018E+000   0.000000000E+000
   0.41906130232582939E-008   0.119960792E+000   0.000000000E+000
   0.41944646896399651E-008   0.119960666E+000   0.000000000E+000
   0.41983163560216363E-008   0.119960338E+000   0.000000000E+000
   0.42021680224033076E-008   0.119960673E+000   0.000000000E+000
   0.42060196887849788E-008   0.119961463E+000   0.000000000E+000
   0.42098713551666500E-008   0.119961873E+000   0.000000000E+000
   0.42137230215483212E-008   0.119962052E+000   0.000000000E+000
   0.42175746879299925E-008   0.119962871E+000   0.000000000E+000
   0.42214263543116637E-008   0.119963728E+000   0.000000000E+000
   0.42252780206933349E-008   0.119963251E+000   0.000000000E+000
   0.42291296870750061E-008   0.119962327E+000   0.000000000E+000
   0.42329813534566774E-008   0.119963415E+000   0.000000000E+000
   0.42368330198383486E-008   0.119965777E+000   0.000000000E+000
   0.42406846862200198E-008   0.119966120E+000   0.000000000E+000
   0.42445363526016910E-008   0.119964309E+000   0.000000000E+000
   0.42483880189833623E-008   0.119964004E+000   0.000000000E+000
   0.42522396853650335E-008   0.119966231E+000   0.000000000E+000
   0.42560913517467047E-008   0.119967550E+000   0.000000000E+000
   0.42599430181283759E-008   0.119966358E+000   0.000000000E+000
   0.42637946845100472E-008   0.119965747E+000   0.000000000E+000
   0.42676463508917184E-008   0.119967617E+000   0.000000000E+000
   0.42714980172733896E-008   0.119969100E+000   0.000000000E+000
   0.42753496836550609E-008   0.119967990E+000   0.000000000E+000
   0.42792013500367321E-008   0.119966835E+000   0.000000000E+000
   0.42830530164184033E-008   0.119968213E+000   0.000000000E+000
   0.42869046828000745E-008   0.119970322E+000   0.000000000E+000
   0.42907563491817458E-008   0.119970381E+000   0.000000000E+000
   0.42946080155634170E-008   0.119969279E+000   0.000000000E+000
   0.42984596819450882E-008   0.119969390E+000   0.000000000E+000
   0.43023113483267594E-008   0.119970530E+000   0.000000000E+000
   0.43061630147084307E-008   0.119971126E+000   0.000000000E+000
   0.43100146810901019E-008   0.119971238E+000   0.000000000E+000
   0.43138663474717731E-008   0.119971588E+000   0.000000000E+000
   0.43177180138534443E-008   0.119972020E+000   0.000000000E+000
   0.43215696802351156E-008   0.119972229E+000   0.000000000E+000
   0.43254213466167868E-008   0.119972505E+000   0.000000000E+000
   0.43292730129984580E-008   0.119972900E+000   0.000000000E+000
   0.43331246793801292E-008   0.119973086E+000   0.000000000E+000
   0.43369763457618005E-008   0.119973436E+000   0.000000000E+000
   0.43408280121434717E-008   0.119974300E+000   0.000000000E+000
   0.43446796785251429E-008   0.119974807E+000   0.000000000E+000
   0.43485313449068141E-008   0.119974360E+000   0.000000000E+000
   0.43523830112884854E-008   0.119974218E+000   0.000000000E+000
   0.43562346776701566E-008   0.119975403E+000   0.000000000E+000
   0.43600863440518278E-008   0.119976528E+000   0.000000000E+000
   0.43639380104334990E-008   0.119976163E+000   0.000000000E+000
   0.43677896768151703E-008   0.119975626E+000   0.000000000E+000
   0.43716413431968415E-008   0.119976521E+000   0.000000000E+000
   0.43754930095785127E-008   0.119977728E+000   0.000000000E+000
   0.43793446759601840E-008   0.119977571E+000   0.000000000E+000
   0.43831963423418552E-008   0.119977072E+000   0.000000000E+000
   0.43870480087235264E-008   0.119977847E+000   0.000000000E+000
   0.43908996751051976E-008   0.119978987E+000   0.000000000E+000
   0.43947513414868689E-008   0.119978927E+000   0.000000000E+000
   0.43986030078685401E-008   0.119978532E+000   0.000000000E+000
   0.44024546742502113E-008   0.119979262E+000   0.000000000E+000
   0.44063063406318825E-008   0.119980276E+000   0.000000000E+000
   0.44101580070135538E-008   0.119980149E+000   0.000000000E+000
   0.44140096733952250E-008   0.119979694E+000   0.000000000E+000
   0.44178613397768962E-008   0.119980395E+000   0.000000000E+000
   0.44217130061585674E-008   0.119981781E+000   0.000000000E+000
   0.44255646725402387E-008   0.119982153E+000   0.000000000E+000
   0.44294163389219099E-008   0.119981334E+000   0.000000000E+000
   0.44332680053035811E-008   0.119980916E+000   0.000000000E+000
   0.44371196716852523E-008   0.119982004E+000   0.000000000E+000
   0.44409713380669236E-008   0.119983599E+000   0.000000000E+000
   0.44448230044485948E-008   0.119983971E+000   0.000000000E+000
   0.44486746708302660E-008   0.119983077E+000   0.000000000E+000
   0.44525263372119372E-008   0.119982675E+000   0.000000000E+000
   0.44563780035936085E-008   0.119983748E+000   0.000000000E+000
   0.44602296699752797E-008   0.119984858E+000   0.000000000E+000
   0.44640813363569509E-008   0.119984731E+000   0.000000000E+000
   0.44679330027386222E-008   0.119984500E+000   0.000000000E+000
   0.44717846691202934E-008   0.119985424E+000   0.000000000E+000
   0.44756363355019646E-008   0.119986333E+000   0.000000000E+000
   0.44794880018836358E-008   0.119985707E+000   0.000000000E+000
   0.44833396682653071E-008   0.119984925E+000   0.000000000E+000
   0.44871913346469783E-008   0.119986095E+000   0.000000000E+000
   0.44910430010286495E-008   0.119988061E+000   0.000000000E+000
   0.44948946674103207E-008   0.119988233E+000   0.000000000E+000
   0.44987463337919920E-008   0.119986959E+000   0.000000000E+000
   0.45025980001736632E-008   0.119986691E+000   0.000000000E+000
   0.45064496665553344E-008   0.119987912E+000   0.000000000E+000
   0.45103013329370056E-008   0.119988918E+000   0.000000000E+000
   0.45141529993186769E-008   0.119989015E+000   0.000000000E+000
   0.45180046657003481E-008   0.119989060E+000   0.000000000E+000
   0.45218563320820193E-008   0.119989380E+000   0.000000000E+000
   0.45257079984636905E-008   0.119989589E+000   0.000000000E+000
   0.45295596648453618E-008   0.119989760E+000   0.000000000E+000
   0.45334113312270330E-008   0.119990177E+000   0.000000000E+000
   0.45372629976087042E-008   0.119990572E+000   0.000000000E+000
   0.45411146639903754E-008   0.119990841E+000   0.000000000E+000
   0.45449663303720467E-008   0.119991481E+000   0.000000000E+000
   0.45488179967537179E-008   0.119992174E+000   0.000000000E+000
   0.45526696631353891E-008   0.119991809E+000   0.000000000E+000
   0.45565213295170603E-008   0.119990923E+000   0.000000000E+000
   0.45603729958987316E-008   0.119991586E+000   0.000000000E+000
   0.45642246622804028E-008   0.119993702E+000   0.000000000E+000
   0.45680763286620740E-008   0.119994566E+000   0.000000000E+000
   0.45719279950437453E-008   0.119993225E+000   0.000000000E+000
   0.45757796614254165E-008   0.119992249E+000   0.000000000E+000
   0.45796313278070877E-008   0.119993374E+000   0.000000000E+000
   0.45834829941887589E-008   0.119994849E+000   0.000000000E+000
   0.45873346605704302E-008   0.119994983E+000   0.000000000E+000
   0.45911863269521014E-008   0.119994864E+000   0.000000000E+000
   0.45950379933337726E-008   0.119995557E+000   0.000000000E+000
   0.45988896597154438E-008   0.119995750E+000   0.000000000E+000
   0.46027413260971151E-008   0.119994827E+000   0.000000000E+000
   0.46065929924787863E-008   0.119994782E+000   0.000000000E+000
   0.46104446588604575E-008   0.119996831E+000   0.000000000E+000
   0.46142963252421287E-008   0.119998597E+000   0.000000000E+000
   0.46181479916238000E-008   0.119997598E+000   0.000000000E+000
   0.46219996580054712E-008   0.119995490E+000   0.000000000E+000
   0.46258513243871424E-008   0.119995795E+000   0.000000000E+000
   0.46297029907688136E-008   0.119998574E+000   0.000000000E+000
   0.46335546571504849E-008   0.120000184E+000   0.000000000E+000
   0.46374063235321561E-008   0.119998768E+000   0.000000000E+000
   0.46412579899138273E-008   0.119996965E+000   0.000000000E+000
   0.46451096562954985E-008   0.119997881E+000   0.000000000E+000
   0.46489613226771698E-008   0.120000422E+000   0.000000000E+000
   0.46528129890588410E-008   0.120001093E+000   0.000000000E+000
   0.46566646554405122E-008   0.119999319E+000   0.000000000E+000
   0.46605163218221834E-008   0.119998462E+000   0.000000000E+000
   0.46643679882038547E-008   0.120000511E+000   0.000000000E+000
   0.46682196545855259E-008   0.120002590E+000   0.000000000E+000
   0.46720713209671971E-008   0.120001592E+000   0.000000000E+000
   0.46759229873488684E-008   0.119999625E+000   0.000000000E+000
   0.46797746537305396E-008   0.120000578E+000   0.000000000E+000
   0.46836263201122108E-008   0.120003335E+000   0.000000000E+000
   0.46874779864938820E-008   0.120003551E+000   0.000000000E+000
   0.46913296528755533E-008   0.120001391E+000   0.000000000E+000
   0.46951813192572245E-008   0.120001271E+000   0.000000000E+000
   0.46990329856388957E-008   0.120003797E+000   0.000000000E+000
   0.47028846520205669E-008   0.120004818E+000   0.000000000E+000
   0.47067363184022382E-008   0.120003149E+000   0.000000000E+000
   0.47105879847839094E-008   0.120002463E+000   0.000000000E+000
   0.47144396511655806E-008   0.120004423E+000   0.000000000E+000
   0.47182913175472518E-008   0.120005824E+000   0.000000000E+000
   0.47221429839289231E-008   0.120004699E+000   0.000000000E+000
   0.47259946503105943E-008   0.120003723E+000   0.000000000E+000
   0.47298463166922655E-008   0.120005146E+000   0.000000000E+000
   0.47336979830739367E-008   0.120006807E+000   0.000000000E+000
   0.47375496494556080E-008   0.120006286E+000   0.000000000E+000
   0.47414013158372792E-008   0.120005153E+000   0.000000000E+000
   0.47452529822189504E-008   0.120005809E+000   0.000000000E+000
   0.47491046486006216E-008   0.120007388E+000   0.000000000E+000
   0.47529563149822929E-008   0.120007671E+000   0.000000000E+000
   0.47568079813639641E-008   0.120006934E+000   0.000000000E+000
   0.47606596477456353E-008   0.120006979E+000   0.000000000E+000
   0.47645113141273066E-008   0.120007902E+000   0.000000000E+000
   0.47683629805089778E-008   0.120008409E+000   0.000000000E+000
   0.47722146468906490E-008   0.120008290E+000   0.000000000E+000
   0.47760663132723202E-008   0.120008431E+000   0.000000000E+000
   0.47799179796539915E-008   0.120009027E+000   0.000000000E+000
   0.47837696460356627E-008   0.120009489E+000   0.000000000E+000
   0.47876213124173339E-008   0.120009534E+000   0.000000000E+000
   0.47914729787990051E-008   0.120009482E+000   0.000000000E+000
   0.47953246451806764E-008   0.120009765E+000   0.000000000E+000
   0.47991763115623476E-008   0.120010346E+000   0.000000000E+000
   0.48030279779440188E-008   0.120010823E+000   0.000000000E+000
   0.48068796443256900E-008   0.120011017E+000   0.000000000E+000
   0.48107313107073613E-008   0.120011143E+000   0.000000000E+000
   0.48145829770890325E-008   0.120011210E+000   0.000000000E+000
   0.48184346434707037E-008   0.120011315E+000   0.000000000E+000
   0.48222863098523749E-008   0.120011762E+000   0.000000000E+000
   0.48261379762340462E-008   0.120012559E+000   0.000000000E+000
   0.48299896426157174E-008   0.120012961E+000   0.000000000E+000
   0.48338413089973886E-008   0.120012589E+000   0.000000000E+000
   0.48376929753790598E-008   0.120012276E+000   0.000000000E+000
   0.48415446417607311E-008   0.120012932E+000   0.000000000E+000
   0.48453963081424023E-008   0.120014101E+000   0.000000000E+000
   0.48492479745240735E-008   0.120014429E+000   0.000000000E+000
   0.48530996409057447E-008   0.120013796E+000   0.000000000E+000
   0.48569513072874160E-008   0.120013572E+000   0.000000000E+000
   0.48608029736690872E-008   0.120014340E+000   0.000000000E+000
   0.48646546400507584E-008   0.120015211E+000   0.000000000E+000
   0.48685063064324297E-008   0.120015532E+000   0.000000000E+000
   0.48723579728141009E-008   0.120015517E+000   0.000000000E+000
   0.48762096391957721E-008   0.120015383E+000   0.000000000E+000
   0.48800613055774433E-008   0.120015174E+000   0.000000000E+000
   0.48839129719591146E-008   0.120015688E+000   0.000000000E+000
   0.48877646383407858E-008   0.120017081E+000   0.000000000E+000
   0.48916163047224570E-008   0.120017797E+000   0.000000000E+000
   0.48954679711041282E-008   0.120016791E+000   0.000000000E+000
   0.48993196374857995E-008   0.120015807E+000   0.000000000E+000
   0.49031713038674707E-008   0.120016806E+000   0.000000000E+000
   0.49070229702491419E-008   0.120018676E+000   0.000000000E+000
   0.49108746366308131E-008   0.120018914E+000   0.000000000E+000
   0.49147263030124844E-008   0.120017745E+000   0.000000000E+000
   0.49185779693941556E-008   0.120017529E+000   0.000000000E+000
   0.49224296357758268E-008   0.120018788E+000   0.000000000E+000
   0.49262813021574980E-008   0.120019712E+000   0.000000000E+000
   0.49301329685391693E-008   0.120019346E+000   0.000000000E+000
   0.49339846349208405E-008   0.120018870E+000   0.000000000E+000
   0.49378363013025117E-008   0.120019443E+000   0.000000000E+000
   0.49416879676841829E-008   0.120020509E+000   0.000000000E+000
   0.49455396340658542E-008   0.120020896E+000   0.000000000E+000
   0.49493913004475254E-008   0.120020293E+000   0.000000000E+000
   0.49532429668291966E-008   0.120019771E+000   0.000000000E+000
   0.49570946332108679E-008   0.120020546E+000   0.000000000E+000
   0.49609462995925391E-008   0.120022170E+000   0.000000000E+000
   0.49647979659742103E-008   0.120022684E+000   0.000000000E+000
   0.49686496323558815E-008   0.120021410E+000   0.000000000E+000
   0.49725012987375528E-008   0.120020539E+000   0.000000000E+000
   0.49763529651192240E-008   0.120021887E+000   0.000000000E+000
   0.49802046315008952E-008   0.120023794E+000   0.000000000E+000
   0.49840562978825664E-008   0.120023668E+000   0.000000000E+000
   0.49879079642642377E-008   0.120022260E+000   0.000000000E+000
   0.49917596306459089E-008   0.120022282E+000   0.000000000E+000
   0.49956112970275801E-008   0.120023794E+000   0.000000000E+000
   0.49994629634092513E-008   0.120024569E+000   0.000000000E+000
   0.50033146297909226E-008   0.120024040E+000   0.000000000E+000
   0.50071662961725938E-008   0.120023713E+000   0.000000000E+000
   0.50110179625542650E-008   0.120024227E+000   0.000000000E+000
   0.50148696289359362E-008   0.120024852E+000   0.000000000E+000
   0.50187212953176075E-008   0.120025240E+000   0.000000000E+000
   0.50225729616992787E-008   0.120025411E+000   0.000000000E+000
   0.50264246280809499E-008   0.120025367E+000   0.000000000E+000
   0.50302762944626211E-008   0.120025329E+000   0.000000000E+000
   0.50341279608442924E-008   0.120025806E+000   0.000000000E+000
   0.50379796272259636E-008   0.120026521E+000   0.000000000E+000
   0.50418312936076348E-008   0.120026596E+000   0.000000000E+000
   0.50456829599893060E-008   0.120026365E+000   0.000000000E+000
   0.50495346263709773E-008   0.120026842E+000   0.000000000E+000
   0.50533862927526485E-008   0.120027564E+000   0.000000000E+000
   0.50572379591343197E-008   0.120027341E+000   0.000000000E+000
   0.50610896255159910E-008   0.120026834E+000   0.000000000E+000
   0.50649412918976622E-008   0.120027602E+000   0.000000000E+000
   0.50687929582793334E-008   0.120028973E+000   0.000000000E+000
   0.50726446246610046E-008   0.120028995E+000   0.000000000E+000
   0.50764962910426759E-008   0.120027974E+000   0.000000000E+000
   0.50803479574243471E-008   0.120027952E+000   0.000000000E+000
   0.50841996238060183E-008   0.120029040E+000   0.000000000E+000
   0.50880512901876895E-008   0.120029628E+000   0.000000000E+000
   0.50919029565693608E-008   0.120029613E+000   0.000000000E+000
   0.50957546229510320E-008   0.120029941E+000   0.000000000E+000
   0.50996062893327032E-008   0.120030217E+000   0.000000000E+000
   0.51034579557143744E-008   0.120029710E+000   0.000000000E+000
   0.51073096220960457E-008   0.120029561E+000   0.000000000E+000
   0.51111612884777169E-008   0.120030820E+000   0.000000000E+000
   0.51150129548593881E-008   0.120032020E+000   0.000000000E+000
   0.51188646212410593E-008   0.120031513E+000   0.000000000E+000
   0.51227162876227306E-008   0.120030507E+000   0.000000000E+000
   0.51265679540044018E-008   0.120030940E+000   0.000000000E+000
   0.51304196203860730E-008   0.120032132E+000   0.000000000E+000
   0.51342712867677442E-008   0.120032333E+000   0.000000000E+000
   0.51381229531494155E-008   0.120031998E+000   0.000000000E+000
   0.51419746195310867E-008   0.120032437E+000   0.000000000E+000
   0.51458262859127579E-008   0.120033212E+000   0.000000000E+000
   0.51496779522944292E-008   0.120033041E+000   0.000000000E+000
   0.51535296186761004E-008   0.120032474E+000   0.000000000E+000
   0.51573812850577716E-008   0.120032825E+000   0.000000000E+000
   0.51612329514394428E-008   0.120034009E+000   0.000000000E+000
   0.51650846178211141E-008   0.120034590E+000   0.000000000E+000
   0.51689362842027853E-008   0.120034061E+000   0.000000000E+000
   0.51727879505844565E-008   0.120033629E+000   0.000000000E+000
   0.51766396169661277E-008   0.120034292E+000   0.000000000E+000
   0.51804912833477990E-008   0.120035149E+000   0.000000000E+000
   0.51843429497294702E-008   0.120035037E+000   0.000000000E+000
   0.51881946161111414E-008   0.120034680E+000   0.000000000E+000
   0.51920462824928126E-008   0.120035306E+000   0.000000000E+000
   0.51958979488744839E-008   0.120036304E+000   0.000000000E+000
   0.51997496152561551E-008   0.120036110E+000   0.000000000E+000
   0.52036012816378263E-008   0.120035142E+000   0.000000000E+000
   0.52074529480194975E-008   0.120035417E+000   0.000000000E+000
   0.52113046144011688E-008   0.120037086E+000   0.000000000E+000
   0.52151562807828400E-008   0.120037898E+000   0.000000000E+000
   0.52190079471645112E-008   0.120036863E+000   0.000000000E+000
   0.52228596135461824E-008   0.120035961E+000   0.000000000E+000
   0.52267112799278537E-008   0.120036855E+000   0.000000000E+000
   0.52305629463095249E-008   0.120038316E+000   0.000000000E+000
   0.52344146126911961E-008   0.120038375E+000   0.000000000E+000
   0.52382662790728673E-008   0.120037556E+000   0.000000000E+000
   0.52421179454545386E-008   0.120037600E+000   0.000000000E+000
   0.52459696118362098E-008   0.120038472E+000   0.000000000E+000
   0.52498212782178810E-008   0.120038904E+000   0.000000000E+000
   0.52536729445995523E-008   0.120038867E+000   0.000000000E+000
   0.52575246109812235E-008   0.120039031E+000   0.000000000E+000
   0.52613762773628947E-008   0.120039277E+000   0.000000000E+000
   0.52652279437445659E-008   0.120039210E+000   0.000000000E+000
   0.52690796101262372E-008   0.120039359E+000   0.000000000E+000
   0.52729312765079084E-008   0.120040111E+000   0.000000000E+000
   0.52767829428895796E-008   0.120040730E+000   0.000000000E+000
   0.52806346092712508E-008   0.120040484E+000   0.000000000E+000
   0.52844862756529221E-008   0.120040007E+000   0.000000000E+000
   0.52883379420345933E-008   0.120040253E+000   0.000000000E+000
   0.52921896084162645E-008   0.120040998E+000   0.000000000E+000
   0.52960412747979357E-008   0.120041445E+000   0.000000000E+000
   0.52998929411796070E-008   0.120041624E+000   0.000000000E+000
   0.53037446075612782E-008   0.120041750E+000   0.000000000E+000
   0.53075962739429494E-008   0.120041624E+000   0.000000000E+000
   0.53114479403246206E-008   0.120041400E+000   0.000000000E+000
