t              shieldingEffectiveness.fdtd_front_Ex_1_1_1.dat       incid
   0.14597815586533947E-007   0.120143041E+000   0.000000000E+000
   0.14601667252915618E-007   0.120143116E+000   0.000000000E+000
   0.14605518919297289E-007   0.120142639E+000   0.000000000E+000
   0.14609370585678960E-007   0.120142400E+000   0.000000000E+000
   0.14613222252060631E-007   0.120142594E+000   0.000000000E+000
   0.14617073918442303E-007   0.120142817E+000   0.000000000E+000
   0.14620925584823974E-007   0.120142840E+000   0.000000000E+000
   0.14624777251205645E-007   0.120142713E+000   0.000000000E+000
   0.14628628917587316E-007   0.120142616E+000   0.000000000E+000
   0.14632480583968988E-007   0.120142773E+000   0.000000000E+000
   0.14636332250350659E-007   0.120143056E+000   0.000000000E+000
   0.14640183916732330E-007   0.120142914E+000   0.000000000E+000
   0.14644035583114001E-007   0.120142274E+000   0.000000000E+000
   0.14647887249495672E-007   0.120142020E+000   0.000000000E+000
   0.14651738915877344E-007   0.120142840E+000   0.000000000E+000
   0.14655590582259015E-007   0.120143786E+000   0.000000000E+000
   0.14659442248640686E-007   0.120143428E+000   0.000000000E+000
   0.14663293915022357E-007   0.120142050E+000   0.000000000E+000
   0.14667145581404029E-007   0.120141499E+000   0.000000000E+000
   0.14670997247785700E-007   0.120142438E+000   0.000000000E+000
   0.14674848914167371E-007   0.120143645E+000   0.000000000E+000
   0.14678700580549042E-007   0.120143808E+000   0.000000000E+000
   0.14682552246930713E-007   0.120142981E+000   0.000000000E+000
   0.14686403913312385E-007   0.120141931E+000   0.000000000E+000
   0.14690255579694056E-007   0.120141551E+000   0.000000000E+000
   0.14694107246075727E-007   0.120142475E+000   0.000000000E+000
   0.14697958912457398E-007   0.120143928E+000   0.000000000E+000
   0.14701810578839070E-007   0.120144047E+000   0.000000000E+000
   0.14705662245220741E-007   0.120142557E+000   0.000000000E+000
   0.14709513911602412E-007   0.120141424E+000   0.000000000E+000
   0.14713365577984083E-007   0.120141983E+000   0.000000000E+000
   0.14717217244365755E-007   0.120143205E+000   0.000000000E+000
   0.14721068910747426E-007   0.120143607E+000   0.000000000E+000
   0.14724920577129097E-007   0.120143138E+000   0.000000000E+000
   0.14728772243510768E-007   0.120142490E+000   0.000000000E+000
   0.14732623909892439E-007   0.120142110E+000   0.000000000E+000
   0.14736475576274111E-007   0.120142311E+000   0.000000000E+000
   0.14740327242655782E-007   0.120143019E+000   0.000000000E+000
   0.14744178909037453E-007   0.120143391E+000   0.000000000E+000
   0.14748030575419124E-007   0.120142899E+000   0.000000000E+000
   0.14751882241800796E-007   0.120142251E+000   0.000000000E+000
   0.14755733908182467E-007   0.120142467E+000   0.000000000E+000
   0.14759585574564138E-007   0.120143056E+000   0.000000000E+000
   0.14763437240945809E-007   0.120143063E+000   0.000000000E+000
   0.14767288907327480E-007   0.120142579E+000   0.000000000E+000
   0.14771140573709152E-007   0.120142370E+000   0.000000000E+000
   0.14774992240090823E-007   0.120142624E+000   0.000000000E+000
   0.14778843906472494E-007   0.120143123E+000   0.000000000E+000
   0.14782695572854165E-007   0.120143473E+000   0.000000000E+000
   0.14786547239235837E-007   0.120142914E+000   0.000000000E+000
   0.14790398905617508E-007   0.120141678E+000   0.000000000E+000
   0.14794250571999179E-007   0.120141596E+000   0.000000000E+000
   0.14798102238380850E-007   0.120143518E+000   0.000000000E+000
   0.14801953904762521E-007   0.120144852E+000   0.000000000E+000
   0.14805805571144193E-007   0.120143160E+000   0.000000000E+000
   0.14809657237525864E-007   0.120140761E+000   0.000000000E+000
   0.14813508903907535E-007   0.120141484E+000   0.000000000E+000
   0.14817360570289206E-007   0.120144054E+000   0.000000000E+000
   0.14821212236670878E-007   0.120144174E+000   0.000000000E+000
   0.14825063903052549E-007   0.120142132E+000   0.000000000E+000
   0.14828915569434220E-007   0.120141983E+000   0.000000000E+000
   0.14832767235815891E-007   0.120143674E+000   0.000000000E+000
   0.14836618902197563E-007   0.120143421E+000   0.000000000E+000
   0.14840470568579234E-007   0.120141335E+000   0.000000000E+000
   0.14844322234960905E-007   0.120141536E+000   0.000000000E+000
   0.14848173901342576E-007   0.120144233E+000   0.000000000E+000
   0.14852025567724247E-007   0.120144971E+000   0.000000000E+000
   0.14855877234105919E-007   0.120142400E+000   0.000000000E+000
   0.14859728900487590E-007   0.120140478E+000   0.000000000E+000
   0.14863580566869261E-007   0.120141827E+000   0.000000000E+000
   0.14867432233250932E-007   0.120144159E+000   0.000000000E+000
   0.14871283899632604E-007   0.120144434E+000   0.000000000E+000
   0.14875135566014275E-007   0.120142765E+000   0.000000000E+000
   0.14878987232395946E-007   0.120141588E+000   0.000000000E+000
   0.14882838898777617E-007   0.120142214E+000   0.000000000E+000
   0.14886690565159288E-007   0.120143332E+000   0.000000000E+000
   0.14890542231540960E-007   0.120143242E+000   0.000000000E+000
   0.14894393897922631E-007   0.120142475E+000   0.000000000E+000
   0.14898245564304302E-007   0.120142713E+000   0.000000000E+000
   0.14902097230685973E-007   0.120143637E+000   0.000000000E+000
   0.14905948897067645E-007   0.120143227E+000   0.000000000E+000
   0.14909800563449316E-007   0.120141745E+000   0.000000000E+000
   0.14913652229830987E-007   0.120141789E+000   0.000000000E+000
   0.14917503896212658E-007   0.120143622E+000   0.000000000E+000
   0.14921355562594329E-007   0.120144270E+000   0.000000000E+000
   0.14925207228976001E-007   0.120142691E+000   0.000000000E+000
   0.14929058895357672E-007   0.120141655E+000   0.000000000E+000
   0.14932910561739343E-007   0.120142713E+000   0.000000000E+000
   0.14936762228121014E-007   0.120143555E+000   0.000000000E+000
   0.14940613894502686E-007   0.120142654E+000   0.000000000E+000
   0.14944465560884357E-007   0.120142147E+000   0.000000000E+000
   0.14948317227266028E-007   0.120143369E+000   0.000000000E+000
   0.14952168893647699E-007   0.120143957E+000   0.000000000E+000
   0.14956020560029371E-007   0.120142370E+000   0.000000000E+000
   0.14959872226411042E-007   0.120141186E+000   0.000000000E+000
   0.14963723892792713E-007   0.120142654E+000   0.000000000E+000
   0.14967575559174384E-007   0.120144472E+000   0.000000000E+000
   0.14971427225556055E-007   0.120143704E+000   0.000000000E+000
   0.14975278891937727E-007   0.120141707E+000   0.000000000E+000
   0.14979130558319398E-007   0.120141558E+000   0.000000000E+000
   0.14982982224701069E-007   0.120143086E+000   0.000000000E+000
   0.14986833891082740E-007   0.120143779E+000   0.000000000E+000
   0.14990685557464412E-007   0.120143056E+000   0.000000000E+000
   0.14994537223846083E-007   0.120142326E+000   0.000000000E+000
   0.14998388890227754E-007   0.120142467E+000   0.000000000E+000
   0.15002240556609425E-007   0.120143004E+000   0.000000000E+000
   0.15006092222991096E-007   0.120143101E+000   0.000000000E+000
   0.15009943889372768E-007   0.120142587E+000   0.000000000E+000
   0.15013795555754439E-007   0.120142326E+000   0.000000000E+000
   0.15017647222136110E-007   0.120142937E+000   0.000000000E+000
   0.15021498888517781E-007   0.120143555E+000   0.000000000E+000
   0.15025350554899453E-007   0.120142885E+000   0.000000000E+000
   0.15029202221281124E-007   0.120141789E+000   0.000000000E+000
   0.15033053887662795E-007   0.120142244E+000   0.000000000E+000
   0.15036905554044466E-007   0.120143779E+000   0.000000000E+000
   0.15040757220426137E-007   0.120143726E+000   0.000000000E+000
   0.15044608886807809E-007   0.120141961E+000   0.000000000E+000
   0.15048460553189480E-007   0.120141558E+000   0.000000000E+000
   0.15052312219571151E-007   0.120143399E+000   0.000000000E+000
   0.15056163885952822E-007   0.120144263E+000   0.000000000E+000
   0.15060015552334494E-007   0.120142542E+000   0.000000000E+000
   0.15063867218716165E-007   0.120141238E+000   0.000000000E+000
   0.15067718885097836E-007   0.120142609E+000   0.000000000E+000
   0.15071570551479507E-007   0.120144181E+000   0.000000000E+000
   0.15075422217861179E-007   0.120143369E+000   0.000000000E+000
   0.15079273884242850E-007   0.120141901E+000   0.000000000E+000
   0.15083125550624521E-007   0.120142229E+000   0.000000000E+000
   0.15086977217006192E-007   0.120143339E+000   0.000000000E+000
   0.15090828883387863E-007   0.120143160E+000   0.000000000E+000
   0.15094680549769535E-007   0.120142467E+000   0.000000000E+000
   0.15098532216151206E-007   0.120142691E+000   0.000000000E+000
   0.15102383882532877E-007   0.120143168E+000   0.000000000E+000
   0.15106235548914548E-007   0.120142974E+000   0.000000000E+000
   0.15110087215296220E-007   0.120142639E+000   0.000000000E+000
   0.15113938881677891E-007   0.120142587E+000   0.000000000E+000
   0.15117790548059562E-007   0.120142452E+000   0.000000000E+000
   0.15121642214441233E-007   0.120142646E+000   0.000000000E+000
   0.15125493880822904E-007   0.120143622E+000   0.000000000E+000
   0.15129345547204576E-007   0.120143816E+000   0.000000000E+000
   0.15133197213586247E-007   0.120142132E+000   0.000000000E+000
   0.15137048879967918E-007   0.120140947E+000   0.000000000E+000
   0.15140900546349589E-007   0.120142713E+000   0.000000000E+000
   0.15144752212731261E-007   0.120144978E+000   0.000000000E+000
   0.15148603879112932E-007   0.120143905E+000   0.000000000E+000
   0.15152455545494603E-007   0.120141119E+000   0.000000000E+000
   0.15156307211876274E-007   0.120141178E+000   0.000000000E+000
   0.15160158878257946E-007   0.120143816E+000   0.000000000E+000
   0.15164010544639617E-007   0.120144449E+000   0.000000000E+000
   0.15167862211021288E-007   0.120142400E+000   0.000000000E+000
   0.15171713877402959E-007   0.120141506E+000   0.000000000E+000
   0.15175565543784630E-007   0.120142944E+000   0.000000000E+000
   0.15179417210166302E-007   0.120143816E+000   0.000000000E+000
   0.15183268876547973E-007   0.120142899E+000   0.000000000E+000
   0.15187120542929644E-007   0.120142154E+000   0.000000000E+000
   0.15190972209311315E-007   0.120142467E+000   0.000000000E+000
   0.15194823875692987E-007   0.120142892E+000   0.000000000E+000
   0.15198675542074658E-007   0.120143145E+000   0.000000000E+000
   0.15202527208456329E-007   0.120143458E+000   0.000000000E+000
   0.15206378874838000E-007   0.120143056E+000   0.000000000E+000
   0.15210230541219671E-007   0.120141901E+000   0.000000000E+000
   0.15214082207601343E-007   0.120141819E+000   0.000000000E+000
   0.15217933873983014E-007   0.120143391E+000   0.000000000E+000
   0.15221785540364685E-007   0.120144337E+000   0.000000000E+000
   0.15225637206746356E-007   0.120143086E+000   0.000000000E+000
   0.15229488873128028E-007   0.120141558E+000   0.000000000E+000
   0.15233340539509699E-007   0.120141983E+000   0.000000000E+000
   0.15237192205891370E-007   0.120143406E+000   0.000000000E+000
   0.15241043872273041E-007   0.120143674E+000   0.000000000E+000
   0.15244895538654712E-007   0.120142825E+000   0.000000000E+000
   0.15248747205036384E-007   0.120142318E+000   0.000000000E+000
   0.15252598871418055E-007   0.120142676E+000   0.000000000E+000
   0.15256450537799726E-007   0.120143250E+000   0.000000000E+000
   0.15260302204181397E-007   0.120143265E+000   0.000000000E+000
   0.15264153870563069E-007   0.120142519E+000   0.000000000E+000
   0.15268005536944740E-007   0.120142035E+000   0.000000000E+000
   0.15271857203326411E-007   0.120142959E+000   0.000000000E+000
   0.15275708869708082E-007   0.120144278E+000   0.000000000E+000
   0.15279560536089754E-007   0.120143652E+000   0.000000000E+000
   0.15283412202471425E-007   0.120141536E+000   0.000000000E+000
   0.15287263868853096E-007   0.120141223E+000   0.000000000E+000
   0.15291115535234767E-007   0.120143540E+000   0.000000000E+000
   0.15294967201616438E-007   0.120145015E+000   0.000000000E+000
   0.15298818867998110E-007   0.120143272E+000   0.000000000E+000
   0.15302670534379781E-007   0.120141074E+000   0.000000000E+000
   0.15306522200761452E-007   0.120141745E+000   0.000000000E+000
   0.15310373867143123E-007   0.120143943E+000   0.000000000E+000
   0.15314225533524795E-007   0.120144263E+000   0.000000000E+000
   0.15318077199906466E-007   0.120142564E+000   0.000000000E+000
   0.15321928866288137E-007   0.120141640E+000   0.000000000E+000
   0.15325780532669808E-007   0.120142706E+000   0.000000000E+000
   0.15329632199051479E-007   0.120143972E+000   0.000000000E+000
   0.15333483865433151E-007   0.120143615E+000   0.000000000E+000
   0.15337335531814822E-007   0.120142251E+000   0.000000000E+000
   0.15341187198196493E-007   0.120141789E+000   0.000000000E+000
   0.15345038864578164E-007   0.120142944E+000   0.000000000E+000
   0.15348890530959836E-007   0.120144151E+000   0.000000000E+000
   0.15352742197341507E-007   0.120143667E+000   0.000000000E+000
   0.15356593863723178E-007   0.120142043E+000   0.000000000E+000
   0.15360445530104849E-007   0.120141760E+000   0.000000000E+000
   0.15364297196486520E-007   0.120143376E+000   0.000000000E+000
   0.15368148862868192E-007   0.120144285E+000   0.000000000E+000
   0.15372000529249863E-007   0.120142765E+000   0.000000000E+000
   0.15375852195631534E-007   0.120141357E+000   0.000000000E+000
   0.15379703862013205E-007   0.120142825E+000   0.000000000E+000
   0.15383555528394877E-007   0.120144896E+000   0.000000000E+000
   0.15387407194776548E-007   0.120143764E+000   0.000000000E+000
   0.15391258861158219E-007   0.120140895E+000   0.000000000E+000
   0.15395110527539890E-007   0.120141059E+000   0.000000000E+000
   0.15398962193921562E-007   0.120144211E+000   0.000000000E+000
   0.15402813860303233E-007   0.120145522E+000   0.000000000E+000
   0.15406665526684904E-007   0.120143197E+000   0.000000000E+000
   0.15410517193066575E-007   0.120140858E+000   0.000000000E+000
   0.15414368859448246E-007   0.120141491E+000   0.000000000E+000
   0.15418220525829918E-007   0.120143555E+000   0.000000000E+000
   0.15422072192211589E-007   0.120144315E+000   0.000000000E+000
   0.15425923858593260E-007   0.120143645E+000   0.000000000E+000
   0.15429775524974931E-007   0.120142721E+000   0.000000000E+000
   0.15433627191356603E-007   0.120142072E+000   0.000000000E+000
   0.15437478857738274E-007   0.120142087E+000   0.000000000E+000
   0.15441330524119945E-007   0.120142981E+000   0.000000000E+000
   0.15445182190501616E-007   0.120143831E+000   0.000000000E+000
   0.15449033856883287E-007   0.120143518E+000   0.000000000E+000
   0.15452885523264959E-007   0.120142698E+000   0.000000000E+000
   0.15456737189646630E-007   0.120142601E+000   0.000000000E+000
   0.15460588856028301E-007   0.120142832E+000   0.000000000E+000
   0.15464440522409972E-007   0.120142557E+000   0.000000000E+000
   0.15468292188791644E-007   0.120142572E+000   0.000000000E+000
   0.15472143855173315E-007   0.120143615E+000   0.000000000E+000
   0.15475995521554986E-007   0.120144054E+000   0.000000000E+000
   0.15479847187936657E-007   0.120142683E+000   0.000000000E+000
   0.15483698854318328E-007   0.120141514E+000   0.000000000E+000
   0.15487550520700000E-007   0.120142467E+000   0.000000000E+000
   0.15491402187081671E-007   0.120143913E+000   0.000000000E+000
   0.15495253853463342E-007   0.120143585E+000   0.000000000E+000
   0.15499105519845013E-007   0.120142512E+000   0.000000000E+000
   0.15502957186226685E-007   0.120142639E+000   0.000000000E+000
   0.15506808852608356E-007   0.120143235E+000   0.000000000E+000
   0.15510660518990027E-007   0.120142840E+000   0.000000000E+000
   0.15514512185371698E-007   0.120142378E+000   0.000000000E+000
   0.15518363851753370E-007   0.120143145E+000   0.000000000E+000
   0.15522215518135041E-007   0.120143741E+000   0.000000000E+000
   0.15526067184516712E-007   0.120142892E+000   0.000000000E+000
   0.15529918850898383E-007   0.120142095E+000   0.000000000E+000
   0.15533770517280054E-007   0.120142847E+000   0.000000000E+000
   0.15537622183661726E-007   0.120143741E+000   0.000000000E+000
   0.15541473850043397E-007   0.120143175E+000   0.000000000E+000
   0.15545325516425068E-007   0.120142199E+000   0.000000000E+000
   0.15549177182806739E-007   0.120142482E+000   0.000000000E+000
   0.15553028849188411E-007   0.120143421E+000   0.000000000E+000
   0.15556880515570082E-007   0.120143577E+000   0.000000000E+000
   0.15560732181951753E-007   0.120143019E+000   0.000000000E+000
   0.15564583848333424E-007   0.120142527E+000   0.000000000E+000
   0.15568435514715095E-007   0.120142318E+000   0.000000000E+000
   0.15572287181096767E-007   0.120142698E+000   0.000000000E+000
   0.15576138847478438E-007   0.120143719E+000   0.000000000E+000
   0.15579990513860109E-007   0.120144069E+000   0.000000000E+000
   0.15583842180241780E-007   0.120142788E+000   0.000000000E+000
   0.15587693846623452E-007   0.120141551E+000   0.000000000E+000
   0.15591545513005123E-007   0.120142296E+000   0.000000000E+000
   0.15595397179386794E-007   0.120143890E+000   0.000000000E+000
   0.15599248845768465E-007   0.120143972E+000   0.000000000E+000
   0.15603100512150136E-007   0.120142877E+000   0.000000000E+000
   0.15606952178531808E-007   0.120142505E+000   0.000000000E+000
   0.15610803844913479E-007   0.120142758E+000   0.000000000E+000
   0.15614655511295150E-007   0.120142557E+000   0.000000000E+000
   0.15618507177676821E-007   0.120142601E+000   0.000000000E+000
   0.15622358844058493E-007   0.120143726E+000   0.000000000E+000
   0.15626210510440164E-007   0.120144203E+000   0.000000000E+000
   0.15630062176821835E-007   0.120142721E+000   0.000000000E+000
   0.15633913843203506E-007   0.120141491E+000   0.000000000E+000
   0.15637765509585178E-007   0.120142601E+000   0.000000000E+000
   0.15641617175966849E-007   0.120144203E+000   0.000000000E+000
   0.15645468842348520E-007   0.120143659E+000   0.000000000E+000
   0.15649320508730191E-007   0.120142296E+000   0.000000000E+000
   0.15653172175111862E-007   0.120142661E+000   0.000000000E+000
   0.15657023841493534E-007   0.120143719E+000   0.000000000E+000
   0.15660875507875205E-007   0.120143197E+000   0.000000000E+000
   0.15664727174256876E-007   0.120141998E+000   0.000000000E+000
   0.15668578840638547E-007   0.120142497E+000   0.000000000E+000
   0.15672430507020219E-007   0.120144077E+000   0.000000000E+000
   0.15676282173401890E-007   0.120144159E+000   0.000000000E+000
   0.15680133839783561E-007   0.120142639E+000   0.000000000E+000
   0.15683985506165232E-007   0.120141745E+000   0.000000000E+000
   0.15687837172546903E-007   0.120142467E+000   0.000000000E+000
   0.15691688838928575E-007   0.120143697E+000   0.000000000E+000
   0.15695540505310246E-007   0.120144121E+000   0.000000000E+000
   0.15699392171691917E-007   0.120143391E+000   0.000000000E+000
   0.15703243838073588E-007   0.120142169E+000   0.000000000E+000
   0.15707095504455260E-007   0.120141931E+000   0.000000000E+000
   0.15710947170836931E-007   0.120143086E+000   0.000000000E+000
   0.15714798837218602E-007   0.120143957E+000   0.000000000E+000
   0.15718650503600273E-007   0.120143332E+000   0.000000000E+000
   0.15722502169981944E-007   0.120142512E+000   0.000000000E+000
   0.15726353836363616E-007   0.120142817E+000   0.000000000E+000
   0.15730205502745287E-007   0.120143145E+000   0.000000000E+000
   0.15734057169126958E-007   0.120142624E+000   0.000000000E+000
   0.15737908835508629E-007   0.120142646E+000   0.000000000E+000
   0.15741760501890301E-007   0.120143786E+000   0.000000000E+000
   0.15745612168271972E-007   0.120143913E+000   0.000000000E+000
   0.15749463834653643E-007   0.120142147E+000   0.000000000E+000
   0.15753315501035314E-007   0.120141499E+000   0.000000000E+000
   0.15757167167416986E-007   0.120143518E+000   0.000000000E+000
   0.15761018833798657E-007   0.120144859E+000   0.000000000E+000
   0.15764870500180328E-007   0.120143026E+000   0.000000000E+000
   0.15768722166561999E-007   0.120141104E+000   0.000000000E+000
   0.15772573832943670E-007   0.120142385E+000   0.000000000E+000
   0.15776425499325342E-007   0.120144516E+000   0.000000000E+000
   0.15780277165707013E-007   0.120143972E+000   0.000000000E+000
   0.15784128832088684E-007   0.120142102E+000   0.000000000E+000
   0.15787980498470355E-007   0.120142072E+000   0.000000000E+000
   0.15791832164852027E-007   0.120143265E+000   0.000000000E+000
   0.15795683831233698E-007   0.120143414E+000   0.000000000E+000
   0.15799535497615369E-007   0.120142892E+000   0.000000000E+000
   0.15803387163997040E-007   0.120143034E+000   0.000000000E+000
   0.15807238830378711E-007   0.120143190E+000   0.000000000E+000
   0.15811090496760383E-007   0.120142616E+000   0.000000000E+000
   0.15814942163142054E-007   0.120142490E+000   0.000000000E+000
   0.15818793829523725E-007   0.120143414E+000   0.000000000E+000
   0.15822645495905396E-007   0.120143719E+000   0.000000000E+000
   0.15826497162287068E-007   0.120142601E+000   0.000000000E+000
   0.15830348828668739E-007   0.120142043E+000   0.000000000E+000
   0.15834200495050410E-007   0.120143160E+000   0.000000000E+000
   0.15838052161432081E-007   0.120143957E+000   0.000000000E+000
   0.15841903827813753E-007   0.120143026E+000   0.000000000E+000
   0.15845755494195424E-007   0.120142095E+000   0.000000000E+000
   0.15849607160577095E-007   0.120142676E+000   0.000000000E+000
   0.15853458826958766E-007   0.120143540E+000   0.000000000E+000
   0.15857310493340437E-007   0.120143332E+000   0.000000000E+000
   0.15861162159722109E-007   0.120142773E+000   0.000000000E+000
   0.15865013826103780E-007   0.120142750E+000   0.000000000E+000
   0.15868865492485451E-007   0.120142877E+000   0.000000000E+000
   0.15872717158867122E-007   0.120142840E+000   0.000000000E+000
   0.15876568825248794E-007   0.120142974E+000   0.000000000E+000
   0.15880420491630465E-007   0.120143205E+000   0.000000000E+000
   0.15884272158012136E-007   0.120143130E+000   0.000000000E+000
   0.15888123824393807E-007   0.120142892E+000   0.000000000E+000
   0.15891975490775478E-007   0.120142765E+000   0.000000000E+000
   0.15895827157157150E-007   0.120142728E+000   0.000000000E+000
   0.15899678823538821E-007   0.120142780E+000   0.000000000E+000
   0.15903530489920492E-007   0.120143175E+000   0.000000000E+000
   0.15907382156302163E-007   0.120143525E+000   0.000000000E+000
   0.15911233822683835E-007   0.120143101E+000   0.000000000E+000
   0.15915085489065506E-007   0.120142318E+000   0.000000000E+000
   0.15918937155447177E-007   0.120142423E+000   0.000000000E+000
   0.15922788821828848E-007   0.120143294E+000   0.000000000E+000
   0.15926640488210519E-007   0.120143555E+000   0.000000000E+000
   0.15930492154592191E-007   0.120142929E+000   0.000000000E+000
   0.15934343820973862E-007   0.120142557E+000   0.000000000E+000
   0.15938195487355533E-007   0.120142832E+000   0.000000000E+000
   0.15942047153737204E-007   0.120143004E+000   0.000000000E+000
   0.15945898820118876E-007   0.120142937E+000   0.000000000E+000
   0.15949750486500547E-007   0.120143160E+000   0.000000000E+000
   0.15953602152882218E-007   0.120143205E+000   0.000000000E+000
   0.15957453819263889E-007   0.120142661E+000   0.000000000E+000
   0.15961305485645561E-007   0.120142490E+000   0.000000000E+000
   0.15965157152027232E-007   0.120143309E+000   0.000000000E+000
   0.15969008818408903E-007   0.120143682E+000   0.000000000E+000
   0.15972860484790574E-007   0.120142631E+000   0.000000000E+000
   0.15976712151172245E-007   0.120141953E+000   0.000000000E+000
   0.15980563817553917E-007   0.120143116E+000   0.000000000E+000
   0.15984415483935588E-007   0.120144241E+000   0.000000000E+000
   0.15988267150317259E-007   0.120143235E+000   0.000000000E+000
   0.15992118816698930E-007   0.120141700E+000   0.000000000E+000
   0.15995970483080602E-007   0.120142341E+000   0.000000000E+000
   0.15999822149462273E-007   0.120144084E+000   0.000000000E+000
   0.16003673815843944E-007   0.120143928E+000   0.000000000E+000
   0.16007525482225615E-007   0.120142259E+000   0.000000000E+000
   0.16011377148607286E-007   0.120142035E+000   0.000000000E+000
   0.16015228814988958E-007   0.120143525E+000   0.000000000E+000
   0.16019080481370629E-007   0.120144047E+000   0.000000000E+000
   0.16022932147752300E-007   0.120142728E+000   0.000000000E+000
   0.16026783814133971E-007   0.120141856E+000   0.000000000E+000
   0.16030635480515643E-007   0.120142780E+000   0.000000000E+000
   0.16034487146897314E-007   0.120144002E+000   0.000000000E+000
   0.16038338813278985E-007   0.120143846E+000   0.000000000E+000
   0.16042190479660656E-007   0.120142691E+000   0.000000000E+000
   0.16046042146042327E-007   0.120141931E+000   0.000000000E+000
   0.16049893812423999E-007   0.120142370E+000   0.000000000E+000
   0.16053745478805670E-007   0.120143615E+000   0.000000000E+000
   0.16057597145187341E-007   0.120144308E+000   0.000000000E+000
   0.16061448811569012E-007   0.120143302E+000   0.000000000E+000
   0.16065300477950684E-007   0.120141692E+000   0.000000000E+000
   0.16069152144332355E-007   0.120141841E+000   0.000000000E+000
   0.16073003810714026E-007   0.120143697E+000   0.000000000E+000
   0.16076855477095697E-007   0.120144419E+000   0.000000000E+000
   0.16080707143477369E-007   0.120142996E+000   0.000000000E+000
   0.16084558809859040E-007   0.120141789E+000   0.000000000E+000
   0.16088410476240711E-007   0.120142542E+000   0.000000000E+000
   0.16092262142622382E-007   0.120143697E+000   0.000000000E+000
   0.16096113809004053E-007   0.120143443E+000   0.000000000E+000
   0.16099965475385725E-007   0.120142639E+000   0.000000000E+000
   0.16103817141767396E-007   0.120142698E+000   0.000000000E+000
   0.16107668808149067E-007   0.120143086E+000   0.000000000E+000
   0.16111520474530738E-007   0.120142959E+000   0.000000000E+000
   0.16115372140912410E-007   0.120142825E+000   0.000000000E+000
   0.16119223807294081E-007   0.120143138E+000   0.000000000E+000
   0.16123075473675752E-007   0.120143235E+000   0.000000000E+000
   0.16126927140057423E-007   0.120142825E+000   0.000000000E+000
   0.16130778806439094E-007   0.120142601E+000   0.000000000E+000
   0.16134630472820766E-007   0.120142899E+000   0.000000000E+000
   0.16138482139202437E-007   0.120143197E+000   0.000000000E+000
   0.16142333805584108E-007   0.120143197E+000   0.000000000E+000
   0.16146185471965779E-007   0.120143093E+000   0.000000000E+000
   0.16150037138347451E-007   0.120142847E+000   0.000000000E+000
   0.16153888804729122E-007   0.120142482E+000   0.000000000E+000
   0.16157740471110793E-007   0.120142654E+000   0.000000000E+000
   0.16161592137492464E-007   0.120143496E+000   0.000000000E+000
   0.16165443803874135E-007   0.120143771E+000   0.000000000E+000
   0.16169295470255807E-007   0.120142795E+000   0.000000000E+000
   0.16173147136637478E-007   0.120141916E+000   0.000000000E+000
   0.16176998803019149E-007   0.120142579E+000   0.000000000E+000
   0.16180850469400820E-007   0.120143838E+000   0.000000000E+000
   0.16184702135782492E-007   0.120143816E+000   0.000000000E+000
   0.16188553802164163E-007   0.120142683E+000   0.000000000E+000
   0.16192405468545834E-007   0.120142169E+000   0.000000000E+000
   0.16196257134927505E-007   0.120142743E+000   0.000000000E+000
   0.16200108801309177E-007   0.120143346E+000   0.000000000E+000
   0.16203960467690848E-007   0.120143399E+000   0.000000000E+000
   0.16207812134072519E-007   0.120143175E+000   0.000000000E+000
   0.16211663800454190E-007   0.120142788E+000   0.000000000E+000
   0.16215515466835861E-007   0.120142393E+000   0.000000000E+000
   0.16219367133217533E-007   0.120142773E+000   0.000000000E+000
   0.16223218799599204E-007   0.120143764E+000   0.000000000E+000
   0.16227070465980875E-007   0.120143749E+000   0.000000000E+000
   0.16230922132362546E-007   0.120142378E+000   0.000000000E+000
   0.16234773798744218E-007   0.120141789E+000   0.000000000E+000
   0.16238625465125889E-007   0.120143175E+000   0.000000000E+000
   0.16242477131507560E-007   0.120144434E+000   0.000000000E+000
   0.16246328797889231E-007   0.120143458E+000   0.000000000E+000
   0.16250180464270902E-007   0.120141745E+000   0.000000000E+000
   0.16254032130652574E-007   0.120142058E+000   0.000000000E+000
   0.16257883797034245E-007   0.120143764E+000   0.000000000E+000
   0.16261735463415916E-007   0.120144062E+000   0.000000000E+000
   0.16265587129797587E-007   0.120142654E+000   0.000000000E+000
   0.16269438796179259E-007   0.120142058E+000   0.000000000E+000
   0.16273290462560930E-007   0.120143145E+000   0.000000000E+000
   0.16277142128942601E-007   0.120143980E+000   0.000000000E+000
   0.16280993795324272E-007   0.120143168E+000   0.000000000E+000
   0.16284845461705943E-007   0.120142065E+000   0.000000000E+000
   0.16288697128087615E-007   0.120142400E+000   0.000000000E+000
   0.16292548794469286E-007   0.120143712E+000   0.000000000E+000
   0.16296400460850957E-007   0.120144144E+000   0.000000000E+000
   0.16300252127232628E-007   0.120143123E+000   0.000000000E+000
   0.16304103793614300E-007   0.120142005E+000   0.000000000E+000
   0.16307955459995971E-007   0.120142229E+000   0.000000000E+000
   0.16311807126377642E-007   0.120143443E+000   0.000000000E+000
   0.16315658792759313E-007   0.120144062E+000   0.000000000E+000
   0.16319510459140985E-007   0.120143324E+000   0.000000000E+000
   0.16323362125522656E-007   0.120142400E+000   0.000000000E+000
   0.16327213791904327E-007   0.120142616E+000   0.000000000E+000
