 time conductor_1 conductor_2
    4.49999968E-11    0.00000000    0.00000000
    7.49999993E-11    0.00000000    0.00000000
    1.04999995E-10    0.00000000    0.00000000
    1.34999997E-10    0.00000000    0.00000000
    1.65000000E-10    0.00000000    0.00000000
    1.95000002E-10    0.00000000    0.00000000
    2.25000005E-10    0.00000000    0.00000000
    2.54999993E-10    0.00000000    0.00000000
    2.84999996E-10    0.00000000    0.00000000
    3.14999998E-10    0.00000000    0.00000000
    3.45000001E-10    0.00000000    0.00000000
    3.75000003E-10    0.00000000    0.00000000
    4.05000006E-10    0.00000000    0.00000000
    4.35000008E-10    0.00000000    0.00000000
    4.65000011E-10    1.72255523E-06    6.74179910E-06
    4.94999985E-10    9.49523928E-06    3.71628157E-05
    5.24999988E-10    3.10882824E-05    1.21674457E-04
    5.54999990E-10    7.84947188E-05    3.07215494E-04
    5.84999993E-10    1.68641302E-04    6.60034479E-04
    6.14999995E-10    3.24019318E-04    1.26815867E-03
    6.44999998E-10    5.73225785E-04    2.24351208E-03
    6.75000000E-10    9.51406895E-04    3.72365117E-03
    7.05000003E-10    1.50059653E-03    5.87308966E-03
    7.35000005E-10    2.26994511E-03    8.88419524E-03
    7.65000008E-10    3.31583433E-03    1.29776355E-02
    7.95000010E-10    4.70192963E-03    1.84025876E-02
    8.25000013E-10    6.49915449E-03    2.54366342E-02
    8.55000015E-10    8.78559239E-03    3.43853794E-02
    8.85000018E-10    1.16463071E-02    4.55817506E-02
    9.15000020E-10    1.51730962E-02    5.93850315E-02
    9.44999967E-10    1.94641668E-02    7.61795864E-02
    9.74999970E-10    2.46237479E-02    9.63733494E-02
    1.00499997E-09    3.07616331E-02   0.120396033
    1.03499997E-09    3.79926749E-02   0.148697138
    1.06499998E-09    4.64362055E-02   0.181743741
    1.09499998E-09    5.62154427E-02   0.220018089
    1.12499998E-09    6.74568266E-02   0.264015019
    1.15499998E-09    8.02893266E-02   0.314239353
    1.18499999E-09    9.48437601E-02   0.371203065
    1.21499999E-09   0.111252055   0.435422450
    1.24499999E-09   0.129646480   0.507415295
    1.27499999E-09   0.150158972   0.587697864
    1.30500000E-09   0.172920361   0.676782250
    1.33500000E-09   0.198059663   0.775173426
    1.36500000E-09   0.225703418   0.883366585
    1.39500000E-09   0.255974978    1.00184464
    1.42500001E-09   0.288993925    1.13107550
    1.45500001E-09   0.324875444    1.27151000
    1.48500001E-09   0.363729805    1.42357969
    1.51500001E-09   0.405661851    1.58769500
    1.54500002E-09   0.450770557    1.76424325
    1.57500002E-09   0.499148697    1.95358753
    1.60500002E-09   0.550882399    2.15606499
    1.63500002E-09   0.606051028    2.37198615
    1.66500003E-09   0.664726853    2.60163379
    1.69500003E-09   0.726974905    2.84526277
    1.72500003E-09   0.792852998    3.10309911
    1.75500003E-09   0.862411618    3.37534022
    1.78500004E-09   0.935693860    3.66215515
    1.81500004E-09    1.01273561    3.96368408
    1.84500004E-09    1.09356546    4.28003931
    1.87499993E-09    1.17820525    4.61130619
    1.90499994E-09    1.26666999    4.95754290
    1.93499994E-09    1.35896790    5.31878233
    1.96499994E-09    1.45510113    5.69503260
    1.99499994E-09    1.55506563    6.08627796
    2.02499995E-09    1.65885162    6.49248028
    2.05499995E-09    1.76644409    6.91357994
    2.08499995E-09    1.87782252    7.34949732
    2.11499995E-09    1.99296188    7.80013418
    2.14499996E-09    2.11183262    8.26537514
    2.17499996E-09    2.23440075    8.74508762
    2.20499996E-09    2.36062884    9.23912525
    2.23499996E-09    2.49047589    9.74732590
    2.26499997E-09    2.62389755    10.2695169
    2.29499997E-09    2.76084638    10.8055134
    2.32499997E-09    2.90127230    11.3551188
    2.35499997E-09    3.04512310    11.9181280
    2.38499998E-09    3.19234395    12.4943275
    2.41499998E-09    3.34287834    13.0834961
    2.44499998E-09    3.49666786    13.6854048
    2.47499998E-09    3.65365267    14.2998190
    2.50499999E-09    3.81377125    14.9264984
    2.53499999E-09    3.97696114    15.5651979
    2.56499999E-09    4.14315844    16.2156677
    2.59499999E-09    4.31229877    16.8776569
    2.62500000E-09    4.48431635    17.5509071
    2.65500000E-09    4.65914583    18.2351627
    2.68500000E-09    4.83672047    18.9301624
    2.71500000E-09    5.01697350    19.6356449
    2.74500001E-09    5.19983768    20.3513470
    2.77500001E-09    5.38524628    21.0770073
    2.80500001E-09    5.57313251    21.8123646
    2.83500001E-09    5.76342964    22.5571575
    2.86500002E-09    5.95607138    23.3111267
    2.89500002E-09    6.15099287    24.0740185
    2.92500002E-09    6.34812927    24.8455791
    2.95500002E-09    6.54741716    25.6255608
    2.98500002E-09    6.74879503    26.4137211
    3.01500003E-09    6.95220184    27.2098236
    3.04500003E-09    7.15757895    28.0136375
    3.07500003E-09    7.36487007    28.8249416
    3.10500003E-09    7.57402039    29.6435242
    3.13500004E-09    7.78497791    30.4691792
    3.16500004E-09    7.99769354    31.3017159
    3.19500004E-09    8.21212101    32.1409531
    3.22500004E-09    8.42821693    32.9867210
    3.25500005E-09    8.64594173    33.8388672
    3.28500005E-09    8.86526012    34.6972466
    3.31500005E-09    9.08613873    35.5617332
    3.34500005E-09    9.30854893    36.4322166
    3.37500006E-09    9.53246689    37.3085976
    3.40500006E-09    9.75787067    38.1907959
    3.43500006E-09    9.98474503    39.0787468
    3.46500006E-09    10.2130766    39.9724007
    3.49500007E-09    10.4428568    40.8717270
    3.52500007E-09    10.6740818    41.7767067
    3.55500007E-09    10.9067507    42.6873398
    3.58500007E-09    11.1408663    43.6036339
    3.61500008E-09    11.3764362    44.5256195
    3.64500008E-09    11.6134691    45.4533310
    3.67500008E-09    11.8519793    46.3868256
    3.70500008E-09    12.0919819    47.3261604
    3.73499986E-09    12.3334951    48.2714081
    3.76499987E-09    12.5765390    49.2226448
    3.79499987E-09    12.8211355    50.1799622
    3.82499987E-09    13.0673084    51.1434479
    3.85499987E-09    13.3150816    52.1131935
    3.88499988E-09    13.5644789    53.0892982
    3.91499988E-09    13.8155251    54.0718575
    3.94499988E-09    14.0682449    55.0609665
    3.97499988E-09    14.3226604    56.0567131
    4.00499989E-09    14.5787945    57.0591850
    4.03499989E-09    14.8366671    58.0684586
    4.06499989E-09    15.0962954    59.0846062
    4.09499989E-09    15.3576956    60.1076889
    4.12499990E-09    15.6208811    61.1377563
    4.15499990E-09    15.8858604    62.1748466
    4.18499990E-09    16.1526394    63.2189827
    4.21499990E-09    16.4212208    64.2701721
    4.24499991E-09    16.6916046    65.3284149
    4.27499991E-09    16.9637852    66.3936920
    4.30499991E-09    17.2377548    67.4659653
    4.33499991E-09    17.5134983    68.5451889
    4.36499992E-09    17.7910004    69.6312943
    4.39499992E-09    18.0702381    70.7241974
    4.42499992E-09    18.3511887    71.8237991
    4.45499992E-09    18.6338234    72.9299927
    4.48499993E-09    18.9181099    74.0426483
    4.51499993E-09    19.2040119    75.1616287
    4.54499993E-09    19.4914932    76.2867889
    4.57499993E-09    19.7805119    77.4179611
    4.60499994E-09    20.0710239    78.5549850
    4.63499994E-09    20.3629837    79.6976776
    4.66499994E-09    20.6563454    80.8458557
    4.69499994E-09    20.9510612    81.9993362
    4.72499995E-09    21.2470818    83.1579208
