t              twoWires.fdtd_Bulk probe_Jx_15_11_13__15_13_17.dat
   0.16662800074191547E-008  -0.103911498E-004
   0.16678200074260116E-008  -0.939209895E-005
   0.16693600074328685E-008  -0.836995605E-005
   0.16709000074397254E-008  -0.732316721E-005
   0.16724400074465823E-008  -0.625013081E-005
   0.16739800074534392E-008  -0.514920521E-005
   0.16755200074602961E-008  -0.401871193E-005
   0.16770600074671529E-008  -0.285694023E-005
   0.16786000074740098E-008  -0.166214545E-005
   0.16801400074808667E-008  -0.432555822E-006
   0.16816800074877236E-008   0.833627553E-006
   0.16832200074945805E-008   0.213822773E-005
   0.16847600075014374E-008   0.348308981E-005
   0.16863000075082943E-008   0.487007947E-005
   0.16878400075151512E-008   0.630108252E-005
   0.16893800075220081E-008   0.777800142E-005
   0.16909200075288650E-008   0.930275382E-005
   0.16924600075357218E-008   0.108772674E-004
   0.16940000075425787E-008   0.125034840E-004
   0.16955400075494356E-008   0.141833461E-004
   0.16970800075562925E-008   0.159188039E-004
   0.16986200075631494E-008   0.177118127E-004
   0.17001600075700063E-008   0.195643206E-004
   0.17017000075768632E-008   0.214782813E-004
   0.17032400075837201E-008   0.234556392E-004
   0.17047800075905770E-008   0.254983388E-004
   0.17063200075974339E-008   0.276083138E-004
   0.17078600076042907E-008   0.297875013E-004
   0.17094000076111476E-008   0.320378203E-004
   0.17109400076180045E-008   0.343611719E-004
   0.17124800076248614E-008   0.367594475E-004
   0.17140200076317183E-008   0.392345319E-004
   0.17155600076385752E-008   0.417882693E-004
   0.17171000076454321E-008   0.444224934E-004
   0.17186400076522890E-008   0.471390158E-004
   0.17201800076591459E-008   0.499396156E-004
   0.17217200076660027E-008   0.528260534E-004
   0.17232600076728596E-008   0.558000720E-004
   0.17248000076797165E-008   0.588633629E-004
   0.17263400076865734E-008   0.620175997E-004
   0.17278800076934303E-008   0.652644521E-004
   0.17294200077002872E-008   0.686055137E-004
   0.17309600077071441E-008   0.720423777E-004
   0.17325000077140010E-008   0.755765723E-004
   0.17340400077208579E-008   0.792096107E-004
   0.17355800077277148E-008   0.829429482E-004
   0.17371200077345716E-008   0.867779891E-004
   0.17386600077414285E-008   0.907161084E-004
   0.17402000077482854E-008   0.947586450E-004
   0.17417400077551423E-008   0.989068649E-004
   0.17432800077619992E-008   0.103162027E-003
   0.17448200077688561E-008   0.107525273E-003
   0.17463600077757130E-008   0.111997833E-003
   0.17479000077825699E-008   0.116580748E-003
   0.17494400077894268E-008   0.121275079E-003
   0.17509800077962837E-008   0.126081839E-003
   0.17525200078031405E-008   0.131001987E-003
   0.17540600078099974E-008   0.136036368E-003
   0.17556000078168543E-008   0.141185854E-003
   0.17571400078237112E-008   0.146451173E-003
   0.17586800078305681E-008   0.151833097E-003
   0.17602200078374250E-008   0.157332266E-003
   0.17617600078442819E-008   0.162949262E-003
   0.17633000078511388E-008   0.168684623E-003
   0.17648400078579957E-008   0.174538916E-003
   0.17663800078648526E-008   0.180512536E-003
   0.17679200078717094E-008   0.186605859E-003
   0.17694600078785663E-008   0.192819221E-003
   0.17710000078854232E-008   0.199152913E-003
   0.17725400078922801E-008   0.205607139E-003
   0.17740800078991370E-008   0.212182058E-003
   0.17756200079059939E-008   0.218877656E-003
   0.17771600079128508E-008   0.225694050E-003
   0.17787000079197077E-008   0.232631239E-003
   0.17802400079265646E-008   0.239689034E-003
   0.17817800079334215E-008   0.246867363E-003
   0.17833200079402783E-008   0.254165992E-003
   0.17848600079471352E-008   0.261584675E-003
   0.17864000079539921E-008   0.269123091E-003
   0.17879400079608490E-008   0.276780891E-003
   0.17894800079677059E-008   0.284557667E-003
   0.17910200079745628E-008   0.292452925E-003
   0.17925600079814197E-008   0.300466083E-003
   0.17941000079882766E-008   0.308596645E-003
   0.17956400079951335E-008   0.316843885E-003
   0.17971800080019903E-008   0.325207133E-003
   0.17987200080088472E-008   0.333685661E-003
   0.18002600080157041E-008   0.342278654E-003
   0.18018000080225610E-008   0.350985181E-003
   0.18033400080294179E-008   0.359804428E-003
   0.18048800080362748E-008   0.368735404E-003
   0.18064200080431317E-008   0.377777178E-003
   0.18079600080499886E-008   0.386928616E-003
   0.18095000080568455E-008   0.396188581E-003
   0.18110400080637024E-008   0.405556086E-003
   0.18125800080705592E-008   0.415029877E-003
   0.18141200080774161E-008   0.424608617E-003
   0.18156600080842730E-008   0.434291112E-003
   0.18172000080911299E-008   0.444075995E-003
   0.18187400080979868E-008   0.453961809E-003
   0.18202800081048437E-008   0.463947305E-003
   0.18218200081117006E-008   0.474030821E-003
   0.18233600081185575E-008   0.484210934E-003
   0.18249000081254144E-008   0.494486070E-003
   0.18264400081322713E-008   0.504854601E-003
   0.18279800081391281E-008   0.515314925E-003
   0.18295200081459850E-008   0.525865238E-003
   0.18310600081528419E-008   0.536503969E-003
   0.18326000081596988E-008   0.547229196E-003
   0.18341400081665557E-008   0.558039115E-003
   0.18356800081734126E-008   0.568931806E-003
   0.18372200081802695E-008   0.579905522E-003
   0.18387600081871264E-008   0.590958050E-003
   0.18403000081939833E-008   0.602087413E-003
   0.18418400082008402E-008   0.613291690E-003
   0.18433800082076970E-008   0.624568725E-003
   0.18449200082145539E-008   0.635916193E-003
   0.18464600082214108E-008   0.647331995E-003
   0.18480000082282677E-008   0.658813922E-003
   0.18495400082351246E-008   0.670359528E-003
   0.18510800082419815E-008   0.681966543E-003
   0.18526200082488384E-008   0.693632523E-003
   0.18541600082556953E-008   0.705355080E-003
   0.18557000082625522E-008   0.717131421E-003
   0.18572400082694090E-008   0.728959159E-003
   0.18587800082762659E-008   0.740835560E-003
   0.18603200082831228E-008   0.752758002E-003
   0.18618600082899797E-008   0.764723693E-003
   0.18634000082968366E-008   0.776729779E-003
   0.18649400083036935E-008   0.788773352E-003
   0.18664800083105504E-008   0.800851383E-003
   0.18680200083174073E-008   0.812960963E-003
   0.18695600083242642E-008   0.825098832E-003
   0.18711000083311211E-008   0.837261963E-003
   0.18726400083379779E-008   0.849447038E-003
   0.18741800083448348E-008   0.861650740E-003
   0.18757200083516917E-008   0.873869634E-003
   0.18772600083585486E-008   0.886100170E-003
   0.18788000083654055E-008   0.898339029E-003
   0.18803400083722624E-008   0.910582370E-003
   0.18818800083791193E-008   0.922826526E-003
   0.18834200083859762E-008   0.935067539E-003
   0.18849600083928331E-008   0.947301683E-003
   0.18865000083996900E-008   0.959525001E-003
   0.18880400084065468E-008   0.971733185E-003
   0.18895800084134037E-008   0.983922044E-003
   0.18911200084202606E-008   0.996087445E-003
   0.18926600084271175E-008   0.100822491E-002
   0.18942000084339744E-008   0.102032989E-002
   0.18957400084408313E-008   0.103239797E-002
   0.18972800084476882E-008   0.104442437E-002
   0.18988200084545451E-008   0.105640420E-002
   0.19003600084614020E-008   0.106833258E-002
   0.19019000084682589E-008   0.108020462E-002
   0.19034400084751157E-008   0.109201507E-002
   0.19049800084819726E-008   0.110375870E-002
   0.19065200084888295E-008   0.111543015E-002
   0.19080600084956864E-008   0.112702383E-002
   0.19096000085025433E-008   0.113853451E-002
   0.19111400085094002E-008   0.114995614E-002
   0.19126800085162571E-008   0.116128300E-002
   0.19142200085231140E-008   0.117250928E-002
   0.19157600085299709E-008   0.118362904E-002
   0.19173000085368277E-008   0.119463587E-002
   0.19188400085436846E-008   0.120552373E-002
   0.19203800085505415E-008   0.121628609E-002
   0.19219200085573984E-008   0.122691656E-002
   0.19234600085642553E-008   0.123740861E-002
   0.19250000085711122E-008   0.124775548E-002
   0.19265400085779691E-008   0.125795056E-002
   0.19280800085848260E-008   0.126798684E-002
   0.19296200085916829E-008   0.127785723E-002
   0.19311600085985398E-008   0.128755509E-002
   0.19327000086053966E-008   0.129707286E-002
   0.19342400086122535E-008   0.130640343E-002
   0.19357800086191104E-008   0.131553959E-002
   0.19373200086259673E-008   0.132447388E-002
   0.19388600086328242E-008   0.133319898E-002
   0.19404000086396811E-008   0.134170742E-002
   0.19419400086465380E-008   0.134999154E-002
   0.19434800086533949E-008   0.135804387E-002
   0.19450200086602518E-008   0.136585673E-002
   0.19465600086671087E-008   0.137342245E-002
   0.19481000086739655E-008   0.138073333E-002
   0.19496400086808224E-008   0.138778205E-002
   0.19511800086876793E-008   0.139456056E-002
   0.19527200086945362E-008   0.140106119E-002
   0.19542600087013931E-008   0.140727637E-002
   0.19558000087082500E-008   0.141319877E-002
   0.19573400087151069E-008   0.141882047E-002
   0.19588800087219638E-008   0.142413413E-002
   0.19604200087288207E-008   0.142913219E-002
   0.19619600087356776E-008   0.143380719E-002
   0.19635000087425344E-008   0.143815239E-002
   0.19650400087493913E-008   0.144215988E-002
   0.19665800087562482E-008   0.144582300E-002
   0.19681200087631051E-008   0.144913455E-002
   0.19696600087699620E-008   0.145208824E-002
   0.19712000087768189E-008   0.145467685E-002
   0.19727400087836758E-008   0.145689421E-002
   0.19742800087905327E-008   0.145873404E-002
   0.19758200087973896E-008   0.146018993E-002
   0.19773600088042464E-008   0.146125664E-002
   0.19789000088111033E-008   0.146192778E-002
   0.19804400088179602E-008   0.146219844E-002
   0.19819800088248171E-008   0.146206329E-002
   0.19835200088316740E-008   0.146151730E-002
   0.19850600088385309E-008   0.146055629E-002
   0.19866000088453878E-008   0.145917526E-002
   0.19881400088522447E-008   0.145737093E-002
   0.19896800088591016E-008   0.145513925E-002
   0.19912200088659585E-008   0.145247648E-002
   0.19927600088728153E-008   0.144938054E-002
   0.19943000088796722E-008   0.144584826E-002
   0.19958400088865291E-008   0.144187745E-002
   0.19973800088933860E-008   0.143746613E-002
   0.19989200089002429E-008   0.143261324E-002
   0.20004600089070998E-008   0.142731715E-002
   0.20020000089139567E-008   0.142157765E-002
   0.20035400089208136E-008   0.141539436E-002
   0.20050800089276705E-008   0.140876754E-002
   0.20066200089345274E-008   0.140169752E-002
   0.20081600089413842E-008   0.139418605E-002
   0.20097000089482411E-008   0.138623407E-002
   0.20112400089550980E-008   0.137784414E-002
   0.20127800089619549E-008   0.136901846E-002
   0.20143200089688118E-008   0.135976030E-002
   0.20158600089756687E-008   0.135007303E-002
   0.20174000089825256E-008   0.133996038E-002
   0.20189400089893825E-008   0.132942735E-002
   0.20204800089962394E-008   0.131847826E-002
   0.20220200090030963E-008   0.130711868E-002
   0.20235600090099531E-008   0.129535480E-002
   0.20251000090168100E-008   0.128319277E-002
   0.20266400090236669E-008   0.127063936E-002
   0.20281800090305238E-008   0.125770189E-002
   0.20297200090373807E-008   0.124438852E-002
   0.20312600090442376E-008   0.123070716E-002
   0.20328000090510945E-008   0.121666677E-002
   0.20343400090579514E-008   0.120227668E-002
   0.20358800090648083E-008   0.118754606E-002
   0.20374200090716652E-008   0.117248530E-002
   0.20389600090785220E-008   0.115710462E-002
   0.20405000090853789E-008   0.114141509E-002
   0.20420400090922358E-008   0.112542801E-002
   0.20435800090990927E-008   0.110915489E-002
   0.20451200091059496E-008   0.109260762E-002
   0.20466600091128065E-008   0.107579876E-002
   0.20482000091196634E-008   0.105874101E-002
   0.20497400091265203E-008   0.104144705E-002
   0.20512800091333772E-008   0.102393050E-002
   0.20528200091402340E-008   0.100620475E-002
   0.20543600091470909E-008   0.988283660E-003
   0.20559000091539478E-008   0.970181543E-003
   0.20574400091608047E-008   0.951912312E-003
   0.20589800091676616E-008   0.933490461E-003
   0.20605200091745185E-008   0.914930715E-003
   0.20620600091813754E-008   0.896247686E-003
   0.20636000091882323E-008   0.877456332E-003
   0.20651400091950892E-008   0.858571730E-003
   0.20666800092019461E-008   0.839608547E-003
   0.20682200092088029E-008   0.820582150E-003
   0.20697600092156598E-008   0.801507616E-003
   0.20713000092225167E-008   0.782399962E-003
   0.20728400092293736E-008   0.763274322E-003
   0.20743800092362305E-008   0.744145596E-003
   0.20759200092430874E-008   0.725028862E-003
   0.20774600092499443E-008   0.705938903E-003
   0.20790000092568012E-008   0.686890271E-003
   0.20805400092636581E-008   0.667897693E-003
   0.20820800092705150E-008   0.648975372E-003
   0.20836200092773718E-008   0.630137627E-003
   0.20851600092842287E-008   0.611398136E-003
   0.20867000092910856E-008   0.592770753E-003
   0.20882400092979425E-008   0.574268808E-003
   0.20897800093047994E-008   0.555905397E-003
   0.20913200093116563E-008   0.537693268E-003
   0.20928600093185132E-008   0.519644876E-003
   0.20944000093253701E-008   0.501772389E-003
   0.20959400093322270E-008   0.484087475E-003
   0.20974800093390839E-008   0.466601428E-003
   0.20990200093459407E-008   0.449325220E-003
   0.21005600093527976E-008   0.432269357E-003
   0.21021000093596545E-008   0.415443850E-003
   0.21036400093665114E-008   0.398858247E-003
   0.21051800093733683E-008   0.382521743E-003
   0.21067200093802252E-008   0.366442982E-003
   0.21082600093870821E-008   0.350630144E-003
   0.21098000093939390E-008   0.335090765E-003
   0.21113400094007959E-008   0.319832150E-003
   0.21128800094076527E-008   0.304860849E-003
   0.21144200094145096E-008   0.290183030E-003
   0.21159600094213665E-008   0.275804312E-003
   0.21175000094282234E-008   0.261729787E-003
   0.21190400094350803E-008   0.247963966E-003
   0.21205800094419372E-008   0.234510968E-003
   0.21221200094487941E-008   0.221374270E-003
   0.21236600094556510E-008   0.208556827E-003
   0.21252000094625079E-008   0.196061184E-003
   0.21267400094693648E-008   0.183889293E-003
   0.21282800094762216E-008   0.172042564E-003
   0.21298200094830785E-008   0.160522002E-003
   0.21313600094899354E-008   0.149328043E-003
   0.21329000094967923E-008   0.138460658E-003
   0.21344400095036492E-008   0.127919397E-003
   0.21359800095105061E-008   0.117703312E-003
   0.21375200095173630E-008   0.107811007E-003
   0.21390600095242199E-008   0.982406491E-004
   0.21406000095310768E-008   0.889900184E-004
   0.21421400095379337E-008   0.800564667E-004
   0.21436800095447905E-008   0.714369526E-004
   0.21452200095516474E-008   0.631280636E-004
   0.21467600095585043E-008   0.551260455E-004
   0.21483000095653612E-008   0.474267908E-004
   0.21498400095722181E-008   0.400258905E-004
   0.21513800095790750E-008   0.329186332E-004
   0.21529200095859319E-008   0.261000350E-004
   0.21544600095927888E-008   0.195648499E-004
   0.21560000095996457E-008   0.133076046E-004
   0.21575400096065026E-008   0.732259150E-005
   0.21590800096133594E-008   0.160391312E-005
   0.21606200096202163E-008  -0.385451449E-005
   0.21621600096270732E-008  -0.905893921E-005
   0.21637000096339301E-008  -0.140157490E-004
   0.21652400096407870E-008  -0.187314618E-004
   0.21667800096476439E-008  -0.232126822E-004
   0.21683200096545008E-008  -0.274661052E-004
   0.21698600096613577E-008  -0.314984827E-004
   0.21714000096682146E-008  -0.353165851E-004
   0.21729400096750714E-008  -0.389272318E-004
   0.21744800096819283E-008  -0.423372112E-004
   0.21760200096887852E-008  -0.455533263E-004
   0.21775600096956421E-008  -0.485823439E-004
   0.21791000097024990E-008  -0.514309650E-004
   0.21806400097093559E-008  -0.541058762E-004
   0.21821800097162128E-008  -0.566136587E-004
   0.21837200097230697E-008  -0.589608171E-004
   0.21852600097299266E-008  -0.611537835E-004
   0.21868000097367835E-008  -0.631988514E-004
   0.21883400097436403E-008  -0.651021910E-004
   0.21898800097504972E-008  -0.668698194E-004
   0.21914200097573541E-008  -0.685076375E-004
   0.21929600097642110E-008  -0.700213568E-004
   0.21945000097710679E-008  -0.714165290E-004
   0.21960400097779248E-008  -0.726985527E-004
   0.21975800097847817E-008  -0.738726158E-004
   0.21991200097916386E-008  -0.749437531E-004
   0.22006600097984955E-008  -0.759167888E-004
   0.22022000098053524E-008  -0.767963793E-004
   0.22037400098122092E-008  -0.775869994E-004
   0.22052800098190661E-008  -0.782928983E-004
   0.22068200098259230E-008  -0.789181795E-004
   0.22083600098327799E-008  -0.794666921E-004
   0.22099000098396368E-008  -0.799421250E-004
   0.22114400098464937E-008  -0.803479634E-004
   0.22129800098533506E-008  -0.806874887E-004
   0.22145200098602075E-008  -0.809637859E-004
   0.22160600098670644E-008  -0.811797581E-004
   0.22176000098739213E-008  -0.813381048E-004
   0.22191400098807781E-008  -0.814414016E-004
   0.22206800098876350E-008  -0.814919986E-004
   0.22222200098944919E-008  -0.814920786E-004
   0.22237600099013488E-008  -0.814437008E-004
   0.22253000099082057E-008  -0.813487422E-004
   0.22268400099150626E-008  -0.812089274E-004
   0.22283800099219195E-008  -0.810258352E-004
   0.22299200099287764E-008  -0.808009208E-004
   0.22314600099356333E-008  -0.805355012E-004
   0.22330000099424901E-008  -0.802307550E-004
   0.22345400099493470E-008  -0.798877736E-004
   0.22360800099562039E-008  -0.795075030E-004
   0.22376200099630608E-008  -0.790908598E-004
   0.22391600099699177E-008  -0.786385863E-004
   0.22407000099767746E-008  -0.781513954E-004
   0.22422400099836315E-008  -0.776299348E-004
   0.22437800099904884E-008  -0.770747502E-004
   0.22453200099973453E-008  -0.764863362E-004
   0.22468600100042022E-008  -0.758651586E-004
   0.22484000100110590E-008  -0.752115811E-004
   0.22499400100179159E-008  -0.745259968E-004
   0.22514800100247728E-008  -0.738087037E-004
   0.22530200100316297E-008  -0.730600077E-004
   0.22545600100384866E-008  -0.722801706E-004
   0.22561000100453435E-008  -0.714694615E-004
   0.22576400100522004E-008  -0.706281135E-004
   0.22591800100590573E-008  -0.697563955E-004
   0.22607200100659142E-008  -0.688545188E-004
   0.22622600100727711E-008  -0.679227524E-004
   0.22638000100796279E-008  -0.669613364E-004
   0.22653400100864848E-008  -0.659705256E-004
   0.22668800100933417E-008  -0.649505819E-004
   0.22684200101001986E-008  -0.639017890E-004
   0.22699600101070555E-008  -0.628244306E-004
   0.22715000101139124E-008  -0.617188198E-004
   0.22730400101207693E-008  -0.605852802E-004
   0.22745800101276262E-008  -0.594241610E-004
   0.22761200101344831E-008  -0.582358261E-004
   0.22776600101413400E-008  -0.570206394E-004
   0.22792000101481968E-008  -0.557790190E-004
   0.22807400101550537E-008  -0.545113580E-004
   0.22822800101619106E-008  -0.532180929E-004
   0.22838200101687675E-008  -0.518996640E-004
   0.22853600101756244E-008  -0.505565040E-004
   0.22869000101824813E-008  -0.491890860E-004
   0.22884400101893382E-008  -0.477978610E-004
   0.22899800101961951E-008  -0.463833094E-004
   0.22915200102030520E-008  -0.449459003E-004
   0.22930600102099088E-008  -0.434861031E-004
   0.22946000102167657E-008  -0.420043798E-004
   0.22961400102236226E-008  -0.405012033E-004
   0.22976800102304795E-008  -0.389770139E-004
   0.22992200102373364E-008  -0.374322517E-004
   0.23007600102441933E-008  -0.358673242E-004
   0.23023000102510502E-008  -0.342826243E-004
   0.23038400102579071E-008  -0.326785303E-004
   0.23053800102647640E-008  -0.310553733E-004
   0.23069200102716209E-008  -0.294134752E-004
   0.23084600102784777E-008  -0.277531162E-004
   0.23100000102853346E-008  -0.260745510E-004
   0.23115400102921915E-008  -0.243779905E-004
   0.23130800102990484E-008  -0.226636130E-004
   0.23146200103059053E-008  -0.209315440E-004
   0.23161600103127622E-008  -0.191818726E-004
   0.23177000103196191E-008  -0.174146335E-004
   0.23192400103264760E-008  -0.156298083E-004
   0.23207800103333329E-008  -0.138273263E-004
   0.23223200103401898E-008  -0.120070717E-004
   0.23238600103470466E-008  -0.101688711E-004
   0.23254000103539035E-008  -0.831250145E-005
   0.23269400103607604E-008  -0.643769272E-005
   0.23284800103676173E-008  -0.454412248E-005
   0.23300200103744742E-008  -0.263141806E-005
   0.23315600103813311E-008  -0.699154668E-006
   0.23331000103881880E-008   0.125314511E-005
   0.23346400103950449E-008   0.322601204E-005
   0.23361800104019018E-008   0.522003074E-005
   0.23377200104087587E-008   0.723583844E-005
   0.23392600104156155E-008   0.927412111E-005
   0.23408000104224724E-008   0.113356145E-004
   0.23423400104293293E-008   0.134210932E-004
   0.23438800104361862E-008   0.155313737E-004
   0.23454200104430431E-008   0.176672984E-004
   0.23469600104499000E-008   0.198297530E-004
   0.23485000104567569E-008   0.220196416E-004
   0.23500400104636138E-008   0.242379010E-004
   0.23515800104704707E-008   0.264854898E-004
   0.23531200104773276E-008   0.287633939E-004
   0.23546600104841844E-008   0.310726318E-004
   0.23562000104910413E-008   0.334142242E-004
   0.23577400104978982E-008   0.357892277E-004
   0.23592800105047551E-008   0.381987047E-004
   0.23608200105116120E-008   0.406437211E-004
   0.23623600105184689E-008   0.431253466E-004
   0.23639000105253258E-008   0.456446505E-004
   0.23654400105321827E-008   0.482026880E-004
   0.23669800105390396E-008   0.508004960E-004
   0.23685200105458964E-008   0.534391038E-004
   0.23700600105527533E-008   0.561195302E-004
   0.23716000105596102E-008   0.588427683E-004
   0.23731400105664671E-008   0.616098114E-004
   0.23746800105733240E-008   0.644216125E-004
   0.23762200105801809E-008   0.672791139E-004
   0.23777600105870378E-008   0.701832323E-004
   0.23793000105938947E-008   0.731348555E-004
   0.23808400106007516E-008   0.761348347E-004
   0.23823800106076085E-008   0.791839921E-004
   0.23839200106144653E-008   0.822830989E-004
   0.23854600106213222E-008   0.854328682E-004
   0.23870000106281791E-008   0.886340058E-004
   0.23885400106350360E-008   0.918871301E-004
   0.23900800106418929E-008   0.951928523E-004
   0.23916200106487498E-008   0.985517327E-004
   0.23931600106556067E-008   0.101964259E-003
   0.23947000106624636E-008   0.105430925E-003
   0.23962400106693205E-008   0.108952139E-003
   0.23977800106761774E-008   0.112528316E-003
   0.23993200106830342E-008   0.116159797E-003
   0.24008600106898911E-008   0.119846845E-003
   0.24024000106967480E-008   0.123589707E-003
   0.24039400107036049E-008   0.127388601E-003
   0.24054800107104618E-008   0.131243651E-003
   0.24070200107173187E-008   0.135154929E-003
   0.24085600107241756E-008   0.139122480E-003
   0.24101000107310325E-008   0.143146361E-003
   0.24116400107378894E-008   0.147226514E-003
   0.24131800107447463E-008   0.151362867E-003
   0.24147200107516031E-008   0.155555332E-003
   0.24162600107584600E-008   0.159803763E-003
   0.24178000107653169E-008   0.164108002E-003
   0.24193400107721738E-008   0.168467843E-003
   0.24208800107790307E-008   0.172882996E-003
   0.24224200107858876E-008   0.177353242E-003
   0.24239600107927445E-008   0.181878204E-003
   0.24255000107996014E-008   0.186457561E-003
   0.24270400108064583E-008   0.191090949E-003
   0.24285800108133151E-008   0.195777902E-003
   0.24301200108201720E-008   0.200518029E-003
   0.24316600108270289E-008   0.205310906E-003
   0.24332000108338858E-008   0.210156068E-003
   0.24347400108407427E-008   0.215052976E-003
   0.24362800108475996E-008   0.220001151E-003
   0.24378200108544565E-008   0.225000171E-003
   0.24393600108613134E-008   0.230049365E-003
   0.24409000108681703E-008   0.235148269E-003
   0.24424400108750272E-008   0.240296242E-003
   0.24439800108818840E-008   0.245492731E-003
   0.24455200108887409E-008   0.250737125E-003
   0.24470600108955978E-008   0.256028783E-003
   0.24486000109024547E-008   0.261367095E-003
   0.24501400109093116E-008   0.266751449E-003
   0.24516800109161685E-008   0.272181147E-003
   0.24532200109230254E-008   0.277655636E-003
   0.24547600109298823E-008   0.283174159E-003
   0.24563000109367392E-008   0.288736133E-003
   0.24578400109435961E-008   0.294340833E-003
   0.24593800109504529E-008   0.299987587E-003
   0.24609200109573098E-008   0.305675756E-003
   0.24624600109641667E-008   0.311404496E-003
   0.24640000109710236E-008   0.317173282E-003
   0.24655400109778805E-008   0.322981214E-003
   0.24670800109847374E-008   0.328827591E-003
   0.24686200109915943E-008   0.334711745E-003
   0.24701600109984512E-008   0.340632803E-003
   0.24717000110053081E-008   0.346590183E-003
   0.24732400110121650E-008   0.352582923E-003
   0.24747800110190218E-008   0.358610385E-003
   0.24763200110258787E-008   0.364671781E-003
   0.24778600110327356E-008   0.370766240E-003
   0.24794000110395925E-008   0.376893004E-003
   0.24809400110464494E-008   0.383051112E-003
   0.24824800110533063E-008   0.389239896E-003
   0.24840200110601632E-008   0.395458279E-003
   0.24855600110670201E-008   0.401705474E-003
   0.24871000110738770E-008   0.407980639E-003
   0.24886400110807338E-008   0.414282840E-003
   0.24901800110875907E-008   0.420611061E-003
   0.24917200110944476E-008   0.426964514E-003
   0.24932600111013045E-008   0.433342153E-003
   0.24948000111081614E-008   0.439742929E-003
   0.24963400111150183E-008   0.446165999E-003
   0.24978800111218752E-008   0.452610198E-003
   0.24994200111287321E-008   0.459074479E-003
   0.25009600111355890E-008   0.465557911E-003
   0.25025000111424459E-008   0.472059211E-003
   0.25040400111493027E-008   0.478577422E-003
   0.25055800111561596E-008   0.485111290E-003
   0.25071200111630165E-008   0.491659739E-003
   0.25086600111698734E-008   0.498221547E-003
   0.25102000111767303E-008   0.504795520E-003
   0.25117400111835872E-008   0.511380495E-003
   0.25132800111904441E-008   0.517975248E-003
   0.25148200111973010E-008   0.524578325E-003
   0.25163600112041579E-008   0.531188620E-003
   0.25179000112110148E-008   0.537804619E-003
   0.25194400112178716E-008   0.544425100E-003
   0.25209800112247285E-008   0.551048608E-003
   0.25225200112315854E-008   0.557673862E-003
   0.25240600112384423E-008   0.564299349E-003
   0.25256000112452992E-008   0.570923672E-003
   0.25271400112521561E-008   0.577545259E-003
   0.25286800112590130E-008   0.584162772E-003
   0.25302200112658699E-008   0.590774696E-003
   0.25317600112727268E-008   0.597379287E-003
   0.25333000112795837E-008   0.603975146E-003
   0.25348400112864405E-008   0.610560819E-003
   0.25363800112932974E-008   0.617134327E-003
   0.25379200113001543E-008   0.623694388E-003
   0.25394600113070112E-008   0.630239199E-003
   0.25410000113138681E-008   0.636767072E-003
   0.25425400113207250E-008   0.643276377E-003
   0.25440800113275819E-008   0.649765308E-003
   0.25456200113344388E-008   0.656232180E-003
   0.25471600113412957E-008   0.662675302E-003
   0.25487000113481525E-008   0.669092871E-003
   0.25502400113550094E-008   0.675483141E-003
   0.25517800113618663E-008   0.681844191E-003
   0.25533200113687232E-008   0.688174274E-003
   0.25548600113755801E-008   0.694471411E-003
   0.25564000113824370E-008   0.700733915E-003
   0.25579400113892939E-008   0.706959749E-003
   0.25594800113961508E-008   0.713147107E-003
   0.25610200114030077E-008   0.719294127E-003
   0.25625600114098646E-008   0.725398771E-003
   0.25641000114167214E-008   0.731459062E-003
   0.25656400114235783E-008   0.737473194E-003
   0.25671800114304352E-008   0.743439246E-003
   0.25687200114372921E-008   0.749355066E-003
   0.25702600114441490E-008   0.755218731E-003
   0.25718000114510059E-008   0.761028321E-003
   0.25733400114578628E-008   0.766781741E-003
   0.25748800114647197E-008   0.772476837E-003
   0.25764200114715766E-008   0.778111746E-003
   0.25779600114784335E-008   0.783684431E-003
   0.25795000114852903E-008   0.789192680E-003
   0.25810400114921472E-008   0.794634456E-003
   0.25825800114990041E-008   0.800007896E-003
   0.25841200115058610E-008   0.805310847E-003
   0.25856600115127179E-008   0.810541213E-003
   0.25872000115195748E-008   0.815696956E-003
   0.25887400115264317E-008   0.820775982E-003
   0.25902800115332886E-008   0.825776136E-003
   0.25918200115401455E-008   0.830695499E-003
   0.25933600115470024E-008   0.835531740E-003
   0.25949000115538592E-008   0.840282999E-003
   0.25964400115607161E-008   0.844946946E-003
   0.25979800115675730E-008   0.849521777E-003
   0.25995200115744299E-008   0.854005106E-003
   0.26010600115812868E-008   0.858395011E-003
   0.26026000115881437E-008   0.862689514E-003
   0.26041400115950006E-008   0.866886519E-003
   0.26056800116018575E-008   0.870983931E-003
   0.26072200116087144E-008   0.874979713E-003
   0.26087600116155713E-008   0.878871768E-003
   0.26103000116224281E-008   0.882658176E-003
   0.26118400116292850E-008   0.886336784E-003
   0.26133800116361419E-008   0.889905670E-003
   0.26149200116429988E-008   0.893362565E-003
   0.26164600116498557E-008   0.896705897E-003
   0.26180000116567126E-008   0.899933395E-003
   0.26195400116635695E-008   0.903043139E-003
   0.26210800116704264E-008   0.906033267E-003
   0.26226200116772833E-008   0.908902031E-003
   0.26241600116841401E-008   0.911647163E-003
   0.26257000116909970E-008   0.914266915E-003
   0.26272400116978539E-008   0.916759658E-003
   0.26287800117047108E-008   0.919123180E-003
   0.26303200117115677E-008   0.921356142E-003
   0.26318600117184246E-008   0.923456275E-003
   0.26334000117252815E-008   0.925421773E-003
